Species	Status
Rhinodicynodon	extinct
Rhopalodon	extinct
Riebeeckosaurus	extinct
Riojanodon	extinct
Robertia	extinct
Rubidgea	extinct
Ruhuhucerberus	extinct
Sangusaurus	extinct
Sauroctonus	extinct
Sauroscaptor	extinct
Scalenodon	extinct
Scalopocephalus	extinct
Scalopodontes	extinct
Scalopognathus	extinct
Scaloporhinus	extinct
Scaloposaurus	extinct
Scaloposuchus	extinct
Scylacoides	extinct
Scylacops	extinct
Scylacosaurus	extinct
Scylacosuchus	extinct
Scymnosaurus	extinct
Sesamondontoides	extinct
Shaanbeikannemeyeria	extinct
Shansiodon	extinct
Shiguaignathus	extinct
Silphedosuchus	extinct
Silphoictidoides	extinct
Sinognathus	extinct
Sinokannemeyeria	extinct
Sinophoneus	extinct
Sintocephalus	extinct
Sludica	extinct
Smilesaurus	extinct
Stahleckeria	extinct
Struthiocephaloides	extinct
Struthiocephalus	extinct
Styracocephalus	extinct
Suchogorgon	extinct
Suminia	extinct
Sungeodon	extinct
Sycosaurus	extinct
Syodon	extinct
Syops	extinct
Sysphinctostoma	extinct
Tamboeria	extinct
Taoheodon	extinct
Tapinocaninus	extinct
Tapinocephalus	extinct
Taurocephalus	extinct
Tetracynodon	extinct
Tetragonias	extinct
Theriognathus	extinct
Therioides	extinct
Thliptosaurus	extinct
Thrinaxodon	extinct
Tigrisuchus	extinct
Titanogomphodon	extinct
Titanophoneus	extinct
Titanosuchus	extinct
Traversodon	extinct
Traversodontoides	extinct
Trirachodon	extinct
Trochorhinus	extinct
Trochosaurus	extinct
Trochosuchus	extinct
Tropidostoma	extinct
Turfanodon	extinct
Ufudocyclops	extinct
Ulemica	extinct
Ulemosaurus	extinct
Uralocynodon	extinct
Uralokannemeyeria	extinct
Urumchia	extinct
Ustia	extinct
Varanodon	extinct
Venyukovia	extinct
Vetusodon	extinct
Viatkogorgon	extinct
Viatkosuchus	extinct
Vinceria	extinct
Vivaxosaurus	extinct
Wadiasaurus	extinct
Walteria	extinct
Watongia	extinct
Xiyukannemeyeria	extinct
Yikezhaogia	extinct
Zambiasaurus	extinct
