,occurrence_no,locality,county_original,state,cc,notes
40,289332,Oklahoma,Kingfisher,Oklahoma,US,
41,289333,Oklahoma,Kingfisher,Oklahoma,US,
42,293508,Tatarstan,Apastovo,Tatarstan,RU,
43,293509,Tatarstan,Apastovo,Tatarstan,RU,
44,293591,Arkhangelsk,Kotlas,Arkhangelsk,RU,
45,293591,Arkhangelsk,Kotlas,Arkhangelsk,RU,
46,294213,Arkhangelsk,Kotlas,Arkhangelsk,RU,
47,295888,Texas,Archer,Texas,US,
48,295889,Texas,Archer,Texas,US,
49,295895,Texas,Archer,Texas,US,
50,295899,Texas,Archer,Texas,US,
51,295900,Texas,Archer,Texas,US,
52,295903,Texas,Archer,Texas,US,
53,295904,Texas,Archer,Texas,US,
54,295908,Texas,Archer,Texas,US,
55,295909,Texas,Archer,Texas,US,
56,295910,Texas,Archer,Texas,US,
57,295912,Texas,Archer,Texas,US,
58,295913,Texas,Archer,Texas,US,
59,295921,Texas,Wichita,Texas,US,
60,295922,Texas,Wichita,Texas,US,
61,295923,Texas,Wichita,Texas,US,
62,295927,Texas,Archer,Texas,US,
63,295935,Texas,Archer,Texas,US,
64,295936,Texas,Archer,Texas,US,
65,295941,Texas,Archer,Texas,US,
66,295946,Texas,Baylor,Texas,US,
67,295948,Texas,Baylor,Texas,US,
68,295954,Texas,Baylor,Texas,US,
69,295955,Texas,Baylor,Texas,US,
70,295956,Texas,Baylor,Texas,US,
71,295963,Texas,Archer,Texas,US,
72,295968,Texas,Archer,Texas,US,
73,295972,Texas,Archer,Texas,US,
74,295973,Texas,Archer,Texas,US,
75,295976,Texas,Baylor,Texas,US,
76,295977,Texas,Baylor,Texas,US,
77,295978,Texas,Baylor,Texas,US,
78,295981,Texas,Wichita,Texas,US,
79,295982,Texas,Wichita,Texas,US,
80,295983,Texas,Wichita,Texas,US,
81,295984,Texas,Archer,Texas,US,
82,295985,Texas,,Texas,US,
83,295986,Texas,,Texas,US,
84,295991,Texas,Baylor,Texas,US,
85,295992,Texas,Baylor,Texas,US,
86,295994,Texas,Baylor,Texas,US,
87,296001,Texas,Baylor,Texas,US,
88,296002,Texas,Baylor,Texas,US,
89,296003,Texas,Baylor,Texas,US,
90,296004,Texas,Baylor,Texas,US,
91,296009,Texas,Baylor/Wilbarger,Texas,US,
92,296013,Texas,Baylor,Texas,US,
93,296014,Texas,Baylor,Texas,US,
94,296020,Texas,Baylor,Texas,US,
95,296022,Texas,Baylor,Texas,US,
96,296023,Texas,Baylor,Texas,US,
97,296046,Texas,Baylor/Willbarger,Texas,US,
98,296047,Texas,Baylor/Willbarger,Texas,US,
99,296048,Texas,Baylor/Willbarger,Texas,US,
100,296049,Texas,Baylor/Willbarger,Texas,US,
101,296050,Texas,Baylor/Willbarger,Texas,US,
102,296051,Texas,Baylor/Willbarger,Texas,US,
103,296066,Texas,Baylor,Texas,US,
104,296067,Texas,Baylor,Texas,US,
105,296068,Texas,Baylor,Texas,US,
106,296069,Texas,Baylor,Texas,US,
107,296070,Texas,Baylor,Texas,US,
108,296075,Texas,Baylor,Texas,US,
109,296076,Texas,Baylor,Texas,US,
110,296094,Texas,Baylor,Texas,US,
111,296095,Texas,Baylor,Texas,US,
112,296096,Texas,Baylor,Texas,US,
113,296098,Texas,Baylor,Texas,US,
114,296110,Texas,Baylor,Texas,US,
115,296118,Texas,Baylor,Texas,US,
116,296119,Texas,Baylor,Texas,US,
117,296123,Texas,Baylor,Texas,US,
118,296130,Texas,Wilbarger,Texas,US,
119,296131,Texas,Wilbarger,Texas,US,
120,296134,Texas,Baylor,Texas,US,
121,296137,Texas,Baylor,Texas,US,
122,296145,Texas,Archer,Texas,US,
123,299696,Orenburg,Sol'-Iletsk,Orenburg,RU,
124,299717,Tatarstan,Tetyushi,Tatarstan,RU,
125,299718,Tatarstan,Tetyushi,Tatarstan,RU,
126,338260,Western Cape,Beaufort West,Western Cape,ZA,
127,343884,North Carolina,Durham,North Carolina,US,
128,346292,Texas,Archer,Texas,US,
129,346293,Texas,Archer,Texas,US,
130,366211,Marrakech,,Marrakech,MA,
131,366211,Marrakech,,Marrakech,MA,
132,366442,San Juan,,San Juan,AR,
133,366442,San Juan,,San Juan,AR,
134,366442,San Juan,,San Juan,AR,
135,366442,San Juan,,San Juan,AR,
136,366442,San Juan,,San Juan,AR,
137,367509,Texas,Baylor,Texas,US,
138,367510,New Mexico,Rio Arriba,New Mexico,US,
139,367591,New Mexico,Rio Arriba,New Mexico,US,
140,367591,New Mexico,Rio Arriba,New Mexico,US,
141,367591,New Mexico,Rio Arriba,New Mexico,US,
142,367591,New Mexico,Rio Arriba,New Mexico,US,
143,367591,New Mexico,Rio Arriba,New Mexico,US,
144,367591,New Mexico,Rio Arriba,New Mexico,US,
145,367591,New Mexico,Rio Arriba,New Mexico,US,
146,367591,New Mexico,Rio Arriba,New Mexico,US,
147,367591,New Mexico,Rio Arriba,New Mexico,US,
148,368038,KwaZulu-Natal,Bergville,KwaZulu-Natal,ZA,
149,368040,KwaZulu-Natal,Bergville,KwaZulu-Natal,ZA,
150,368042,KwaZulu-Natal,Bergville,KwaZulu-Natal,ZA,
151,380706,Lorraine,Meuthe-et-Moselle,Lorraine,FR,
152,382160,Rio Grande do Sul,,Rio Grande do Sul,BR,
153,382161,Rio Grande do Sul,,Rio Grande do Sul,BR,
154,387718,Western Cape,Beaufort West,Western Cape,ZA,
155,387719,Western Cape,Beaufort West,Western Cape,ZA,
156,395922,Ruvuma,Songea,Ruvuma,TZ,
157,395948,Ruvuma,Songea,Ruvuma,TZ,
158,406850,Virginia,Chesterfield,Virginia,US,
159,406853,Virginia,Chesterfield,Virginia,US,
160,406862,Arizona,Apache,Arizona,US,
161,463420,Sachsen-Anhalt,,Sachsen-Anhalt,DE,
162,468649,North Carolina,Chatham,North Carolina,US,
163,474118,San Juan,,San Juan,AR,
164,483886,Texas,Crosby,Texas,US,
165,486190,Rio Grande do Sul,,Rio Grande do Sul,BR,
166,486191,Rio Grande do Sul,,Rio Grande do Sul,BR,
167,487397,Prince Edward Island,,Prince Edward Island,CA,
168,490771,Lorraine,Meuthe-et-Moselle,Lorraine,FR,
169,504264,Schaffhausen,,Schaffhausen,CH,
170,504265,Schaffhausen,,Schaffhausen,CH,
171,504267,Schaffhausen,,Schaffhausen,CH,
172,504268,Schaffhausen,,Schaffhausen,CH,
173,504269,Schaffhausen,,Schaffhausen,CH,
174,504270,Schaffhausen,,Schaffhausen,CH,
175,504272,Schaffhausen,,Schaffhausen,CH,
176,504273,Schaffhausen,,Schaffhausen,CH,
177,504274,Schaffhausen,,Schaffhausen,CH,
178,504275,Schaffhausen,,Schaffhausen,CH,
179,517589,Arizona,Apache,Arizona,US,
180,518728,San Juan,Valle Fertil,San Juan,AR,
181,518728,San Juan,Valle Fertil,San Juan,AR,
182,518728,San Juan,Valle Fertil,San Juan,AR,
183,534102,Colorado,Mesa,Colorado,US,
184,536061,Rio Grande do Sul,,Rio Grande do Sul,BR,
185,538743,Luxemburg,,Diekirch,LU,
186,538744,Luxemburg,,Diekirch,LU,
187,538745,Luxemburg,,Diekirch,LU,
188,539479,Rio Grande do Sul,,Rio Grande do Sul,BR,
189,562011,Marrakech,,Marrakech,MA,
190,562012,Marrakech,,Marrakech,MA,
191,562013,Marrakech,,Marrakech,MA,
192,573790,La Rioja,,La Rioja,AR,
193,573791,La Rioja,,La Rioja,AR,
194,573796,La Rioja,,La Rioja,AR,
195,573797,La Rioja,,La Rioja,AR,
196,573798,La Rioja,,La Rioja,AR,
197,573799,La Rioja,,La Rioja,AR,
198,575713,Franche-Comte,,Franche-Comte,FR,
199,628181,Texas,Taylor,Texas,US,
200,629484,Oklahoma,Comanche,Oklahoma,US,
201,629485,Oklahoma,Comanche,Oklahoma,US,
202,629486,Oklahoma,Comanche,Oklahoma,US,
203,629486,Oklahoma,Comanche,Oklahoma,US,
204,629486,Oklahoma,Comanche,Oklahoma,US,
205,630031,Luxemburg,,,LU,
206,630032,Luxemburg,,,LU,
207,630033,Luxemburg,,,LU,
208,630034,Luxemburg,,,LU,
209,630036,Luxemburg,,,LU,
210,631448,Oklahoma,Tillman,Oklahoma,US,
211,631449,Oklahoma,Tillman,Oklahoma,US,
212,633270,Texas,Taylor,Texas,US,
213,639660,Belgium,,Gaume,BE,
214,645111,Eastern Cape,,Eastern Cape,ZA,
215,665544,Texas,Baylor,Texas,US,
216,668171,Rio Grande do Sul,,Rio Grande do Sul,BR,
217,668534,Rio Grande do Sul,,Rio Grande do Sul,BR,
218,668696,Rio Grande do Sul,,Rio Grande do Sul,BR,
219,668717,Rio Grande do Sul,,Rio Grande do Sul,BR,
220,690415,Lorraine,Meuthe-et-Moselle,Lorraine,FR,
221,702798,Eastern Cape,Janesville,Eastern Cape,ZA,
222,702799,Eastern Cape,,Eastern Cape,ZA,
223,702800,Eastern Cape,Prince Albert,Eastern Cape,ZA,
224,741856,Rio Grande do Sul,,Rio Grande do Sul,BR,
225,748675,Texas,Knox,Texas,US,
226,752530,Texas,Archer,Texas,US,
227,752568,Texas,Foard,Texas,US,
228,752569,Aveyron,,Aveyron,FR,
229,752575,Oklahoma,Logan,Oklahoma,US,
230,753219,Texas,Knox,Texas,US,
231,753220,Texas,Knox,Texas,US,
232,753220,Texas,Knox,Texas,US,
233,753583,Arkhangelsk,,Arkhangelsk,RU,
234,753583,Arkhangelsk,,Arkhangelsk,RU,
235,753583,Arkhangelsk,,Arkhangelsk,RU,
236,753583,Arkhangelsk,,Arkhangelsk,RU,
237,753583,Arkhangelsk,,Arkhangelsk,RU,
238,753600,Bashkortostan,Bizhbulyak,Bashkortostan,RU,
239,753620,Texas,Baylor,Texas,US,
240,753711,Illinois,Vermilion,Illinois,US,
241,753718,Burgundy,,Burgundy,FR,
242,753746,Ohio,Monroe,Ohio,US,
243,753759,Texas,Clay,Texas,US,
244,753788,Kansas,Cowley,Kansas,US,
245,754185,New Mexico,Rio Arriba,New Mexico,US,
246,754217,Silesia,"Kodzko (Glatz, Kladsko)",Silesia,PL,
247,754240,Burgundy,Saone-et-Loire,Burgundy,FR,
248,754405,England,Warwickshire,England,UK,
249,754406,Kansas,Anderson,Kansas,US,
250,754935,New Mexico,Rio Arriba,New Mexico,US,
251,755453,Ohio,Monroe,Ohio,US,
252,755725,Texas,Knox,Texas,US,
253,758320,Illinois,Jasper,Illinois,US,
254,778597,New Mexico,Quay,New Mexico,US,
255,778929,New Mexico,Guadalupe,New Mexico,US,
256,779001,New Mexico,Quay,New Mexico,US,
257,780852,Lesotho,,,LS,
258,780926,Lesotho,,Mohale's Hoek,LS,
259,782163,Arizona,Navajo,Arizona,US,
260,786380,Hesse,Waldeck-Frankenberg,Hesse,DE,
261,786799,Oklahoma,Logan,Oklahoma,US,
262,787182,New Mexico,Rio Arriba,New Mexico,US,
263,787182,New Mexico,Rio Arriba,New Mexico,US,
264,787182,New Mexico,Rio Arriba,New Mexico,US,
265,787182,New Mexico,Rio Arriba,New Mexico,US,
266,787183,New Mexico,Rio Arriba,New Mexico,US,
267,787183,New Mexico,Rio Arriba,New Mexico,US,
268,787183,New Mexico,Rio Arriba,New Mexico,US,
269,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
270,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
271,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
272,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
273,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
274,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
275,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
276,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
277,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
278,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
279,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
280,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
281,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
282,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
283,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
284,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
285,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
286,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
287,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
288,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
289,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
290,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
291,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
292,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
293,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
294,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
295,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
296,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
297,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
298,787279,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
299,787280,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
300,787280,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
301,787280,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
302,787280,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
303,787280,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
304,787280,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
305,787281,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
306,787282,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
307,787283,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
308,787284,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
309,787284,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
310,787284,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
311,787284,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
312,787285,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
313,787285,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
314,787285,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
315,787285,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
316,787285,Andhra Pradesh,Adilabad,Andhra Pradesh,IN,
317,787465,Oklahoma,Noble,Oklahoma,US,
318,787466,Oklahoma,Noble,Oklahoma,US,
319,787529,Oklahoma,Noble,Oklahoma,US,
320,787530,Oklahoma,Noble,Oklahoma,US,
321,787564,Oklahoma,Kay,Oklahoma,US,
322,787565,Oklahoma,Kay,Oklahoma,US,
323,787993,Texas,Baylor,Texas,US,
324,787993,Texas,Baylor,Texas,US,
325,788180,Texas,Knox,Texas,US,
326,788180,Texas,Knox,Texas,US,
327,788180,Texas,Knox,Texas,US,
328,788180,Texas,Knox,Texas,US,
329,788180,Texas,Knox,Texas,US,
330,788180,Texas,Knox,Texas,US,
331,788180,Texas,Knox,Texas,US,
332,788180,Texas,Knox,Texas,US,
333,788180,Texas,Knox,Texas,US,
334,788180,Texas,Knox,Texas,US,
335,788180,Texas,Knox,Texas,US,
336,788180,Texas,Knox,Texas,US,
337,788180,Texas,Knox,Texas,US,
338,788180,Texas,Knox,Texas,US,
339,788180,Texas,Knox,Texas,US,
340,788182,Texas,Knox,Texas,US,
341,788182,Texas,Knox,Texas,US,
342,788184,Texas,Knox,Texas,US,
343,788184,Texas,Knox,Texas,US,
344,788185,Texas,Knox,Texas,US,
345,788187,Texas,Knox,Texas,US,
346,788190,Texas,Knox,Texas,US,
347,788190,Texas,Knox,Texas,US,
348,788191,Texas,Knox,Texas,US,
349,788192,Texas,Knox,Texas,US,
350,788192,Texas,Knox,Texas,US,
351,788195,Texas,Knox,Texas,US,
352,788196,Texas,Hardeman,Texas,US,
353,788196,Texas,Hardeman,Texas,US,
354,788196,Texas,Hardeman,Texas,US,
355,788196,Texas,Hardeman,Texas,US,
356,788197,Texas,Knox,Texas,US,
357,788198,Texas,Knox,Texas,US,
358,788199,Texas,Knox,Texas,US,
359,788199,Texas,Knox,Texas,US,
360,788199,Texas,Knox,Texas,US,
361,788199,Texas,Knox,Texas,US,
362,788201,New Mexico,Rio Arriba,New Mexico,US,
363,788202,New Mexico,Rio Arriba,New Mexico,US,
364,788203,New Mexico,Rio Arriba,New Mexico,US,
365,788207,New Mexico,Rio Arriba,New Mexico,US,
366,788212,Texas,Knox,Texas,US,
367,788489,Texas,Archer,Texas,US,
368,788507,Texas,Knox,Texas,US,
369,788508,Texas,Knox,Texas,US,
370,788509,Texas,Knox,Texas,US,
371,788509,Texas,Knox,Texas,US,
372,788509,Texas,Knox,Texas,US,
373,788511,Thuringia,Gotha,Thuringia,DE,
374,788517,Texas,Knox,Texas,US,
375,788517,Texas,Knox,Texas,US,
376,788518,Texas,Knox,Texas,US,
377,788519,Texas,Knox,Texas,US,
378,788527,Texas,Hardeman,Texas,US,
379,788527,Texas,Hardeman,Texas,US,
380,788527,Texas,Hardeman,Texas,US,
381,788965,Texas,Knox,Texas,US,
382,788965,Texas,Knox,Texas,US,
383,788965,Texas,Knox,Texas,US,
384,788966,Texas,Knox,Texas,US,
385,788969,Texas,Hardeman,Texas,US,
386,789057,Texas,Baylor,Texas,US,
387,789058,Texas,Baylor,Texas,US,
388,789065,Texas,Baylor,Texas,US,
389,789066,Texas,Baylor,Texas,US,
390,789070,Texas,Baylor,Texas,US,
391,789071,Texas,Baylor,Texas,US,
392,789379,New Mexico,Rio Arriba,New Mexico,US,
393,789382,New Mexico,Rio Arriba,New Mexico,US,
394,789382,New Mexico,Rio Arriba,New Mexico,US,
395,789399,Texas,Baylor,Texas,US,
396,789657,Gansu,,Gansu,CN,
397,789658,Gansu,,Gansu,CN,
398,789658,Gansu,,Gansu,CN,
399,789658,Gansu,,Gansu,CN,
400,789658,Gansu,,Gansu,CN,
401,789659,Gansu,,Gansu,CN,
402,789659,Gansu,,Gansu,CN,
403,789659,Gansu,,Gansu,CN,
404,789745,Texas,Baylor,Texas,US,
405,789745,Texas,Baylor,Texas,US,
406,789757,Texas,Baylor,Texas,US,
407,789774,Bashkortostan,,Bashkortostan,RU,
408,789818,Illinois,Vermilion,Illinois,US,
409,789819,Illinois,Vermilion,Illinois,US,
410,789820,Illinois,Vermilion,Illinois,US,
411,789843,Texas,Baylor/Willbarger,Texas,US,
412,789844,Arkhangelsk,Leshukonskoe,Arkhangelsk,RU,
413,789940,Kansas,Anderson,Kansas,US,
414,789940,Kansas,Anderson,Kansas,US,
415,789940,Kansas,Anderson,Kansas,US,
416,789940,Kansas,Anderson,Kansas,US,
417,789940,Kansas,Anderson,Kansas,US,
418,789942,Kansas,Anderson,Kansas,US,
419,789971,Texas,Archer,Texas,US,
420,789971,Texas,Archer,Texas,US,
421,789976,Saxony,Weisseritzkreis,Saxony,DE,
422,789977,Saxony,Weisseritzkreis,Saxony,DE,
423,789977,Saxony,Weisseritzkreis,Saxony,DE,
424,789977,Saxony,Weisseritzkreis,Saxony,DE,
425,789977,Saxony,Weisseritzkreis,Saxony,DE,
426,789977,Saxony,Weisseritzkreis,Saxony,DE,
427,789977,Saxony,Weisseritzkreis,Saxony,DE,
428,789978,Colorado,San Miguel,Colorado,US,
429,789980,Colorado,San Miguel,Colorado,US,
430,789983,Colorado,San Miguel,Colorado,US,
431,789990,Colorado,San Miguel,Colorado,US,
432,789992,Colorado,San Miguel,Colorado,US,
433,790151,Northern Cape,Victoria West (Ubuntu),Northern Cape,ZA,
434,790154,Kansas,Greenwood,Kansas,US,
435,790217,Orenburg,,Orenburg,RU,
436,790218,Orenburg,,Orenburg,RU,
437,790298,Texas,Archer,Texas,US,
438,790357,Texas,Knox,Texas,US,
439,790361,Texas,Knox,Texas,US,
440,790374,Texas,Knox,Texas,US,
441,790380,Texas,Knox,Texas,US,
442,790382,Texas,Knox,Texas,US,
443,790397,Rio Negro,,Rio Negro,AR,
444,790398,Rio Negro,,Rio Negro,AR,
445,790399,Rio Negro,,Rio Negro,AR,
446,790400,Rio Negro,,Rio Negro,AR,
447,790402,Rio Negro,,Rio Negro,AR,
448,790494,Oklahoma,Noble,Oklahoma,US,
449,790495,Oklahoma,Noble,Oklahoma,US,
450,790502,Texas,Archer,Texas,US,
451,790503,Texas,Wichita,Texas,US,
452,790517,New Mexico,Rio Arriba,New Mexico,US,
453,790518,Illinois,Vermilion,Illinois,US,
454,790519,Illinois,Vermilion,Illinois,US,
455,790521,Texas,Baylor/Willbarger,Texas,US,
456,790523,New Mexico,Sandoval,New Mexico,US,
457,790524,New Mexico,Sandoval,New Mexico,US,
458,790527,New Mexico,Rio Arriba,New Mexico,US,
459,790528,Texas,Baylor,Texas,US,
460,790529,Texas,Archer,Texas,US,
461,790531,Texas,Baylor,Texas,US,
462,790532,Texas,Archer,Texas,US,
463,790533,Texas,Archer,Texas,US,
464,790535,Texas,Wichita,Texas,US,
465,790998,Texas,Archer,Texas,US,
466,790999,Texas,Archer,Texas,US,
467,791000,Texas,Archer,Texas,US,
468,791002,Orenburg,Novosergievka,Orenburg,RU,
469,791004,Tatarstan,Tetyushi,Tatarstan,RU,
470,791557,Czechia,Pilsen-North,Pilsen,CZ,
471,791558,Ohio,Jefferson,Ohio,US,
472,791558,Ohio,Jefferson,Ohio,US,
473,791563,Texas,Archer,Texas,US,
474,791563,Texas,Archer,Texas,US,
475,791564,Texas,Archer,Texas,US,
476,791565,Texas,Archer,Texas,US,
477,791566,Texas,Archer,Texas,US,
478,791567,Texas,Archer,Texas,US,
479,791568,Texas,Baylor,Texas,US,
480,791569,Texas,Wichita,Texas,US,
481,791570,Texas,Archer,Texas,US,
482,791571,Texas,Archer,Texas,US,
483,791574,Texas,Archer,Texas,US,
484,791586,Texas,Baylor,Texas,US,
485,791587,Texas,Archer,Texas,US,
486,791588,Oklahoma,Cotton,Oklahoma,US,
487,791755,Tatarstan,Apastovo,Tatarstan,RU,
488,792651,Bashkortostan,Sterlibashevo,Bashkortostan,RU,
489,794392,Texas,Knox,Texas,US,
490,794392,Texas,Knox,Texas,US,
491,794730,Eastern Cape,Camdeboo,Eastern Cape,ZA,
492,794749,Northern Cape,Victoria West (Ubuntu),Northern Cape,ZA,
493,794750,Western Cape,Beaufort West,Western Cape,ZA,
494,794751,Western Cape,Beaufort West,Western Cape,ZA,
495,794751,Western Cape,Beaufort West,Western Cape,ZA,
496,794751,Western Cape,Beaufort West,Western Cape,ZA,
497,794751,Western Cape,Beaufort West,Western Cape,ZA,
498,794751,Western Cape,Beaufort West,Western Cape,ZA,
499,794751,Western Cape,Beaufort West,Western Cape,ZA,
500,794751,Western Cape,Beaufort West,Western Cape,ZA,
501,794751,Western Cape,Beaufort West,Western Cape,ZA,
502,794751,Western Cape,Beaufort West,Western Cape,ZA,
503,794751,Western Cape,Beaufort West,Western Cape,ZA,
504,794751,Western Cape,Beaufort West,Western Cape,ZA,
505,794751,Western Cape,Beaufort West,Western Cape,ZA,
506,794751,Western Cape,Beaufort West,Western Cape,ZA,
507,794751,Western Cape,Beaufort West,Western Cape,ZA,
508,794751,Western Cape,Beaufort West,Western Cape,ZA,
509,794752,Western Cape,Beaufort West,Western Cape,ZA,
510,794754,Western Cape,Beaufort West,Western Cape,ZA,
511,794756,Western Cape,Beaufort West,Western Cape,ZA,
512,794757,Western Cape,Beaufort West,Western Cape,ZA,
513,794757,Western Cape,Beaufort West,Western Cape,ZA,
514,794758,Western Cape,Beaufort West,Western Cape,ZA,
515,794773,Western Cape,Beaufort West,Western Cape,ZA,
516,794773,Western Cape,Beaufort West,Western Cape,ZA,
517,794773,Western Cape,Beaufort West,Western Cape,ZA,
518,794773,Western Cape,Beaufort West,Western Cape,ZA,
519,794775,Western Cape,Beaufort West,Western Cape,ZA,
520,794776,Western Cape,Beaufort West,Western Cape,ZA,
521,794780,Western Cape,Beaufort West,Western Cape,ZA,
522,794781,Western Cape,Beaufort West,Western Cape,ZA,
523,794789,Western Cape,Beaufort West,Western Cape,ZA,
524,794789,Western Cape,Beaufort West,Western Cape,ZA,
525,794789,Western Cape,Beaufort West,Western Cape,ZA,
526,794789,Western Cape,Beaufort West,Western Cape,ZA,
527,794791,Western Cape,Beaufort West,Western Cape,ZA,
528,794793,Western Cape,Beaufort West,Western Cape,ZA,
529,794794,Western Cape,Beaufort West,Western Cape,ZA,
530,794795,Western Cape,Beaufort West,Western Cape,ZA,
531,794881,Western Cape,Beaufort West,Western Cape,ZA,
532,794881,Western Cape,Beaufort West,Western Cape,ZA,
533,794881,Western Cape,Beaufort West,Western Cape,ZA,
534,794881,Western Cape,Beaufort West,Western Cape,ZA,
535,794881,Western Cape,Beaufort West,Western Cape,ZA,
536,794881,Western Cape,Beaufort West,Western Cape,ZA,
537,794881,Western Cape,Beaufort West,Western Cape,ZA,
538,794881,Western Cape,Beaufort West,Western Cape,ZA,
539,794881,Western Cape,Beaufort West,Western Cape,ZA,
540,794881,Western Cape,Beaufort West,Western Cape,ZA,
541,794881,Western Cape,Beaufort West,Western Cape,ZA,
542,794881,Western Cape,Beaufort West,Western Cape,ZA,
543,794881,Western Cape,Beaufort West,Western Cape,ZA,
544,794881,Western Cape,Beaufort West,Western Cape,ZA,
545,794881,Western Cape,Beaufort West,Western Cape,ZA,
546,794883,Western Cape,Beaufort West,Western Cape,ZA,
547,794884,Western Cape,Beaufort West,Western Cape,ZA,
548,794884,Western Cape,Beaufort West,Western Cape,ZA,
549,794884,Western Cape,Beaufort West,Western Cape,ZA,
550,794884,Western Cape,Beaufort West,Western Cape,ZA,
551,794884,Western Cape,Beaufort West,Western Cape,ZA,
