,id,genus,county,state,occurrence_no
258,4152,Chindesaurus,Apache,Arizona,484986
259,4153,Chindesaurus,Apache,Arizona,484986
274,4136,Plateosaurus,,Baden-WÃ¼rttemberg,486407
275,4137,Plateosaurus,,Baden-WÃ¼rttemberg,486407
277,4110,Plateosaurus,,Sachsen-Anhalt,486411
278,4111,Plateosaurus,,Sachsen-Anhalt,486411
279,4112,Plateosaurus,,Sachsen-Anhalt,486411
280,4113,Plateosaurus,,Sachsen-Anhalt,486411
281,4114,Plateosaurus,,Sachsen-Anhalt,486411
282,4115,Plateosaurus,,Sachsen-Anhalt,486411
283,4116,Plateosaurus,,Sachsen-Anhalt,486411
284,4117,Plateosaurus,,Sachsen-Anhalt,486411
285,4118,Plateosaurus,,Sachsen-Anhalt,486411
286,4119,Plateosaurus,,Sachsen-Anhalt,486411
287,4120,Plateosaurus,,Sachsen-Anhalt,486411
288,4121,Plateosaurus,,Sachsen-Anhalt,486411
289,4122,Plateosaurus,,Sachsen-Anhalt,486411
290,4123,Plateosaurus,,Sachsen-Anhalt,486411
291,4124,Plateosaurus,,Sachsen-Anhalt,486411
292,4125,Plateosaurus,,Sachsen-Anhalt,486411
293,4126,Plateosaurus,,Sachsen-Anhalt,486411
294,4127,Plateosaurus,,Sachsen-Anhalt,486411
295,4128,Plateosaurus,,Sachsen-Anhalt,486411
296,4129,Plateosaurus,,Sachsen-Anhalt,486411
297,4130,Plateosaurus,,Sachsen-Anhalt,486411
298,4131,Plateosaurus,,Sachsen-Anhalt,486411
299,4132,Plateosaurus,,Sachsen-Anhalt,486411
300,4133,Plateosaurus,,Sachsen-Anhalt,486411
301,4134,Plateosaurus,,Sachsen-Anhalt,486411
302,4108,Ruehleia,,Thuringia,486412
303,4109,Ruehleia,,Thuringia,486412
304,4106,Liliensternus,,Thuringia,486413
305,4107,Liliensternus,,Thuringia,486413
355,4046,Thecodontosaurus,,England,513479
356,4047,Thecodontosaurus,,England,513479
357,4048,Thecodontosaurus,,England,513479
358,4049,Thecodontosaurus,,England,513479
359,4050,Thecodontosaurus,,England,513479
360,4051,Thecodontosaurus,,England,513479
361,4052,Thecodontosaurus,,England,513479
362,4053,Thecodontosaurus,,England,513479
363,4054,Thecodontosaurus,,England,513479
364,4055,Thecodontosaurus,,England,513479
365,4056,Thecodontosaurus,,England,513479
389,4021,Herrerasaurus,Valle FertÃ­l,San Juan,518725
390,4022,Herrerasaurus,Valle FertÃ­l,San Juan,518725
427,3979,Revueltosaurus,,Arizona,521669
428,3980,Revueltosaurus,,Arizona,521669
429,3981,Revueltosaurus,,Arizona,521669
430,3982,Revueltosaurus,,Arizona,521669
431,3983,Revueltosaurus,,Arizona,521669
432,3984,Revueltosaurus,,Arizona,521669
434,3975,Vancleavea,Rio Arriba,New Mexico,521673
435,3976,Vancleavea,Rio Arriba,New Mexico,521673
436,3977,Vancleavea,Rio Arriba,New Mexico,521673
438,3972,Hesperosuchus,Rio Arriba,New Mexico,521679
439,3973,Hesperosuchus,Rio Arriba,New Mexico,521679
464,3942,Asylosaurus,,England,534770
465,3943,Asylosaurus,,England,534770
466,3944,Asylosaurus,,England,534770
467,3945,Asylosaurus,,England,534770
468,3946,Asylosaurus,,England,534770
469,3947,Asylosaurus,,England,534770
473,3922,Anomoepus,Hampden,Massachusetts,534782
474,3923,Anomoepus,Hampden,Massachusetts,534782
475,3924,Anomoepus,Hampden,Massachusetts,534782
476,3925,Anomoepus,Hampden,Massachusetts,534782
477,3926,Anomoepus,Hampden,Massachusetts,534782
478,3927,Anomoepus,Hampden,Massachusetts,534782
479,3928,Anomoepus,Hampden,Massachusetts,534782
480,3929,Anomoepus,Hampden,Massachusetts,534782
481,3930,Anomoepus,Hampden,Massachusetts,534782
482,3931,Anomoepus,Hampden,Massachusetts,534782
483,3932,Anomoepus,Hampden,Massachusetts,534782
484,3933,Anomoepus,Hampden,Massachusetts,534782
485,3934,Anomoepus,Hampden,Massachusetts,534782
486,3935,Anomoepus,Hampden,Massachusetts,534782
487,3936,Anomoepus,Hampden,Massachusetts,534782
488,3937,Anomoepus,Hampden,Massachusetts,534782
489,3938,Anomoepus,Hampden,Massachusetts,534782
506,3904,Guaibasaurus,Faxinal do Soturno County,Rio Grande do Sul,536068
507,3905,Guaibasaurus,Faxinal do Soturno County,Rio Grande do Sul,536068
525,3880,Kholumolumo,,Mohale's Hoek,538678
526,3881,Kholumolumo,,Mohale's Hoek,538678
527,3882,Kholumolumo,,Mohale's Hoek,538678
528,3883,Kholumolumo,,Mohale's Hoek,538678
529,3884,Kholumolumo,,Mohale's Hoek,538678
530,3885,Kholumolumo,,Mohale's Hoek,538678
531,3886,Kholumolumo,,Mohale's Hoek,538678
535,3867,Yimenosaurus,Yimen,Yunnan,539205
536,3868,Yimenosaurus,Yimen,Yunnan,539205
537,3869,Yimenosaurus,Yimen,Yunnan,539205
538,3870,Yimenosaurus,Yimen,Yunnan,539205
539,3871,Yimenosaurus,Yimen,Yunnan,539205
540,3872,Yimenosaurus,Yimen,Yunnan,539205
541,3873,Yimenosaurus,Yimen,Yunnan,539205
542,3874,Yimenosaurus,Yimen,Yunnan,539205
543,3875,Yimenosaurus,Yimen,Yunnan,539205
544,3876,Yimenosaurus,Yimen,Yunnan,539205
545,3864,Lessemsaurus,Independencia,La Rioja,539206
546,3865,Lessemsaurus,Independencia,La Rioja,539206
547,3866,Lessemsaurus,Independencia,La Rioja,539206
555,3855,Apatopus,Garfield,Utah,545091
556,3856,Apatopus,Garfield,Utah,545091
570,3839,Typothorax,Apache,Arizona,557172
571,3840,Typothorax,Apache,Arizona,557172
572,3841,Typothorax,Apache,Arizona,557172
576,3832,Coelophysis,Apache,Arizona,557177
577,3833,Coelophysis,Apache,Arizona,557177
578,3834,Coelophysis,Apache,Arizona,557177
579,3835,Coelophysis,Apache,Arizona,557177
592,3816,Effigia,Rio Arriba,New Mexico,560165
593,3817,Effigia,Rio Arriba,New Mexico,560165
594,3818,Effigia,Rio Arriba,New Mexico,560165
595,3819,Effigia,Rio Arriba,New Mexico,560165
603,3806,Protoavis,Garza,Texas,562836
604,3807,Protoavis,Garza,Texas,562836
605,3808,Protoavis,Garza,Texas,562836
612,3798,Tetrasauropus,,Mendoza,568152
613,3799,Tetrasauropus,,Mendoza,568152
654,3747,Machaeroprosopus,Rio Arriba,New Mexico,590150
655,3748,Machaeroprosopus,Rio Arriba,New Mexico,590150
656,3749,Machaeroprosopus,Rio Arriba,New Mexico,590150
657,3750,Machaeroprosopus,Rio Arriba,New Mexico,590150
658,3751,Machaeroprosopus,Rio Arriba,New Mexico,590150
659,3752,Machaeroprosopus,Rio Arriba,New Mexico,590150
660,3753,Machaeroprosopus,Rio Arriba,New Mexico,590150
661,3754,Machaeroprosopus,Rio Arriba,New Mexico,590150
662,3755,Machaeroprosopus,Rio Arriba,New Mexico,590150
663,3756,Machaeroprosopus,Rio Arriba,New Mexico,590150
664,3757,Machaeroprosopus,Rio Arriba,New Mexico,590150
695,3692,Opisthodontosaurus,Comanche,Oklahoma,629473
696,3693,Opisthodontosaurus,Comanche,Oklahoma,629473
697,3694,Opisthodontosaurus,Comanche,Oklahoma,629473
698,3695,Opisthodontosaurus,Comanche,Oklahoma,629473
699,3696,Opisthodontosaurus,Comanche,Oklahoma,629473
700,3697,Opisthodontosaurus,Comanche,Oklahoma,629473
701,3698,Opisthodontosaurus,Comanche,Oklahoma,629473
702,3699,Opisthodontosaurus,Comanche,Oklahoma,629473
703,3700,Opisthodontosaurus,Comanche,Oklahoma,629473
704,3701,Opisthodontosaurus,Comanche,Oklahoma,629473
705,3702,Opisthodontosaurus,Comanche,Oklahoma,629473
706,3703,Opisthodontosaurus,Comanche,Oklahoma,629473
707,3704,Opisthodontosaurus,Comanche,Oklahoma,629473
708,3705,Opisthodontosaurus,Comanche,Oklahoma,629473
709,3706,Opisthodontosaurus,Comanche,Oklahoma,629473
710,3707,Opisthodontosaurus,Comanche,Oklahoma,629473
711,3708,Opisthodontosaurus,Comanche,Oklahoma,629473
712,3709,Opisthodontosaurus,Comanche,Oklahoma,629473
713,3710,Opisthodontosaurus,Comanche,Oklahoma,629473
714,3711,Opisthodontosaurus,Comanche,Oklahoma,629473
715,3712,Opisthodontosaurus,Comanche,Oklahoma,629473
716,3713,Opisthodontosaurus,Comanche,Oklahoma,629473
717,3714,Opisthodontosaurus,Comanche,Oklahoma,629473
718,3715,Opisthodontosaurus,Comanche,Oklahoma,629473
719,3716,Opisthodontosaurus,Comanche,Oklahoma,629473
720,3689,Colobomycter,Comanche,Oklahoma,629476
721,3690,Colobomycter,Comanche,Oklahoma,629476
722,3691,Colobomycter,Comanche,Oklahoma,629476
723,3598,Captorhinus,Comanche,Oklahoma,629477
724,3599,Captorhinus,Comanche,Oklahoma,629477
725,3600,Captorhinus,Comanche,Oklahoma,629477
726,3601,Captorhinus,Comanche,Oklahoma,629477
727,3602,Captorhinus,Comanche,Oklahoma,629477
728,3603,Captorhinus,Comanche,Oklahoma,629477
729,3604,Captorhinus,Comanche,Oklahoma,629477
730,3605,Captorhinus,Comanche,Oklahoma,629477
731,3606,Captorhinus,Comanche,Oklahoma,629477
732,3607,Captorhinus,Comanche,Oklahoma,629477
733,3608,Captorhinus,Comanche,Oklahoma,629477
734,3609,Captorhinus,Comanche,Oklahoma,629477
735,3610,Captorhinus,Comanche,Oklahoma,629477
736,3611,Captorhinus,Comanche,Oklahoma,629477
737,3612,Captorhinus,Comanche,Oklahoma,629477
738,3613,Captorhinus,Comanche,Oklahoma,629477
739,3614,Captorhinus,Comanche,Oklahoma,629477
740,3615,Captorhinus,Comanche,Oklahoma,629477
741,3616,Captorhinus,Comanche,Oklahoma,629477
742,3617,Captorhinus,Comanche,Oklahoma,629477
743,3618,Captorhinus,Comanche,Oklahoma,629477
744,3619,Captorhinus,Comanche,Oklahoma,629477
745,3620,Captorhinus,Comanche,Oklahoma,629477
746,3621,Captorhinus,Comanche,Oklahoma,629477
747,3622,Captorhinus,Comanche,Oklahoma,629477
748,3623,Captorhinus,Comanche,Oklahoma,629477
749,3624,Captorhinus,Comanche,Oklahoma,629477
750,3625,Captorhinus,Comanche,Oklahoma,629477
751,3626,Captorhinus,Comanche,Oklahoma,629477
752,3627,Captorhinus,Comanche,Oklahoma,629477
753,3628,Captorhinus,Comanche,Oklahoma,629477
754,3629,Captorhinus,Comanche,Oklahoma,629477
755,3630,Captorhinus,Comanche,Oklahoma,629477
756,3631,Captorhinus,Comanche,Oklahoma,629477
757,3632,Captorhinus,Comanche,Oklahoma,629477
758,3633,Captorhinus,Comanche,Oklahoma,629477
759,3634,Captorhinus,Comanche,Oklahoma,629477
760,3635,Captorhinus,Comanche,Oklahoma,629477
761,3636,Captorhinus,Comanche,Oklahoma,629477
762,3637,Captorhinus,Comanche,Oklahoma,629477
763,3638,Captorhinus,Comanche,Oklahoma,629477
764,3639,Captorhinus,Comanche,Oklahoma,629477
765,3640,Captorhinus,Comanche,Oklahoma,629477
766,3641,Captorhinus,Comanche,Oklahoma,629477
767,3642,Captorhinus,Comanche,Oklahoma,629477
768,3643,Captorhinus,Comanche,Oklahoma,629477
769,3644,Captorhinus,Comanche,Oklahoma,629477
770,3645,Captorhinus,Comanche,Oklahoma,629477
771,3646,Captorhinus,Comanche,Oklahoma,629477
772,3647,Captorhinus,Comanche,Oklahoma,629477
773,3648,Captorhinus,Comanche,Oklahoma,629477
774,3649,Captorhinus,Comanche,Oklahoma,629477
775,3650,Captorhinus,Comanche,Oklahoma,629477
776,3651,Captorhinus,Comanche,Oklahoma,629477
777,3652,Captorhinus,Comanche,Oklahoma,629477
778,3653,Captorhinus,Comanche,Oklahoma,629477
779,3654,Captorhinus,Comanche,Oklahoma,629477
780,3655,Captorhinus,Comanche,Oklahoma,629477
781,3656,Captorhinus,Comanche,Oklahoma,629477
782,3657,Captorhinus,Comanche,Oklahoma,629477
783,3658,Captorhinus,Comanche,Oklahoma,629477
784,3659,Captorhinus,Comanche,Oklahoma,629477
785,3660,Captorhinus,Comanche,Oklahoma,629477
786,3661,Captorhinus,Comanche,Oklahoma,629477
787,3662,Captorhinus,Comanche,Oklahoma,629477
788,3663,Captorhinus,Comanche,Oklahoma,629477
789,3664,Captorhinus,Comanche,Oklahoma,629477
790,3665,Captorhinus,Comanche,Oklahoma,629477
791,3666,Captorhinus,Comanche,Oklahoma,629477
792,3667,Captorhinus,Comanche,Oklahoma,629477
793,3668,Captorhinus,Comanche,Oklahoma,629477
794,3669,Captorhinus,Comanche,Oklahoma,629477
795,3670,Captorhinus,Comanche,Oklahoma,629477
796,3671,Captorhinus,Comanche,Oklahoma,629477
797,3672,Captorhinus,Comanche,Oklahoma,629477
798,3673,Captorhinus,Comanche,Oklahoma,629477
799,3674,Captorhinus,Comanche,Oklahoma,629477
800,3675,Captorhinus,Comanche,Oklahoma,629477
801,3676,Captorhinus,Comanche,Oklahoma,629477
802,3677,Captorhinus,Comanche,Oklahoma,629477
803,3678,Captorhinus,Comanche,Oklahoma,629477
804,3679,Captorhinus,Comanche,Oklahoma,629477
805,3680,Captorhinus,Comanche,Oklahoma,629477
806,3681,Captorhinus,Comanche,Oklahoma,629477
807,3682,Captorhinus,Comanche,Oklahoma,629477
808,3683,Captorhinus,Comanche,Oklahoma,629477
809,3684,Captorhinus,Comanche,Oklahoma,629477
810,3685,Captorhinus,Comanche,Oklahoma,629477
811,3686,Captorhinus,Comanche,Oklahoma,629477
812,3687,Captorhinus,Comanche,Oklahoma,629477
813,3688,Captorhinus,Comanche,Oklahoma,629477
839,3571,Parabrontopodus,,Trentino-Alto Adige,639028
840,3572,Parabrontopodus,,Trentino-Alto Adige,639028
841,3568,Anomoepus,,Trentino-Alto Adige,639035
842,3569,Anomoepus,,Trentino-Alto Adige,639035
843,3570,Anomoepus,,Trentino-Alto Adige,639035
845,3547,Kayentapus,Culpeper,Virginia,639674
846,3548,Kayentapus,Culpeper,Virginia,639674
847,3549,Kayentapus,Culpeper,Virginia,639674
848,3550,Kayentapus,Culpeper,Virginia,639674
849,3551,Kayentapus,Culpeper,Virginia,639674
850,3552,Kayentapus,Culpeper,Virginia,639674
851,3553,Kayentapus,Culpeper,Virginia,639674
852,3554,Kayentapus,Culpeper,Virginia,639674
853,3555,Kayentapus,Culpeper,Virginia,639674
854,3556,Kayentapus,Culpeper,Virginia,639674
855,3557,Kayentapus,Culpeper,Virginia,639674
856,3558,Kayentapus,Culpeper,Virginia,639674
857,3559,Kayentapus,Culpeper,Virginia,639674
858,3560,Kayentapus,Culpeper,Virginia,639674
859,3561,Kayentapus,Culpeper,Virginia,639674
860,3562,Kayentapus,Culpeper,Virginia,639674
861,3563,Kayentapus,Culpeper,Virginia,639674
862,3564,Kayentapus,Culpeper,Virginia,639674
863,3565,Kayentapus,Culpeper,Virginia,639674
864,3566,Kayentapus,Culpeper,Virginia,639674
867,3537,Brachychirotherium,Culpeper,Virginia,639679
868,3538,Brachychirotherium,Culpeper,Virginia,639679
869,3539,Brachychirotherium,Culpeper,Virginia,639679
870,3540,Brachychirotherium,Culpeper,Virginia,639679
871,3541,Brachychirotherium,Culpeper,Virginia,639679
872,3542,Brachychirotherium,Culpeper,Virginia,639679
873,3543,Brachychirotherium,Culpeper,Virginia,639679
874,3544,Brachychirotherium,Culpeper,Virginia,639679
875,3534,Grallator,Culpeper,Virginia,639680
876,3535,Grallator,Culpeper,Virginia,639680
877,3536,Grallator,Culpeper,Virginia,639680
880,3530,Grallator,Culpeper,Virginia,639683
881,3531,Grallator,Culpeper,Virginia,639683
882,3515,Gregaripus,Culpeper,Virginia,639684
883,3516,Gregaripus,Culpeper,Virginia,639684
884,3517,Gregaripus,Culpeper,Virginia,639684
885,3518,Gregaripus,Culpeper,Virginia,639684
886,3519,Gregaripus,Culpeper,Virginia,639684
887,3520,Gregaripus,Culpeper,Virginia,639684
888,3521,Gregaripus,Culpeper,Virginia,639684
889,3522,Gregaripus,Culpeper,Virginia,639684
890,3523,Gregaripus,Culpeper,Virginia,639684
891,3524,Gregaripus,Culpeper,Virginia,639684
892,3525,Gregaripus,Culpeper,Virginia,639684
893,3526,Gregaripus,Culpeper,Virginia,639684
894,3527,Gregaripus,Culpeper,Virginia,639684
895,3528,Gregaripus,Culpeper,Virginia,639684
896,3529,Gregaripus,Culpeper,Virginia,639684
897,3513,Doswellia,Hanover,Virginia,640054
898,3514,Doswellia,Hanover,Virginia,640054
902,3508,Doswellia,Hanover,Virginia,640084
903,3509,Doswellia,Hanover,Virginia,640084
907,3492,Eubrontes,,Graubunden,644890
908,3493,Eubrontes,,Graubunden,644890
909,3494,Eubrontes,,Graubunden,644890
910,3495,Eubrontes,,Graubunden,644890
911,3496,Eubrontes,,Graubunden,644890
912,3497,Eubrontes,,Graubunden,644890
913,3498,Eubrontes,,Graubunden,644890
914,3499,Eubrontes,,Graubunden,644890
915,3500,Eubrontes,,Graubunden,644890
916,3501,Eubrontes,,Graubunden,644890
917,3502,Eubrontes,,Graubunden,644890
918,3503,Eubrontes,,Graubunden,644890
919,3504,Eubrontes,,Graubunden,644890
957,3453,Chirotherium,,San Juan,693837
958,3454,Chirotherium,,San Juan,693837
989,3421,Captorhinikos,Cleveland,Oklahoma,739840
990,3422,Captorhinikos,Cleveland,Oklahoma,739840
1005,3403,Saurodektes,Kopanong,Free State,749261
1006,3404,Saurodektes,Kopanong,Free State,749261
1007,3405,Saurodektes,Kopanong,Free State,749261
1008,3406,Saurodektes,Kopanong,Free State,749261
1009,3395,Milleropsis,,Western Cape,749595
1010,3396,Milleropsis,,Western Cape,749595
1011,3397,Milleropsis,,Western Cape,749595
1012,3398,Milleropsis,,Western Cape,749595
1013,3399,Milleropsis,,Western Cape,749595
1014,3400,Milleropsis,,Western Cape,749595
1015,3401,Milleropsis,,Western Cape,749595
1016,3402,Milleropsis,,Western Cape,749595
1018,3391,Milleretta,Camdeboo,Eastern Cape,749933
1019,3392,Milleretta,Camdeboo,Eastern Cape,749933
1020,3393,Milleretta,Camdeboo,Eastern Cape,749933
1091,3319,Machaeroprosopus,Coconino,Arizona,780675
1092,3320,Machaeroprosopus,Coconino,Arizona,780675
1094,3302,Brachychirotherium,Union,New Mexico,780685
1095,3303,Brachychirotherium,Union,New Mexico,780685
1096,3304,Brachychirotherium,Union,New Mexico,780685
1097,3305,Brachychirotherium,Union,New Mexico,780685
1098,3306,Brachychirotherium,Union,New Mexico,780685
1099,3307,Brachychirotherium,Union,New Mexico,780685
1100,3308,Brachychirotherium,Union,New Mexico,780685
1101,3309,Brachychirotherium,Union,New Mexico,780685
1102,3310,Brachychirotherium,Union,New Mexico,780685
1103,3311,Brachychirotherium,Union,New Mexico,780685
1104,3312,Brachychirotherium,Union,New Mexico,780685
1105,3313,Brachychirotherium,Union,New Mexico,780685
1106,3314,Brachychirotherium,Union,New Mexico,780685
1107,3315,Brachychirotherium,Union,New Mexico,780685
1108,3316,Brachychirotherium,Union,New Mexico,780685
1109,3317,Brachychirotherium,Union,New Mexico,780685
1111,3292,Eubrontes,Union,New Mexico,780687
1112,3293,Eubrontes,Union,New Mexico,780687
1113,3294,Eubrontes,Union,New Mexico,780687
1114,3295,Eubrontes,Union,New Mexico,780687
1115,3296,Eubrontes,Union,New Mexico,780687
1116,3297,Eubrontes,Union,New Mexico,780687
1117,3298,Eubrontes,Union,New Mexico,780687
1118,3299,Eubrontes,Union,New Mexico,780687
1119,3300,Eubrontes,Union,New Mexico,780687
1120,3281,Grallator,Union,New Mexico,780689
1121,3282,Grallator,Union,New Mexico,780689
1122,3283,Grallator,Union,New Mexico,780689
1123,3284,Grallator,Union,New Mexico,780689
1124,3285,Grallator,Union,New Mexico,780689
1125,3286,Grallator,Union,New Mexico,780689
1126,3287,Grallator,Union,New Mexico,780689
1127,3288,Grallator,Union,New Mexico,780689
1128,3289,Grallator,Union,New Mexico,780689
1129,3290,Grallator,Union,New Mexico,780689
1130,3291,Grallator,Union,New Mexico,780689
1149,3260,Smilosuchus,Navajo,Arizona,782162
1150,3261,Smilosuchus,Navajo,Arizona,782162
1151,3262,Smilosuchus,Navajo,Arizona,782162
1168,3241,Moradisaurus,Arlit,Agadez,786315
1169,3242,Moradisaurus,Arlit,Agadez,786315
1170,3243,Moradisaurus,Arlit,Agadez,786315
1177,3233,Labidosaurikos,Baylor,Texas,788176
1178,3234,Labidosaurikos,Baylor,Texas,788176
1179,3230,Odontochelys,,Guizhou,788480
1180,3231,Odontochelys,,Guizhou,788480
1181,3232,Odontochelys,,Guizhou,788480
1190,3215,Protorothyris,Monongalia,West Virginia,788570
1191,3216,Protorothyris,Monongalia,West Virginia,788570
1192,3217,Protorothyris,Monongalia,West Virginia,788570
1193,3218,Protorothyris,Monongalia,West Virginia,788570
1194,3219,Protorothyris,Monongalia,West Virginia,788570
1195,3220,Protorothyris,Monongalia,West Virginia,788570
1196,3221,Protorothyris,Monongalia,West Virginia,788570
1197,3207,Thuringothyris,Gotha,Thuringia,788638
1198,3208,Thuringothyris,Gotha,Thuringia,788638
1199,3209,Thuringothyris,Gotha,Thuringia,788638
1200,3210,Thuringothyris,Gotha,Thuringia,788638
1201,3211,Thuringothyris,Gotha,Thuringia,788638
1202,3212,Thuringothyris,Gotha,Thuringia,788638
1203,3213,Thuringothyris,Gotha,Thuringia,788638
1204,3214,Thuringothyris,Gotha,Thuringia,788638
1207,3199,Captorhinus,Comanche,Oklahoma,789104
1208,3200,Captorhinus,Comanche,Oklahoma,789104
1209,3201,Captorhinus,Comanche,Oklahoma,789104
1210,3202,Captorhinus,Comanche,Oklahoma,789104
1211,3203,Captorhinus,Comanche,Oklahoma,789104
1212,3204,Captorhinus,Comanche,Oklahoma,789104
1215,3195,Captorhinus,Baylor,Texas,789398
1216,3196,Captorhinus,Baylor,Texas,789398
1222,3187,Bashkyroleter,Belebei,Bashkortostan,789767
1223,3188,Bashkyroleter,Belebei,Bashkortostan,789767
1224,3189,Bashkyroleter,Belebei,Bashkortostan,789767
1234,3165,Claudiosaurus,,Fianarantsoa,790114
1235,3166,Claudiosaurus,,Fianarantsoa,790114
1236,3167,Claudiosaurus,,Fianarantsoa,790114
1237,3168,Claudiosaurus,,Fianarantsoa,790114
1238,3169,Claudiosaurus,,Fianarantsoa,790114
1239,3170,Claudiosaurus,,Fianarantsoa,790114
1240,3171,Claudiosaurus,,Fianarantsoa,790114
1241,3172,Claudiosaurus,,Fianarantsoa,790114
1242,3173,Claudiosaurus,,Fianarantsoa,790114
1243,3174,Claudiosaurus,,Fianarantsoa,790114
1244,3175,Claudiosaurus,,Fianarantsoa,790114
1245,3176,Claudiosaurus,,Fianarantsoa,790114
1246,3177,Claudiosaurus,,Fianarantsoa,790114
1250,3160,Coelurosauravus,,Tulear,790204
1251,3161,Coelurosauravus,,Tulear,790204
1252,3157,Belebey,,Orenburg,790205
1253,3158,Belebey,,Orenburg,790205
1254,3159,Belebey,,Orenburg,790205
1255,3150,Emeroleter,Kotelnich,Kirov,790206
1256,3151,Emeroleter,Kotelnich,Kirov,790206
1257,3152,Emeroleter,Kotelnich,Kirov,790206
1258,3153,Emeroleter,Kotelnich,Kirov,790206
1259,3154,Emeroleter,Kotelnich,Kirov,790206
1260,3155,Emeroleter,Kotelnich,Kirov,790206
1261,3156,Emeroleter,Kotelnich,Kirov,790206
1263,3147,Protorosaurus,Mansfelder Land,Saxony Anhalt,790284
1264,3148,Protorosaurus,Mansfelder Land,Saxony Anhalt,790284
1269,3141,Labidosaurikos,Baylor,Texas,790388
1270,3142,Labidosaurikos,Baylor,Texas,790388
1273,3137,Kadimakara,,Queensland,790404
1274,3138,Kadimakara,,Queensland,790404
1275,3135,Kudnu,,Queensland,790405
1276,3136,Kudnu,,Queensland,790405
1282,3125,Protorothyris,Archer,Texas,790486
1283,3126,Protorothyris,Archer,Texas,790486
1284,3127,Protorothyris,Archer,Texas,790486
1285,3128,Protorothyris,Archer,Texas,790486
1286,3129,Protorothyris,Archer,Texas,790486
1288,3119,Pareiasuchus,,Eastern Cape,790511
1289,3120,Pareiasuchus,,Eastern Cape,790511
1290,3121,Pareiasuchus,,Eastern Cape,790511
1291,3122,Pareiasuchus,,Eastern Cape,790511
1292,3123,Pareiasuchus,,Eastern Cape,790511
1302,3098,Euparkeria,Maletswai,Eastern Cape,792535
1303,3099,Euparkeria,Maletswai,Eastern Cape,792535
1304,3100,Euparkeria,Maletswai,Eastern Cape,792535
1305,3101,Euparkeria,Maletswai,Eastern Cape,792535
1306,3102,Euparkeria,Maletswai,Eastern Cape,792535
1307,3103,Euparkeria,Maletswai,Eastern Cape,792535
1308,3104,Euparkeria,Maletswai,Eastern Cape,792535
1309,3105,Euparkeria,Maletswai,Eastern Cape,792535
1310,3106,Euparkeria,Maletswai,Eastern Cape,792535
1311,3107,Euparkeria,Maletswai,Eastern Cape,792535
1312,3108,Euparkeria,Maletswai,Eastern Cape,792535
1313,3109,Euparkeria,Maletswai,Eastern Cape,792535
1314,3094,Mesosuchus,Maletswai,Eastern Cape,792536
1315,3095,Mesosuchus,Maletswai,Eastern Cape,792536
1316,3096,Mesosuchus,Maletswai,Eastern Cape,792536
1317,3097,Mesosuchus,Maletswai,Eastern Cape,792536
1319,3091,Sauropareion,Inxuba Yethemba,Eastern Cape,792593
1320,3092,Sauropareion,Inxuba Yethemba,Eastern Cape,792593
1323,3087,Anomoiodon,Hildburghausen,Thuringia,792622
