,id,genus,county,state,occurrence_no
2603,1806,Decuriasuchus,,Rio Grande do Sul,933819
2604,1807,Decuriasuchus,,Rio Grande do Sul,933819
2605,1808,Decuriasuchus,,Rio Grande do Sul,933819
2606,1809,Decuriasuchus,,Rio Grande do Sul,933819
2607,1810,Decuriasuchus,,Rio Grande do Sul,933819
2608,1811,Decuriasuchus,,Rio Grande do Sul,933819
2639,1767,Paraplacodus,Mendrisio,Kanton Tessin,950446
2640,1768,Paraplacodus,Mendrisio,Kanton Tessin,950446
2641,1769,Paraplacodus,Mendrisio,Kanton Tessin,950446
2642,1770,Paraplacodus,Mendrisio,Kanton Tessin,950446
2643,1771,Paraplacodus,Mendrisio,Kanton Tessin,950446
2644,1772,Paraplacodus,Mendrisio,Kanton Tessin,950446
2645,1765,Mixosaurus,Mendrisio,Kanton Tessin,950447
2646,1766,Mixosaurus,Mendrisio,Kanton Tessin,950447
2650,1758,Pachypleurosaurus,Mendrisio,Ticino,950451
2651,1759,Pachypleurosaurus,Mendrisio,Ticino,950451
2652,1760,Pachypleurosaurus,Mendrisio,Ticino,950451
2653,1761,Pachypleurosaurus,Mendrisio,Ticino,950451
2657,1751,Hupehsuchus,Nanzhang,Hubei,966703
2658,1752,Hupehsuchus,Nanzhang,Hubei,966703
2659,1753,Hupehsuchus,Nanzhang,Hubei,966703
2660,1754,Hupehsuchus,Nanzhang,Hubei,966703
2672,1738,Proterosuchus,,Free State,980055
2673,1739,Proterosuchus,,Free State,980055
2680,1729,Erythrosuchus,Ukhahlamba,Eastern Cape,986756
2681,1730,Erythrosuchus,Ukhahlamba,Eastern Cape,986756
2682,1731,Erythrosuchus,Ukhahlamba,Eastern Cape,986756
2683,1723,Thalassiodracon,Somerset,England,989446
2684,1724,Thalassiodracon,Somerset,England,989446
2685,1725,Thalassiodracon,Somerset,England,989446
2686,1726,Thalassiodracon,Somerset,England,989446
2687,1727,Thalassiodracon,Somerset,England,989446
2688,1728,Thalassiodracon,Somerset,England,989446
2711,1698,Nambalia,,Andhra Pradesh,1066207
2712,1699,Nambalia,,Andhra Pradesh,1066207
2713,1700,Nambalia,,Andhra Pradesh,1066207
2759,1651,Gyposaurus,Lufeng,Yunnan,1092073
2760,1652,Gyposaurus,Lufeng,Yunnan,1092073
2766,1643,Nothosaurus,,Gelderland,1094699
2767,1644,Nothosaurus,,Gelderland,1094699
2768,1645,Nothosaurus,,Gelderland,1094699
2781,1629,Simosaurus,,Baden-WÃ¼rttemberg,1094780
2782,1630,Simosaurus,,Baden-WÃ¼rttemberg,1094780
2791,1617,Placodus,Bayreuth,Bayern,1094789
2792,1618,Placodus,Bayreuth,Bayern,1094789
2793,1619,Placodus,Bayreuth,Bayern,1094789
2794,1620,Placodus,Bayreuth,Bayern,1094789
2806,1603,Nothosaurus,Baden-WÃ¼rttemberg,,1094805
2807,1604,Nothosaurus,Baden-WÃ¼rttemberg,,1094805
2808,1605,Nothosaurus,Baden-WÃ¼rttemberg,,1094805
2810,1599,Nothosaurus,,Baden-WÃ¼rttemberg,1094807
2811,1600,Nothosaurus,,Baden-WÃ¼rttemberg,1094807
2812,1601,Nothosaurus,,Baden-WÃ¼rttemberg,1094807
2836,1574,Nothosaurus,Baden-WÃ¼rttemberg,,1094848
2837,1575,Nothosaurus,Baden-WÃ¼rttemberg,,1094848
2844,1566,Nothosaurus,,,1094858
2845,1567,Nothosaurus,,,1094858
2900,1505,Henodus,,,1095300
2901,1506,Henodus,,,1095300
2902,1507,Henodus,,,1095300
2903,1508,Henodus,,,1095300
2904,1509,Henodus,,,1095300
2905,1510,Henodus,,,1095300
2906,1511,Henodus,,,1095300
2911,1499,Orovenator,Comanche,Oklahoma,1098337
2912,1500,Orovenator,Comanche,Oklahoma,1098337
2982,1428,Dinocephalosaurus,Panxian,Guizhou,1129589
2983,1429,Dinocephalosaurus,Panxian,Guizhou,1129589
2987,1423,Howesia,Maletswai,Eastern Cape,1134215
2988,1424,Howesia,Maletswai,Eastern Cape,1134215
3013,1395,Plateosaurus,Magallanes,Santa Cruz,1139540
3014,1396,Plateosaurus,Magallanes,Santa Cruz,1139540
3015,1397,Plateosaurus,Magallanes,Santa Cruz,1139540
3016,1398,Plateosaurus,Magallanes,Santa Cruz,1139540
3079,1312,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3080,1313,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3081,1314,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3082,1315,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3083,1316,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3084,1317,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3085,1318,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3086,1319,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3087,1320,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3088,1321,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3089,1322,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3090,1323,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3091,1324,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3092,1325,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3093,1326,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3094,1327,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3095,1328,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3096,1329,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3097,1330,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3098,1331,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3099,1332,Komlosaurus,Baranya ,Southern Transdanubia,1211231
3124,1286,Youngina,Camdeboo,Eastern Cape,1285194
3125,1287,Youngina,Camdeboo,Eastern Cape,1285194
3129,1280,Tangasaurus,,,1285940
3130,1281,Tangasaurus,,,1285940
3131,1282,Tangasaurus,,,1285940
3132,980,Hovasaurus,,Tulear,1285964
3133,981,Hovasaurus,,Tulear,1285964
3134,982,Hovasaurus,,Tulear,1285964
3135,983,Hovasaurus,,Tulear,1285964
3136,984,Hovasaurus,,Tulear,1285964
3137,985,Hovasaurus,,Tulear,1285964
3138,986,Hovasaurus,,Tulear,1285964
3139,987,Hovasaurus,,Tulear,1285964
3140,988,Hovasaurus,,Tulear,1285964
3141,989,Hovasaurus,,Tulear,1285964
3142,990,Hovasaurus,,Tulear,1285964
3143,991,Hovasaurus,,Tulear,1285964
3144,992,Hovasaurus,,Tulear,1285964
3145,993,Hovasaurus,,Tulear,1285964
3146,994,Hovasaurus,,Tulear,1285964
3147,995,Hovasaurus,,Tulear,1285964
3148,996,Hovasaurus,,Tulear,1285964
3149,997,Hovasaurus,,Tulear,1285964
3150,998,Hovasaurus,,Tulear,1285964
3151,999,Hovasaurus,,Tulear,1285964
3152,1000,Hovasaurus,,Tulear,1285964
3153,1001,Hovasaurus,,Tulear,1285964
3154,1002,Hovasaurus,,Tulear,1285964
3155,1003,Hovasaurus,,Tulear,1285964
3156,1004,Hovasaurus,,Tulear,1285964
3157,1005,Hovasaurus,,Tulear,1285964
3158,1006,Hovasaurus,,Tulear,1285964
3159,1007,Hovasaurus,,Tulear,1285964
3160,1008,Hovasaurus,,Tulear,1285964
3161,1009,Hovasaurus,,Tulear,1285964
3162,1010,Hovasaurus,,Tulear,1285964
3163,1011,Hovasaurus,,Tulear,1285964
3164,1012,Hovasaurus,,Tulear,1285964
3165,1013,Hovasaurus,,Tulear,1285964
3166,1014,Hovasaurus,,Tulear,1285964
3167,1015,Hovasaurus,,Tulear,1285964
3168,1016,Hovasaurus,,Tulear,1285964
3169,1017,Hovasaurus,,Tulear,1285964
3170,1018,Hovasaurus,,Tulear,1285964
3171,1019,Hovasaurus,,Tulear,1285964
3172,1020,Hovasaurus,,Tulear,1285964
3173,1021,Hovasaurus,,Tulear,1285964
3174,1022,Hovasaurus,,Tulear,1285964
3175,1023,Hovasaurus,,Tulear,1285964
3176,1024,Hovasaurus,,Tulear,1285964
3177,1025,Hovasaurus,,Tulear,1285964
3178,1026,Hovasaurus,,Tulear,1285964
3179,1027,Hovasaurus,,Tulear,1285964
3180,1028,Hovasaurus,,Tulear,1285964
3181,1029,Hovasaurus,,Tulear,1285964
3182,1030,Hovasaurus,,Tulear,1285964
3183,1031,Hovasaurus,,Tulear,1285964
3184,1032,Hovasaurus,,Tulear,1285964
3185,1033,Hovasaurus,,Tulear,1285964
3186,1034,Hovasaurus,,Tulear,1285964
3187,1035,Hovasaurus,,Tulear,1285964
3188,1036,Hovasaurus,,Tulear,1285964
3189,1037,Hovasaurus,,Tulear,1285964
3190,1038,Hovasaurus,,Tulear,1285964
3191,1039,Hovasaurus,,Tulear,1285964
3192,1040,Hovasaurus,,Tulear,1285964
3193,1041,Hovasaurus,,Tulear,1285964
3194,1042,Hovasaurus,,Tulear,1285964
3195,1043,Hovasaurus,,Tulear,1285964
3196,1044,Hovasaurus,,Tulear,1285964
3197,1045,Hovasaurus,,Tulear,1285964
3198,1046,Hovasaurus,,Tulear,1285964
3199,1047,Hovasaurus,,Tulear,1285964
3200,1048,Hovasaurus,,Tulear,1285964
3201,1049,Hovasaurus,,Tulear,1285964
3202,1050,Hovasaurus,,Tulear,1285964
3203,1051,Hovasaurus,,Tulear,1285964
3204,1052,Hovasaurus,,Tulear,1285964
3205,1053,Hovasaurus,,Tulear,1285964
3206,1054,Hovasaurus,,Tulear,1285964
3207,1055,Hovasaurus,,Tulear,1285964
3208,1056,Hovasaurus,,Tulear,1285964
3209,1057,Hovasaurus,,Tulear,1285964
3210,1058,Hovasaurus,,Tulear,1285964
3211,1059,Hovasaurus,,Tulear,1285964
3212,1060,Hovasaurus,,Tulear,1285964
3213,1061,Hovasaurus,,Tulear,1285964
3214,1062,Hovasaurus,,Tulear,1285964
3215,1063,Hovasaurus,,Tulear,1285964
3216,1064,Hovasaurus,,Tulear,1285964
3217,1065,Hovasaurus,,Tulear,1285964
3218,1066,Hovasaurus,,Tulear,1285964
3219,1067,Hovasaurus,,Tulear,1285964
3220,1068,Hovasaurus,,Tulear,1285964
3221,1069,Hovasaurus,,Tulear,1285964
3222,1070,Hovasaurus,,Tulear,1285964
3223,1071,Hovasaurus,,Tulear,1285964
3224,1072,Hovasaurus,,Tulear,1285964
3225,1073,Hovasaurus,,Tulear,1285964
3226,1074,Hovasaurus,,Tulear,1285964
3227,1075,Hovasaurus,,Tulear,1285964
3228,1076,Hovasaurus,,Tulear,1285964
3229,1077,Hovasaurus,,Tulear,1285964
3230,1078,Hovasaurus,,Tulear,1285964
3231,1079,Hovasaurus,,Tulear,1285964
3232,1080,Hovasaurus,,Tulear,1285964
3233,1081,Hovasaurus,,Tulear,1285964
3234,1082,Hovasaurus,,Tulear,1285964
3235,1083,Hovasaurus,,Tulear,1285964
3236,1084,Hovasaurus,,Tulear,1285964
3237,1085,Hovasaurus,,Tulear,1285964
3238,1086,Hovasaurus,,Tulear,1285964
3239,1087,Hovasaurus,,Tulear,1285964
3240,1088,Hovasaurus,,Tulear,1285964
3241,1089,Hovasaurus,,Tulear,1285964
3242,1090,Hovasaurus,,Tulear,1285964
3243,1091,Hovasaurus,,Tulear,1285964
3244,1092,Hovasaurus,,Tulear,1285964
3245,1093,Hovasaurus,,Tulear,1285964
3246,1094,Hovasaurus,,Tulear,1285964
3247,1095,Hovasaurus,,Tulear,1285964
3248,1096,Hovasaurus,,Tulear,1285964
3249,1097,Hovasaurus,,Tulear,1285964
3250,1098,Hovasaurus,,Tulear,1285964
3251,1099,Hovasaurus,,Tulear,1285964
3252,1100,Hovasaurus,,Tulear,1285964
3253,1101,Hovasaurus,,Tulear,1285964
3254,1102,Hovasaurus,,Tulear,1285964
3255,1103,Hovasaurus,,Tulear,1285964
3256,1104,Hovasaurus,,Tulear,1285964
3257,1105,Hovasaurus,,Tulear,1285964
3258,1106,Hovasaurus,,Tulear,1285964
3259,1107,Hovasaurus,,Tulear,1285964
3260,1108,Hovasaurus,,Tulear,1285964
3261,1109,Hovasaurus,,Tulear,1285964
3262,1110,Hovasaurus,,Tulear,1285964
3263,1111,Hovasaurus,,Tulear,1285964
3264,1112,Hovasaurus,,Tulear,1285964
3265,1113,Hovasaurus,,Tulear,1285964
3266,1114,Hovasaurus,,Tulear,1285964
3267,1115,Hovasaurus,,Tulear,1285964
3268,1116,Hovasaurus,,Tulear,1285964
3269,1117,Hovasaurus,,Tulear,1285964
3270,1118,Hovasaurus,,Tulear,1285964
3271,1119,Hovasaurus,,Tulear,1285964
3272,1120,Hovasaurus,,Tulear,1285964
3273,1121,Hovasaurus,,Tulear,1285964
3274,1122,Hovasaurus,,Tulear,1285964
3275,1123,Hovasaurus,,Tulear,1285964
3276,1124,Hovasaurus,,Tulear,1285964
3277,1125,Hovasaurus,,Tulear,1285964
3278,1126,Hovasaurus,,Tulear,1285964
3279,1127,Hovasaurus,,Tulear,1285964
3280,1128,Hovasaurus,,Tulear,1285964
3281,1129,Hovasaurus,,Tulear,1285964
3282,1130,Hovasaurus,,Tulear,1285964
3283,1131,Hovasaurus,,Tulear,1285964
3284,1132,Hovasaurus,,Tulear,1285964
3285,1133,Hovasaurus,,Tulear,1285964
3286,1134,Hovasaurus,,Tulear,1285964
3287,1135,Hovasaurus,,Tulear,1285964
3288,1136,Hovasaurus,,Tulear,1285964
3289,1137,Hovasaurus,,Tulear,1285964
3290,1138,Hovasaurus,,Tulear,1285964
3291,1139,Hovasaurus,,Tulear,1285964
3292,1140,Hovasaurus,,Tulear,1285964
3293,1141,Hovasaurus,,Tulear,1285964
3294,1142,Hovasaurus,,Tulear,1285964
3295,1143,Hovasaurus,,Tulear,1285964
3296,1144,Hovasaurus,,Tulear,1285964
3297,1145,Hovasaurus,,Tulear,1285964
3298,1146,Hovasaurus,,Tulear,1285964
3299,1147,Hovasaurus,,Tulear,1285964
3300,1148,Hovasaurus,,Tulear,1285964
3301,1149,Hovasaurus,,Tulear,1285964
3302,1150,Hovasaurus,,Tulear,1285964
3303,1151,Hovasaurus,,Tulear,1285964
3304,1152,Hovasaurus,,Tulear,1285964
3305,1153,Hovasaurus,,Tulear,1285964
3306,1154,Hovasaurus,,Tulear,1285964
3307,1155,Hovasaurus,,Tulear,1285964
3308,1156,Hovasaurus,,Tulear,1285964
3309,1157,Hovasaurus,,Tulear,1285964
3310,1158,Hovasaurus,,Tulear,1285964
3311,1159,Hovasaurus,,Tulear,1285964
3312,1160,Hovasaurus,,Tulear,1285964
3313,1161,Hovasaurus,,Tulear,1285964
3314,1162,Hovasaurus,,Tulear,1285964
3315,1163,Hovasaurus,,Tulear,1285964
3316,1164,Hovasaurus,,Tulear,1285964
3317,1165,Hovasaurus,,Tulear,1285964
3318,1166,Hovasaurus,,Tulear,1285964
3319,1167,Hovasaurus,,Tulear,1285964
3320,1168,Hovasaurus,,Tulear,1285964
3321,1169,Hovasaurus,,Tulear,1285964
3322,1170,Hovasaurus,,Tulear,1285964
3323,1171,Hovasaurus,,Tulear,1285964
3324,1172,Hovasaurus,,Tulear,1285964
3325,1173,Hovasaurus,,Tulear,1285964
3326,1174,Hovasaurus,,Tulear,1285964
3327,1175,Hovasaurus,,Tulear,1285964
3328,1176,Hovasaurus,,Tulear,1285964
3329,1177,Hovasaurus,,Tulear,1285964
3330,1178,Hovasaurus,,Tulear,1285964
3331,1179,Hovasaurus,,Tulear,1285964
3332,1180,Hovasaurus,,Tulear,1285964
3333,1181,Hovasaurus,,Tulear,1285964
3334,1182,Hovasaurus,,Tulear,1285964
3335,1183,Hovasaurus,,Tulear,1285964
3336,1184,Hovasaurus,,Tulear,1285964
3337,1185,Hovasaurus,,Tulear,1285964
3338,1186,Hovasaurus,,Tulear,1285964
3339,1187,Hovasaurus,,Tulear,1285964
3340,1188,Hovasaurus,,Tulear,1285964
3341,1189,Hovasaurus,,Tulear,1285964
3342,1190,Hovasaurus,,Tulear,1285964
3343,1191,Hovasaurus,,Tulear,1285964
3344,1192,Hovasaurus,,Tulear,1285964
3345,1193,Hovasaurus,,Tulear,1285964
3346,1194,Hovasaurus,,Tulear,1285964
3347,1195,Hovasaurus,,Tulear,1285964
3348,1196,Hovasaurus,,Tulear,1285964
3349,1197,Hovasaurus,,Tulear,1285964
3350,1198,Hovasaurus,,Tulear,1285964
3351,1199,Hovasaurus,,Tulear,1285964
3352,1200,Hovasaurus,,Tulear,1285964
3353,1201,Hovasaurus,,Tulear,1285964
3354,1202,Hovasaurus,,Tulear,1285964
3355,1203,Hovasaurus,,Tulear,1285964
3356,1204,Hovasaurus,,Tulear,1285964
3357,1205,Hovasaurus,,Tulear,1285964
3358,1206,Hovasaurus,,Tulear,1285964
3359,1207,Hovasaurus,,Tulear,1285964
3360,1208,Hovasaurus,,Tulear,1285964
3361,1209,Hovasaurus,,Tulear,1285964
3362,1210,Hovasaurus,,Tulear,1285964
3363,1211,Hovasaurus,,Tulear,1285964
3364,1212,Hovasaurus,,Tulear,1285964
3365,1213,Hovasaurus,,Tulear,1285964
3366,1214,Hovasaurus,,Tulear,1285964
3367,1215,Hovasaurus,,Tulear,1285964
3368,1216,Hovasaurus,,Tulear,1285964
3369,1217,Hovasaurus,,Tulear,1285964
3370,1218,Hovasaurus,,Tulear,1285964
3371,1219,Hovasaurus,,Tulear,1285964
3372,1220,Hovasaurus,,Tulear,1285964
3373,1221,Hovasaurus,,Tulear,1285964
3374,1222,Hovasaurus,,Tulear,1285964
3375,1223,Hovasaurus,,Tulear,1285964
3376,1224,Hovasaurus,,Tulear,1285964
3377,1225,Hovasaurus,,Tulear,1285964
3378,1226,Hovasaurus,,Tulear,1285964
3379,1227,Hovasaurus,,Tulear,1285964
3380,1228,Hovasaurus,,Tulear,1285964
3381,1229,Hovasaurus,,Tulear,1285964
3382,1230,Hovasaurus,,Tulear,1285964
3383,1231,Hovasaurus,,Tulear,1285964
3384,1232,Hovasaurus,,Tulear,1285964
3385,1233,Hovasaurus,,Tulear,1285964
3386,1234,Hovasaurus,,Tulear,1285964
3387,1235,Hovasaurus,,Tulear,1285964
3388,1236,Hovasaurus,,Tulear,1285964
3389,1237,Hovasaurus,,Tulear,1285964
3390,1238,Hovasaurus,,Tulear,1285964
3391,1239,Hovasaurus,,Tulear,1285964
3392,1240,Hovasaurus,,Tulear,1285964
3393,1241,Hovasaurus,,Tulear,1285964
3394,1242,Hovasaurus,,Tulear,1285964
3395,1243,Hovasaurus,,Tulear,1285964
3396,1244,Hovasaurus,,Tulear,1285964
3397,1245,Hovasaurus,,Tulear,1285964
3398,1246,Hovasaurus,,Tulear,1285964
3399,1247,Hovasaurus,,Tulear,1285964
3400,1248,Hovasaurus,,Tulear,1285964
3401,1249,Hovasaurus,,Tulear,1285964
3402,1250,Hovasaurus,,Tulear,1285964
3403,1251,Hovasaurus,,Tulear,1285964
3404,1252,Hovasaurus,,Tulear,1285964
3405,1253,Hovasaurus,,Tulear,1285964
3406,1254,Hovasaurus,,Tulear,1285964
3407,1255,Hovasaurus,,Tulear,1285964
3408,1256,Hovasaurus,,Tulear,1285964
3409,1257,Hovasaurus,,Tulear,1285964
3410,1258,Hovasaurus,,Tulear,1285964
3411,1259,Hovasaurus,,Tulear,1285964
3412,1260,Hovasaurus,,Tulear,1285964
3413,1261,Hovasaurus,,Tulear,1285964
3414,1262,Hovasaurus,,Tulear,1285964
3415,1263,Hovasaurus,,Tulear,1285964
3416,1264,Hovasaurus,,Tulear,1285964
3417,1265,Hovasaurus,,Tulear,1285964
3418,1266,Hovasaurus,,Tulear,1285964
3419,1267,Hovasaurus,,Tulear,1285964
3420,1268,Hovasaurus,,Tulear,1285964
3421,1269,Hovasaurus,,Tulear,1285964
3422,1270,Hovasaurus,,Tulear,1285964
3423,1271,Hovasaurus,,Tulear,1285964
3424,1272,Hovasaurus,,Tulear,1285964
3425,1273,Hovasaurus,,Tulear,1285964
3426,1274,Hovasaurus,,Tulear,1285964
3427,1275,Hovasaurus,,Tulear,1285964
3428,1276,Hovasaurus,,Tulear,1285964
3429,1277,Hovasaurus,,Tulear,1285964
3430,1278,Hovasaurus,,Tulear,1285964
3431,1279,Hovasaurus,,Tulear,1285964
3434,975,Sauropareion,Middelburg,Eastern Cape,1286068
3435,976,Sauropareion,Middelburg,Eastern Cape,1286068
3436,977,Sauropareion,Middelburg,Eastern Cape,1286068
3457,953,Owenetta,Murraysburg,Western Cape,1304576
3458,954,Owenetta,Murraysburg,Western Cape,1304576
3468,938,Opisthodontosaurus,Comanche,Oklahoma,1310220
3469,939,Opisthodontosaurus,Comanche,Oklahoma,1310220
3470,940,Opisthodontosaurus,Comanche,Oklahoma,1310220
3471,941,Opisthodontosaurus,Comanche,Oklahoma,1310220
3472,942,Opisthodontosaurus,Comanche,Oklahoma,1310220
3473,943,Opisthodontosaurus,Comanche,Oklahoma,1310220
3549,861,Asilisaurus,,Ruvuma,1340358
3550,862,Asilisaurus,,Ruvuma,1340358
3572,838,Ixalerpeton,SÃ£o JoÃ£o do PolÃªsine,Rio Grande do Sul,1347761
3573,839,Ixalerpeton,SÃ£o JoÃ£o do PolÃªsine,Rio Grande do Sul,1347761
3574,836,Buriolestes,SÃ£o JoÃ£o do PolÃªsine,Rio Grande do Sul,1347762
3575,837,Buriolestes,SÃ£o JoÃ£o do PolÃªsine,Rio Grande do Sul,1347762
3612,798,Macroleter,Mezenskii,Arkhangelsk,1374692
3613,799,Macroleter,Mezenskii,Arkhangelsk,1374692
3620,790,Nyctiphruretus,Mezenskii,Arkhangelsk,1374705
3621,791,Nyctiphruretus,Mezenskii,Arkhangelsk,1374705
3667,737,Grallator,Las Animas,Colorado,1398274
3668,738,Grallator,Las Animas,Colorado,1398274
3669,739,Grallator,Las Animas,Colorado,1398274
3670,740,Grallator,Las Animas,Colorado,1398274
3671,741,Grallator,Las Animas,Colorado,1398274
3672,742,Grallator,Las Animas,Colorado,1398274
3673,743,Grallator,Las Animas,Colorado,1398274
3674,744,Grallator,Las Animas,Colorado,1398274
3675,735,Brachychirotherium,Las Animas,Colorado,1398275
3676,736,Brachychirotherium,Las Animas,Colorado,1398275
3684,721,Shringasaurus,Hoshangabad,Madhya Pradesh,1405272
3685,722,Shringasaurus,Hoshangabad,Madhya Pradesh,1405272
3686,723,Shringasaurus,Hoshangabad,Madhya Pradesh,1405272
3687,724,Shringasaurus,Hoshangabad,Madhya Pradesh,1405272
3688,725,Shringasaurus,Hoshangabad,Madhya Pradesh,1405272
3689,726,Shringasaurus,Hoshangabad,Madhya Pradesh,1405272
3690,727,Shringasaurus,Hoshangabad,Madhya Pradesh,1405272
3691,719,Lavinipes,,Trentino-Alto Adige,1405288
3692,720,Lavinipes,,Trentino-Alto Adige,1405288
3694,716,Mandasuchus,,Ruvuma,1406763
3695,717,Mandasuchus,,Ruvuma,1406763
3701,703,Labidosauriscus,Comanche,Oklahoma,1406771
3702,704,Labidosauriscus,Comanche,Oklahoma,1406771
3703,705,Labidosauriscus,Comanche,Oklahoma,1406771
3704,706,Labidosauriscus,Comanche,Oklahoma,1406771
3705,707,Labidosauriscus,Comanche,Oklahoma,1406771
3706,708,Labidosauriscus,Comanche,Oklahoma,1406771
3707,709,Labidosauriscus,Comanche,Oklahoma,1406771
3708,710,Labidosauriscus,Comanche,Oklahoma,1406771
3860,550,Nothosaurus,,Gelderland,1418894
3861,551,Nothosaurus,,Gelderland,1418894
4094,316,Guaibasaurus,,Rio Grande do Sul,1578530
4095,317,Guaibasaurus,,Rio Grande do Sul,1578530
4114,286,Dimetropus,Gotha,Thuringia,1583938
4115,287,Dimetropus,Gotha,Thuringia,1583938
4116,288,Dimetropus,Gotha,Thuringia,1583938
4117,289,Dimetropus,Gotha,Thuringia,1583938
4118,290,Dimetropus,Gotha,Thuringia,1583938
4119,291,Dimetropus,Gotha,Thuringia,1583938
4120,292,Dimetropus,Gotha,Thuringia,1583938
4121,293,Dimetropus,Gotha,Thuringia,1583938
4122,294,Dimetropus,Gotha,Thuringia,1583938
4123,295,Dimetropus,Gotha,Thuringia,1583938
4124,296,Dimetropus,Gotha,Thuringia,1583938
4125,297,Dimetropus,Gotha,Thuringia,1583938
4127,248,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4128,249,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4129,250,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4130,251,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4131,252,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4132,253,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4133,254,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4134,255,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4135,256,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4136,257,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4137,258,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4138,259,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4139,260,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4140,261,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4141,262,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4142,263,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4143,264,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4144,265,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4145,266,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4146,267,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4147,268,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4148,269,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4149,270,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4150,271,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4151,272,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4152,273,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4153,274,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4154,275,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4155,276,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4156,277,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4157,278,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4158,279,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4159,280,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4160,281,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4161,282,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4162,283,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4163,284,Plateosaurus,Freiburg,Baden-WÃ¼rttemberg,1586159
4199,211,Mbiresaurus,,Mashonaland Central,1614363
4200,212,Mbiresaurus,,Mashonaland Central,1614363
4209,201,Sinosaurus,Lufeng,Yunnan,1625162
4210,202,Sinosaurus,Lufeng,Yunnan,1625162
4219,187,Hwiccewyrm,Avon,England,1638608
4220,188,Hwiccewyrm,Avon,England,1638608
4221,189,Hwiccewyrm,Avon,England,1638608
4222,190,Hwiccewyrm,Avon,England,1638608
4223,191,Hwiccewyrm,Avon,England,1638608
4224,192,Hwiccewyrm,Avon,England,1638608
