Time,mat_z_trans,map_z_trans,wmm_z_trans,cmm_z_trans,wmmcmm_z_trans,wetmon_z_trans,drymon_z_trans,wetdry_z_trans,208-217,217-227,227-237,237-242,242-246.7,246.7-252,252-259.5,259.5-264.3,264.3-274.4,274.4-283.5,283.5-290.1
281,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,0,1,0
282,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,0,1,0
283,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0,0,0,0,0,0,0,0,0,1,0
283.5,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,0,0,0,0,0,0,0,0,0,1,0
284,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,0,0,0,0,0,0,0,0,0,0,1
285,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,0,0,0,0,0,0,0,0,0,0,1
286,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,0,0,0,0,0,0,0,0,0,0,1
287,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,0,0,0,0,0,0,0,0,0,0,1
288,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,0,0,0,0,0,0,0,0,0,0,1
289,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,0,0,0,0,0,0,0,0,0,0,1
290,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,0,0,0,0,0,0,0,0,0,0,1
291,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,0,0,0,0,0,0,0,0,0,0,0
292,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,0,0,0,0,0,0,0,0,0,0,0
293,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,0,0,0,0,0,0,0,0,0,0,0
293.52,-0.376663572,2.655796018,-1.252281141,0.225201016,-0.902483815,2.75642069,1.748790818,2.550479943,0,0,0,0,0,0,0,0,0,0,0
