genus,lat_range_z_trans,Temperate_N,Tropical,Temperate_S,Antarctic,ts,te,time_span,avg_lam,avg_mu,mat_z_trans_NN,map_z_trans_NN,wmm_z_trans_NN,cmm_z_trans_NN,wmmcmm_z_trans_NN,wetmon_z_trans_NN,drymon_z_trans_NN,wetdry_z_trans_NN,mat_z_trans_WI,map_z_trans_WI,wmm_z_trans_WI,cmm_z_trans_WI,wmmcmm_z_trans_WI,wetmon_z_trans_WI,drymon_z_trans_WI,wetdry_z_trans_WI
Drepanosaurus,1.854701363,1,1,0,0,229.82398918718718,201.1924253943944,28.631563792792775,0.30539013888888883,1.0615616611111112,1.1229029183870967,0.5932969653870968,0.6737121077741935,1.0306298318387095,-0.5484056508064515,0.7551897244193547,-0.2623577167741936,1.0036199477741934,1.1229029183870967,0.5932969653870968,0.6737121077741935,1.0306298318387095,-0.5484056508064515,0.7551897244193547,-0.2623577167741936,1.0036199477741934
Dromomeron,4.064151651,0,1,1,0,230.68708925725724,204.22770152552553,26.45938773173171,0.1440395488888889,0.7611254511111112,1.142157422642857,0.5082544620714287,0.6288912634642859,1.0940565777142854,-0.6304079978571429,0.6374786771428571,-0.3569330078214286,0.9028828287499999,1.142157422642857,0.5082544620714287,0.6288912634642859,1.0940565777142854,-0.6304079978571429,0.6374786771428571,-0.3569330078214286,0.9028828287499999
Dynamosuchus,-0.298764409,0,0,1,0,229.50398715015015,229.1138637167167,0.3901234334334447,1.4530011766666666,1.0011386666666666,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.9000761959999999,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Dyoplax,-0.298764409,1,0,0,0,233.4989110920921,232.4621058988989,1.036805193193203,0.40126000444444443,0.3830021155555556,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Ebrachosuchus,-0.298764409,1,0,0,0,233.01348876676676,232.12500858458458,0.8884801821821782,0.42319156555555554,0.41056580111111113,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Effigia,-0.298764409,0,1,0,0,207.33666178478478,202.58153626426426,4.755125520520522,0.7737667544444444,2.1195770266666667,1.062896231,0.823423215,0.7857675565000001,0.853259951,-0.32651888300000004,1.074614023,-0.005801248499999985,1.2770186065,1.062896231,0.823423215,0.7857675565000001,0.853259951,-0.32651888300000004,1.074614023,-0.005801248499999985,1.2770186065
Efraasia,-0.298764409,1,0,0,0,218.11000646846847,212.02571953253252,6.08428693593595,0.5880652333333334,0.6047162233333333,1.193377754,0.47984326399999994,0.666223052,1.147751381,-0.657731143,0.593073361,-0.3921236289999999,0.864680548,1.193377754,0.47984326399999994,0.666223052,1.147751381,-0.657731143,0.593073361,-0.3921236289999999,0.864680548
Eifelosaurus,-0.298764409,1,0,0,0,245.8356490690691,245.62978849749751,0.2058605715715771,1.9735981522222221,1.863577441111111,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.7693193120000001,-0.227658904,-0.818914215
Elachistosuchus,-0.298764409,1,0,0,0,205.21329336236235,204.75167121821823,0.4616221441441155,1.3185114588888889,0.8654821777777778,0.932414708,1.167003166,0.905312061,0.558768521,0.004693377,1.556154685,0.380521132,1.689356665,0.932414708,1.167003166,0.905312061,0.558768521,0.004693377,1.556154685,0.380521132,1.689356665
Elessaurus,-0.298764409,0,0,1,0,248.16184566366366,248.0305966146146,0.1312490490490461,4.825902267777778,2.4132732999999997,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-0.6682892520000001,-0.025101059,-1.503622264,-0.07472663500000001,-0.7738057700000001,-0.151211719,0.361305958,-0.32790419400000004
Elginia,0.494886461,1,0,0,0,258.6903412942943,250.8390437197197,7.8512975745745734,0.1795346922222222,0.36942073888888893,-0.301198836,-0.4338308112,1.0329861584000002,-0.8695504448,1.3582628299999997,-0.7585876497,0.4020064874,-1.0650654856,-0.301198836,-0.4338308112,1.0329861584000002,-0.8695504448,1.3582628299999997,-0.7585876497,0.4020064874,-1.0650654856
Elorhynchus,-0.298764409,0,0,1,0,239.63568936936937,238.8418241031031,0.7938652662662662,0.40952603,0.5954739088888888,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Embrithosaurus,-0.298764409,0,0,1,0,263.8924394414414,259.53904045645646,4.353398984984949,2.0717770088888887,0.72486898,-1.833262318,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419,-1.833262318,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419
Emeroleter,-0.298764409,1,0,0,0,264.4642479109109,259.7548885995996,4.709359311311289,1.6905400455555557,0.7372783677777778,-1.7369487596666666,-0.18473866333333333,-1.5278891945000002,-1.2070454193333333,0.22907961200000002,-0.23449188666666665,0.5916659426666667,-0.5213955508333333,-1.7369487596666666,-0.18473866333333333,-1.5278891945000002,-1.2070454193333333,0.22907961200000002,-0.23449188666666665,0.5916659426666667,-0.5213955508333333
Energosuchus,-0.298764409,1,0,0,0,240.263579015015,237.46649657057057,2.7970824444444418,1.3179323544444443,0.6220103422222222,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Eodromaeus,-0.298764409,0,0,1,0,231.52963027227227,231.1052724074074,0.4243578648648736,1.0957748955555555,0.9509944422222222,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Eohupehsuchus,-0.298764409,0,1,0,0,248.77443027027027,248.66871141741743,0.10571885285284566,5.816173065555556,2.7589376066666667,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-0.668289252,-0.025101059000000002,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194
Eohyosaurus,-0.298764409,0,0,1,0,245.67636171771773,240.20530013513513,5.471061582582593,1.7337874688888888,0.5102819688888889,-0.19677475883333337,-0.494713483,-0.12982134616666666,-0.13818373999999997,0.05144302666666667,-0.6523113348333333,-0.2470523941666667,-0.6721539408333332,-0.19677475883333337,-0.494713483,-0.12982134616666666,-0.13818373999999997,0.05144302666666667,-0.6523113348333333,-0.2470523941666667,-0.6721539408333332
Eomurruna,-0.160884535,0,0,1,0,251.75675032532533,251.26676515215215,0.48998517317318147,1.213509962222222,2.494943363333333,0.641031213,-0.85783329,0.400081183,0.601602015,-0.316302722,-1.156699075,-0.045629679,-1.353236972,-0.3907207380173858,-0.7794219068204418,0.3436465099491955,-0.6344126508299788,0.7616785603134945,-0.8427578078703052,-0.3448447338738639,-0.8578421795149289
Eoraptor,-0.298764409,0,0,1,0,234.26735570870872,229.3367001791792,4.930655529529531,0.8306528455555556,0.9171020122222222,0.900076196,0.506931675,0.34512828,0.9191334730000001,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.9191334730000001,-0.632075257,0.663140243,-0.338950471,0.925927484
Eorasaurus,-0.298764409,1,0,0,0,261.90364268568567,261.407203002002,0.4964396836836613,0.74810979,0.7595684866666667,-1.833262318,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419,-1.833262318,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419
Eorhynchochelys,-0.298764409,1,0,0,0,232.92925777177177,231.988644990991,0.940612780780782,0.36328948999999994,0.3807069777777778,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Eretmorhipis,-0.298764409,0,1,0,0,241.08618062462463,240.78753602802803,0.2986445965966027,2.51030496,1.8805265599999998,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Erpetosuchus,-0.298764409,0,1,0,0,220.0505898218218,219.10866655255256,0.941923269269239,0.28777255222222214,0.2890166211111111,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Erythrosuchus,-0.153717263,0,0,1,0,246.68075537937938,236.73852176276276,9.942233616616619,1.0294458588888888,0.10279475333333332,-0.2109447771818182,-0.23841083254545456,0.03174391681818181,-0.23150186345454546,0.2255663549090909,-0.45020664700000007,-0.2805502408181818,-0.4186589218181817,-0.2109447771818182,-0.23841083254545456,0.03174391681818181,-0.23150186345454546,0.2255663549090909,-0.45020664700000007,-0.2805502408181818,-0.4186589218181817
Erythrovenator,-0.298764409,0,0,1,0,232.54916664964964,232.1163178778779,0.4328487717717451,1.0081324177777777,0.942457588888889,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Eshanosaurus,-0.298764409,1,0,0,0,200.7714143053053,200.36609492192193,0.4053193833833859,1.9220488333333332,1.3861114388888887,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633,0.636282831,-0.125708183,0.9359908450000001,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633
Eucoelophysis,0.070924947,0,1,0,0,229.54400147647647,202.68738175175176,26.85661972472471,0.20629943,1.5133712711111111,1.1360400363448275,0.5537310205172414,0.6577396972068965,1.0631719912068964,-0.5865504113448275,0.6999507616206896,-0.30669418910344837,0.9563277603793101,1.1360400363448275,0.5537310205172414,0.6577396972068965,1.0631719912068964,-0.5865504113448275,0.6999507616206896,-0.30669418910344837,0.9563277603793101
Eudibamus,-0.298764409,0,1,0,0,287.1203655995996,286.98756894094095,0.13279665865866264,0.26729808666666666,0.19546813444444444,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723
Eudimorphodon,1.103946946,1,1,0,0,223.70135235935936,201.11361357857857,22.587738780780796,0.1306373788888889,1.0334955755555555,1.1390104527499998,0.6230015769166667,0.7160332622083333,1.0250466185,-0.5197260346666667,0.7937153035,-0.23115597045833333,1.036488072375,1.1390104527499998,0.6230015769166667,0.7160332622083333,1.0250466185,-0.5197260346666667,0.7937153035,-0.23115597045833333,1.036488072375
Eumetabolodon,-0.081946835,1,0,0,0,249.57051324924925,242.42658841541544,7.1439248338338075,0.9957492522222222,0.5638800311111111,-0.428430158,-0.3341001435,-0.863490697,-0.0794420465,-0.41158549299999997,-0.4602655155,0.066823527,-0.5734092045,-0.428430158,-0.3341001435,-0.863490697,-0.0794420465,-0.41158549299999997,-0.4602655155,0.066823527,-0.5734092045
Eunotosaurus,0.001503812,0,0,1,0,264.7989758278278,259.85019245945944,4.9487833683683675,0.6629874866666667,0.10418053555555556,-1.7369487596666666,-0.18473866333333333,-1.5278891945000002,-1.2070454193333333,0.22907961200000002,-0.23449188666666665,0.5916659426666667,-0.5213955508333333,-1.7369487596666666,-0.18473866333333333,-1.5278891945000002,-1.2070454193333333,0.22907961200000002,-0.23449188666666665,0.5916659426666667,-0.5213955508333333
Euparkeria,-0.298764409,0,0,1,0,246.68055743343342,241.95614896396395,4.724408469469466,3.8544630177777774,0.5414531277777778,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998
Eusaurosphargis,0.154978036,1,1,0,0,246.9693804064064,238.94618866066065,8.023191745745748,1.6217227033333335,0.41570640444444446,-0.2513095335,-0.3142050701,-0.18301743250000002,-0.1804616833,0.0596455654,-0.49689419380000005,-0.2036707001,-0.5056447194,-0.2513095335,-0.3142050701,-0.18301743250000002,-0.1804616833,0.0596455654,-0.49689419380000005,-0.2036707001,-0.5056447194
Euscolosuchus,-0.298764409,0,1,0,0,232.69051443843844,231.8898674074074,0.8006470310310476,0.6596987533333334,0.43982724,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Fasolasuchus,-0.298764409,0,0,1,0,220.33919488988988,219.11569204404404,1.223502845845843,0.15331611666666667,0.10329858444444445,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Faxinalipterus,-0.298764409,0,0,1,0,224.88926602902905,210.5939946866867,14.295271342342346,0.89014692,1.2018740922222224,1.193377754,0.47984326400000016,0.6662230520000001,1.1477513809999995,-0.6577311430000001,0.593073361,-0.39212362900000003,0.8646805480000003,1.193377754,0.47984326400000016,0.6662230520000001,1.1477513809999995,-0.6577311430000001,0.593073361,-0.39212362900000003,0.8646805480000003
Feeserpeton,-0.298764409,0,1,0,0,286.720005032032,286.61641743543544,0.1035875965965829,0.23860355888888887,0.19907305666666666,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723,1.338319205,-1.667559157,0.618942645,1.264485545,-0.788961814,-1.343779767,-1.810145641,-0.849676723
Feralisaurus,-0.298764409,0,1,0,0,244.67565599799798,244.17497124924924,0.5006847487487391,1.215270902222222,0.7473760655555556,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
Fodonyx,-0.298764409,0,1,0,0,246.65802415615616,242.106709974975,4.551314181181169,4.376210274444445,1.889790028888889,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
Fraserosphenodon,1.657277615,1,1,0,0,235.04124524524525,204.9889373963964,30.05230784884884,0.5181356011111111,0.6660929933333334,1.1054784489090907,0.5080540397878789,0.585896872030303,1.067553077,-0.6306606128787879,0.6413667931818181,-0.35420838103030305,0.9063744431818183,1.1054784489090907,0.5080540397878789,0.585896872030303,1.067553077,-0.6306606128787879,0.6413667931818181,-0.35420838103030305,0.9063744431818183
Fraxinisaura,-0.298764409,1,0,0,0,238.5652433123123,237.96349251751752,0.601750794794782,0.7715443355555555,0.6484313077777779,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Fugusuchus,-0.298764409,1,0,0,0,247.9779072902903,247.7587729319319,0.21913435835838868,2.7399190755555556,2.3217295444444446,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-0.668289252,-0.025101059,-1.503622264,-0.07472663500000001,-0.7738057699999998,-0.151211719,0.361305958,-0.327904194
Fuyuansaurus,-0.298764409,0,1,0,0,239.73930176976978,239.46627054254253,0.27303122722724993,2.4505423800000004,2.299625678888889,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Galesphyrus,-0.084876512,0,0,1,0,259.57022010010013,254.08310173573574,5.487118364364392,0.23045476111111113,0.3946096955555556,-0.9188721134285714,-0.09515416814285714,1.2469111352857143,-1.7121490207142855,2.234279580285714,-0.481005066,0.8940209048571429,-0.9381027084285715,-0.9188721134285714,-0.09515416814285714,1.2469111352857143,-1.7121490207142855,2.234279580285714,-0.481005066,0.8940209048571429,-0.9381027084285715
Gamatavus,-0.298764409,0,0,1,0,241.55390573273274,238.0411206936937,3.512785039039045,0.6774994377777778,0.49189869666666663,-0.22548769075,0.02463662450000001,0.19756089724999998,-0.327275727,0.404271876,-0.24278341475,-0.31492960974999995,-0.15849298125,-0.22548769075,0.02463662450000001,0.19756089724999998,-0.327275727,0.404271876,-0.24278341475,-0.31492960974999995,-0.15849298125
Gansurhinus,-0.206084317,1,0,0,0,273.60220610810813,254.4652925955956,19.136913512512535,2.19235153,1.7206043722222224,-0.6248841108181818,-0.053416604909090906,-0.2211598446363637,-0.6248588696818179,0.43723988386363644,-0.16462198727272728,0.7706596710454545,-0.5121120911818184,-0.6248841108181818,-0.053416604909090906,-0.2211598446363637,-0.6248588696818179,0.43723988386363644,-0.16462198727272728,0.7706596710454545,-0.5121120911818184
Garjainia,7.769211892,1,0,1,0,251.19523219719719,246.60104893893896,4.5941832582582265,0.7392525822222222,0.4020970688888889,-1.1291986362857143,-0.30431249814285716,-0.7436531757142857,-1.0092595334285714,0.49010816414285713,-0.27114670814285713,-0.10949550328571432,-0.27659769,-1.1291986362857143,-0.30431249814285716,-0.7436531757142857,-1.0092595334285714,0.49010816414285713,-0.27114670814285713,-0.10949550328571432,-0.27659769
Garzapelta,-0.298764409,0,1,0,0,218.87743647347347,217.92815247047048,0.9492840030029868,0.2590254822222222,0.3543866866666667,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Gecatogomphius,-0.298764409,1,0,0,0,270.47944684784784,269.19000246146146,1.2894443863863785,0.6731297577777776,0.3425612433333333,0.606329388,-0.140761456,0.170636888,0.563065201,-0.410023608,0.015811136,0.542254147,-0.204188114,0.606329388,-0.140761456,0.170636888,0.563065201,-0.410023608,0.015811136,0.542254147,-0.204188114
Gephyrosaurus,-0.298764409,1,0,0,0,206.28979827727727,202.98051052452453,3.309287752752738,0.7856360444444445,0.8685477666666667,1.0367999264,0.8921392052,0.8096764573999999,0.7943616649999999,-0.260276431,1.1709221554,0.07146322760000001,1.3594862182,1.0367999264,0.8921392052,0.8096764573999999,0.7943616649999999,-0.260276431,1.1709221554,0.07146322760000001,1.3594862182
Glaurung,-0.298764409,1,0,0,0,257.47068954154156,257.34527118218216,0.1254183593594007,0.6619813155555556,1.0782031377777779,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359
Gnathovorax,-0.050003139,0,0,1,0,236.24358834634634,210.64108694794794,25.602501398398402,0.21627754222222223,0.9502161944444444,1.0847475473333335,0.48987600881481486,0.5472990623703704,1.0630780817407406,-0.6482289630000001,0.6190240580370371,-0.37242986677777784,0.8873645983703703,1.0847475473333335,0.48987600881481486,0.5472990623703704,1.0630780817407406,-0.6482289630000001,0.6190240580370371,-0.37242986677777784,0.8873645983703703
Gojirasaurus,-0.298764409,0,1,0,0,217.41329976476476,216.43842755855854,0.9748722062062143,0.23943112444444445,0.28127219999999997,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Gomphiosauridion,-0.298764409,0,1,0,0,231.72516774474474,230.96737498698698,0.7577927577577555,0.6971016955555556,0.49265211222222216,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Gondwanax,-0.298764409,0,0,1,0,239.40811979579578,238.555280994995,0.8528388008007823,0.4183567033333333,0.46824054111111113,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Gorgetosuchus,-0.298764409,0,1,0,0,231.5771369109109,230.83270708108108,0.7444298298298122,0.8001638144444444,0.4904663833333333,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Gracilisuchus,-0.298764409,0,0,1,0,240.62757353453452,238.32327187387386,2.3043016606606557,0.5023779522222223,0.5527211788888889,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Grallator,-0.298764409,0,1,0,0,221.5164447167167,212.6079435935936,8.908501123123102,0.33752111333333334,1.0173416344444446,1.193377754,0.47984326400000005,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.47984326400000005,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Graoullyodon,-0.298764409,1,0,0,0,205.02443098498497,204.544709977978,0.4797210070069866,1.2871396022222223,1.13233076,0.932414708,1.167003166,0.905312061,0.558768521,0.004693377,1.556154685,0.380521132,1.689356665,0.932414708,1.167003166,0.905312061,0.558768521,0.004693377,1.556154685,0.380521132,1.689356665
Gresslyosaurus,-0.039191905,1,0,0,0,226.44309332132133,206.5629085025025,19.880184818818833,0.17537528555555557,0.48247527,1.193377754,0.4798432639999999,0.6662230519999999,1.1477513809999997,-0.6577311429999999,0.593073361,-0.39212362900000003,0.8646805480000002,1.193377754,0.4798432639999999,0.6662230519999999,1.1477513809999997,-0.6577311429999999,0.593073361,-0.39212362900000003,0.8646805480000002
Guaibasaurus,-0.298764409,0,0,1,0,226.07269905005006,209.16554561261262,16.907153437437444,1.0872697122222221,1.7910438744444446,1.193377754,0.47984326399999994,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.47984326399999994,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Gualosuchus,-0.298764409,0,0,1,0,240.27667633533534,237.58780932832832,2.688867007007019,0.51244403,0.6458144899999999,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Guchengosuchus,-0.298764409,1,0,0,0,244.7791467037037,244.5640050860861,0.2151416176176042,1.7975819755555555,1.8638327333333333,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
Gyposaurus,-0.298764409,1,0,0,0,201.19504736636637,199.89347594394394,1.3015714224224268,2.1756105722222223,1.4361476977777778,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633
Halazhaisuchus,-0.298764409,1,0,0,0,244.69343666466466,244.49522781681682,0.19820884784783743,1.8419815611111112,1.86692937,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
Haligonia,1.579944723,1,1,0,0,235.13658683183183,200.64449383983984,34.492092991991996,0.46869121555555554,1.1036898044444443,1.0749139599210527,0.5607391524736842,0.6287325227894738,0.9920092177631583,-0.5388912131578948,0.7151264557631581,-0.2834738683684211,0.9647813329473683,1.0749139599210527,0.5607391524736842,0.6287325227894738,0.9920092177631583,-0.5388912131578948,0.7151264557631581,-0.2834738683684211,0.9647813329473683
Helveticosaurus,-0.298764409,0,1,0,0,245.21693122222223,241.24364027227227,3.9732909499499556,1.6041690188888889,1.937818291111111,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998
Hemilopas,-0.29052682,1,0,0,0,249.35933751851852,242.7465983053053,6.612739213213217,3.313667032222223,1.7384047133333334,-0.428430158,-0.3341001435,-0.863490697,-0.0794420465,-0.41158549299999997,-0.4602655155,0.066823527,-0.5734092045,-0.428430158,-0.3341001435,-0.863490697,-0.0794420465,-0.41158549299999997,-0.4602655155,0.066823527,-0.5734092045
Hemiprotosuchus,-0.298764409,0,0,1,0,224.00993496796798,213.12234572572572,10.887589242242257,0.8294810011111111,0.7961773311111112,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.392123629,0.8646805480000002,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.392123629,0.8646805480000002
Heptasuchus,-0.298764409,0,1,0,0,233.04508615215215,232.21316421121122,0.83192194094093,0.6032833211111112,0.4491263044444444,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Herrerasaurus,-0.298764409,0,0,1,0,236.4015593143143,227.5285163973974,8.873042916916916,0.7826169988888889,1.0158887777777779,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.9259274840000001,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.9259274840000001
Hesperosuchus,0.254752787,0,1,0,0,229.3688631931932,201.8492762892893,27.5195869039039,0.19245279888888892,1.4332792644444443,1.1292525253999999,0.5741734253666666,0.6659921093333333,1.0463585421999997,-0.5668422850666667,0.7284908923999999,-0.2837870117333334,0.9807620571999999,1.1292525253999999,0.5741734253666666,0.6659921093333333,1.0463585421999997,-0.5668422850666667,0.7284908923999999,-0.2837870117333334,0.9807620571999999
Heterodontichnites,-0.271723371,0,1,0,0,233.2351501701702,213.79313284584583,19.442017324324354,0.582968471111111,1.1528692922222221,1.095610568,0.4888727343333335,0.5591914613333335,1.0715454116666663,-0.649179181,0.6164289883333335,-0.3743992430000001,0.8850961933333333,1.095610568,0.4888727343333335,0.5591914613333335,1.0715454116666663,-0.649179181,0.6164289883333335,-0.3743992430000001,0.8850961933333333
