genus,lat_range_z_trans,Temperate_N,Tropical,Temperate_S,Antarctic,ts,te,time_span,avg_lam,avg_mu,mat_z_trans_NN,map_z_trans_NN,wmm_z_trans_NN,cmm_z_trans_NN,wmmcmm_z_trans_NN,wetmon_z_trans_NN,drymon_z_trans_NN,wetdry_z_trans_NN,mat_z_trans_WI,map_z_trans_WI,wmm_z_trans_WI,cmm_z_trans_WI,wmmcmm_z_trans_WI,wetmon_z_trans_WI,drymon_z_trans_WI,wetdry_z_trans_WI
Saurodektes,0.03910479,0,0,1,0,251.90319095495494,248.1298992922923,3.7732916626626434,0.5070653688888889,0.33097979888888884,-1.0516982970000002,-0.58254352,-0.058924850999999986,-1.2478069628000001,1.0871743474,-0.5202181749999999,-0.37920321520000005,-0.4611416439999999,-1.0516982970000002,-0.58254352,-0.058924850999999986,-1.2478069628000001,1.0871743474,-0.5202181749999999,-0.37920321520000005,-0.4611416439999999
Sauropareion,0.03910479,0,0,1,0,251.33078122922922,246.8229003073073,4.507880921921924,0.5489670211111111,0.3289666033333333,-1.206016867,-0.35084773799999996,-0.616991661,-1.1650150165000002,0.7007604865,-0.291135873,-0.18796241350000006,-0.268046606,-1.206016867,-0.35084773799999996,-0.616991661,-1.1650150165000002,0.7007604865,-0.291135873,-0.18796241350000006,-0.268046606
Saurorictus,-0.298764409,0,0,1,0,255.9124257907908,255.8140221011011,0.0984036896896896,1.249628197777778,1.2792377577777778,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359
Saurosternon,-0.298764409,0,0,1,0,255.18015919719718,255.06175596296296,0.11840323423422205,1.1281610655555556,1.3760997622222224,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359
Saurosuchus,-0.298764409,0,0,1,0,232.20606596596596,231.69402417017017,0.5120417957957955,0.8328302733333333,0.8726101911111112,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Scelidosaurus,-0.298764409,1,0,0,0,200.6794445845846,200.25657022522523,0.4228743593593549,1.7382172766666666,1.3940857744444444,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633
Scharschengia,-0.298764409,1,0,0,0,248.73372949849852,248.55682182982983,0.17690766866869012,3.2311275233333334,2.5504487444444446,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-0.668289252,-0.025101058999999995,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194
Schleitheimia,-0.298764409,1,0,0,0,216.82620888188188,216.17470456356355,0.6515043183183309,0.5362272677777778,0.5234244866666666,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Schultzsuchus,-0.298764409,0,0,1,0,240.41314090090088,239.74134463063064,0.6717962702702494,0.5024639544444444,0.5844678900000001,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Sclerocormus,-0.298764409,1,0,0,0,248.68926662762763,248.51675652652654,0.17251010110109632,2.8704605111111112,2.5388227466666664,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194
Sclerosaurus,0.519639939,0,1,0,0,247.2600605075075,244.11825853353355,3.1418019739739407,0.3917522622222222,0.22825005444444443,-0.42843015800000006,-0.3341001435,-0.863490697,-0.0794420465,-0.41158549299999997,-0.4602655155,0.066823527,-0.5734092045,-0.42843015800000006,-0.3341001435,-0.863490697,-0.0794420465,-0.41158549299999997,-0.4602655155,0.066823527,-0.5734092045
Sclerostropheus,-0.298764409,0,1,0,0,221.79890377377376,220.8674533953954,0.9314503783783721,0.3724845533333333,0.21359780777777776,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Scoloparia,1.579944723,1,1,0,0,236.4091383943944,201.1375248168168,35.2716135775776,0.5511959188888889,1.0529120344444445,1.0818558905789473,0.5773875697894738,0.6131835079210528,1.0100910288947371,-0.563818473,0.7382332410000001,-0.2764669083421053,0.9893081781315789,1.0818558905789473,0.5773875697894738,0.6131835079210528,1.0100910288947371,-0.563818473,0.7382332410000001,-0.2764669083421053,0.9893081781315789
Scolotosuchus,-0.298764409,1,0,0,0,249.25374296696697,249.09942453553555,0.15431843143142032,3.6542653322222223,2.840363412222222,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-0.8792980506846475,-0.15292677130101975,-1.1557010243291033,-0.5025648846687356,-0.19517367879712794,-0.20611912345328554,0.14576847025969172,-0.3044155774891284
Scutarx,-0.089796342,0,1,0,0,229.10935857757758,208.0449828088088,21.06437576876877,0.2097682488888889,1.4612011288888886,1.153382087,0.48353713822727273,0.6224374012727273,1.1165762117272724,-0.6542326130909091,0.602627935818182,-0.3848727438181819,0.8730324029090909,1.153382087,0.48353713822727273,0.6224374012727273,1.1165762117272724,-0.6542326130909091,0.602627935818182,-0.3848727438181819,0.8730324029090909
Scutosaurus,0.03736386,1,0,0,0,265.3980813693694,256.6186064164164,8.779474952952967,0.2633660722222222,0.23303847999999996,-1.4372506438181818,-0.07241837645454542,-0.6877030370909091,-1.3014601496363636,0.7836994817272729,-0.2724608827272727,0.7947639637272726,-0.6499334276363636,-1.4372506438181818,-0.07241837645454542,-0.6877030370909091,-1.3014601496363636,0.7836994817272729,-0.2724608827272727,0.7947639637272726,-0.6499334276363636
Scythosuchus,-0.298764409,1,0,0,0,249.64671331931933,249.49061248848847,0.1561008308308658,3.694016856666667,2.883863937777778,-1.743744482,-0.676594417,0.269638942,-2.255303398,2.175326743,-0.431060027,-0.737230785,-0.208189018,-1.3478131343449073,-0.4367456199270788,-0.38319130090660164,-1.4525189841476729,1.0895967398221453,-0.3280332206442975,-0.332801924577213,-0.2522624388605286
Shansisuchus,-0.085851344,1,0,0,0,246.78588748948948,241.77343851651653,5.012448972972948,0.27340916000000004,0.7800675488888889,-0.2685240953333334,-0.5400995331666666,-0.436736319,-0.08258565416666667,-0.17010530833333334,-0.6663013798333334,-0.12949809366666667,-0.7370792114999999,-0.2685240953333334,-0.5400995331666666,-0.436736319,-0.08258565416666667,-0.17010530833333334,-0.6663013798333334,-0.12949809366666667,-0.7370792114999999
Shihtienfenia,-0.142099221,1,0,0,0,254.10462834834834,251.9950853963964,2.109542951951937,0.3346046666666666,2.517697021111111,0.641031213,-0.85783329,0.400081183,0.601602015,-0.316302722,-1.156699075,-0.045629679,-1.3532369720000001,0.641031213,-0.85783329,0.400081183,0.601602015,-0.316302722,-1.156699075,-0.045629679,-1.3532369720000001
Shringasaurus,-0.298764409,0,0,1,0,246.6276955065065,241.93256587487485,4.695129631631659,3.64407675,0.5322097555555556,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998
Shuangbaisaurus,-0.298764409,1,0,0,0,200.92085163163162,200.52196823323322,0.3988833983983966,1.8469669044444446,1.412483598888889,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633,0.636282831,-0.125708183,0.9359908450000001,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633
Shuvosaurus,0.260728944,0,1,0,0,228.04788182782784,201.37582678678677,26.672055041041062,0.1567827311111111,1.51695243,1.1303304758,0.5961758084,0.6846649020333333,1.034346377133333,-0.5456166639333333,0.7582580404666664,-0.25980462496666673,1.0062096965666665,1.1303304758,0.5961758084,0.6846649020333333,1.034346377133333,-0.5456166639333333,0.7582580404666664,-0.25980462496666673,1.0062096965666665
Sigmala,-0.298764409,1,0,0,0,236.48750443743745,227.52980102402404,8.957703413413412,0.51339442,0.5455914833333334,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.9259274840000001,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.9259274840000001
Sikannisuchus,-0.298764409,1,0,0,0,223.71175404404403,210.06419226326327,13.647561780780762,0.5091912611111111,0.6220616955555556,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999995,-0.6577311430000001,0.593073361,-0.39212362900000003,0.8646805480000003,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999995,-0.6577311430000001,0.593073361,-0.39212362900000003,0.8646805480000003
Silesaurus,-0.298764409,1,0,0,0,231.08726351051052,230.10612926526528,0.9811342452452436,0.3376864544444445,0.4148836533333334,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Sillosuchus,-0.298764409,0,0,1,0,231.35755204104103,230.89900271171172,0.45854932932931547,0.8350892522222222,0.8736089377777777,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Sinosaurosphargis,-0.298764409,0,1,0,0,246.72168862662664,244.19814952952953,2.523539097097114,4.817071722222223,0.6976463955555555,-0.3484771266666667,-0.4370998383333333,-0.650113508,-0.08101385033333335,-0.29084540066666664,-0.5632834476666667,-0.031337283333333334,-0.6552442079999999,-0.3484771266666667,-0.4370998383333333,-0.650113508,-0.08101385033333335,-0.29084540066666664,-0.5632834476666667,-0.031337283333333334,-0.6552442079999999
Sinosaurus,-0.298764409,1,0,0,0,201.35712988388389,199.41130350350352,1.9458263803803675,2.6078884077777773,1.4361476977777778,0.636282831,-0.125708183,0.935990845,0.23202464999999997,0.315160617,-0.21491759599999996,-0.605214952,-0.006092633,0.636282831,-0.125708183,0.935990845,0.23202464999999997,0.315160617,-0.21491759599999996,-0.605214952,-0.006092633
Skybalonyx,-0.298764409,0,1,0,0,221.60828101801803,220.60421485985987,1.0040661581581674,0.4289060911111111,0.2841042088888889,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Smilodonterpeton,-0.298764409,1,0,0,0,205.65022992592594,205.20841893293294,0.4418109929929983,1.2507567266666668,1.0456814655555555,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.0924687234658872,0.7455538333529337,0.758673843326032,0.9200038500188933,-0.4015852359843956,0.9654770565422017,-0.09335782681139762,1.183565803006973
Smilosuchus,-0.092734975,0,1,0,0,234.26527062762761,207.71731236436437,26.54795826326324,0.41318031222222223,1.5519700044444447,1.1095773088571428,0.4875828100000001,0.5744816885714287,1.0824319787142855,-0.650400889857143,0.6130924701428572,-0.37693129814285725,0.8821796725714285,1.1095773088571428,0.4875828100000001,0.5744816885714287,1.0824319787142855,-0.650400889857143,0.6130924701428572,-0.37693129814285725,0.8821796725714285
Sophineta,-0.298764409,1,0,0,0,249.39687514814815,249.20283721221222,0.19403793593593832,3.0872633111111107,2.343083681111111,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-1.0266024711362403,-0.24216140315850018,-0.9128185621190101,-0.8012371002698675,0.20876713021489757,-0.24444976862974616,-0.004697410381750838,-0.2880182657944888
Soturnia,-0.298764409,0,0,1,0,223.3003226036036,212.4264373913914,10.873885212212201,0.7797240044444443,1.2600735377777779,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.392123629,0.8646805480000002,1.193377754,0.4798432640000001,0.6662230520000001,1.1477513809999997,-0.6577311430000001,0.593073361,-0.392123629,0.8646805480000002
Soumyasaurus,-0.298764409,0,1,0,0,217.92691018318317,216.9859883883884,0.9409217947947752,0.2559001788888889,0.3003792511111111,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Sphenotitan,-0.298764409,0,0,1,0,225.3638302932933,210.21272428928927,15.15110600400402,0.9734475244444444,1.6972435611111112,1.193377754,0.47984326400000016,0.666223052,1.1477513809999995,-0.657731143,0.593073361,-0.3921236290000001,0.8646805480000004,1.193377754,0.47984326400000016,0.666223052,1.1477513809999995,-0.657731143,0.593073361,-0.3921236290000001,0.8646805480000004
Sphodrosaurus,-0.298764409,0,1,0,0,217.69176087587587,216.83170683083083,0.8600540450450467,0.34267990333333337,0.3556279666666667,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Spinosuchus,-0.111240868,0,1,0,0,234.72092585285284,210.57505517517518,24.145870677677664,0.4816643844444445,1.2143408455555555,1.09952125544,0.48851155552000003,0.56347272496,1.07459365044,-0.6495212594800001,0.61549476324,-0.3751082184400001,0.88427956752,1.09952125544,0.48851155552000003,0.56347272496,1.07459365044,-0.6495212594800001,0.61549476324,-0.3751082184400001,0.88427956752
Spondylolestes,-0.298764409,0,0,1,0,257.3100112312312,255.10900797897898,2.201003252252235,1.0737447277777779,2.048027556666667,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359
Spondylosoma,-0.298764409,0,0,1,0,241.53348558858858,237.3449638178178,4.1885217707707625,0.6147992900000001,0.6132677222222221,-0.2279487992,0.069152348,0.22562223239999998,-0.3434836116,0.43451434879999995,-0.20768102160000002,-0.32074765679999995,-0.11446489899999998,-0.2279487992,0.069152348,0.22562223239999998,-0.3434836116,0.43451434879999995,-0.20768102160000002,-0.32074765679999995,-0.11446489899999998
Stagonolepis,2.275990935,1,1,0,0,235.09257998398397,206.49853243543544,28.59404754854853,0.45136825888888893,0.4252558455555556,1.1053872865999999,0.4879697873000001,0.5698946204,1.0791660086,-0.6500343772000001,0.6140934256000001,-0.3761716816000001,0.8830546287999999,1.1053872865999999,0.4879697873000001,0.5698946204,1.0791660086,-0.6500343772000001,0.6140934256000001,-0.3761716816000001,0.8830546287999999
Stagonosuchus,-0.298764409,0,0,1,0,246.33183343143145,241.64123587187186,4.690597559559592,2.94759125,0.56583454,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998
Staurikosaurus,-0.298764409,0,0,1,0,232.23544875475477,231.76511928228228,0.4703294724724856,1.0226509466666667,0.8757742977777778,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Stauromatodon,-0.298764409,1,0,0,0,238.7501326976977,238.14430168168167,0.6058310160160261,0.7717965233333333,0.6369949166666667,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Stegomus,-0.078648246,0,1,0,0,229.38233927827827,207.88475303703703,21.497586241241237,0.26406908777777777,1.437025181111111,1.1551210290434784,0.483376535,0.6243411252173913,1.117931653869565,-0.6543847230869565,0.6022125195217392,-0.38518799969565226,0.8726692787826087,1.1551210290434784,0.483376535,0.6243411252173913,1.117931653869565,-0.6543847230869565,0.6022125195217392,-0.38518799969565226,0.8726692787826087
Stenaulorhynchus,-0.298764409,0,0,1,0,246.62436182282283,237.265446017017,9.358915805805822,3.8676395544444446,0.5996436366666666,-0.2082599316,-0.28697344,0.0011315511999999972,-0.21382053480000002,0.19257456639999998,-0.4885001668000001,-0.27420328039999997,-0.4666895569999999,-0.2082599316,-0.28697344,0.0011315511999999972,-0.21382053480000002,0.19257456639999998,-0.4885001668000001,-0.27420328039999997,-0.4666895569999999
Stenomyti,-0.298764409,0,1,0,0,220.7648016056056,219.789623992993,0.9751776126126117,0.2617524577777778,0.24425882666666665,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Stenoscelida,-0.298764409,0,0,1,0,215.40566813513513,214.23998623323322,1.1656819019019053,0.13591039444444444,0.36223843777777776,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Styracocephalus,-0.298764409,0,0,1,0,263.29266555055057,259.8785076626627,3.4141578878878818,1.68256253,0.6477740844444444,-1.833262318,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419,-1.833262318,-0.389622535,-1.423499545,-1.369112213,0.432942128,-0.333411258,0.330369084,-0.531297419
Suchonosaurus,-0.298764409,1,0,0,0,259.3406084234234,259.10310357057057,0.23750485285285095,0.7449415888888888,1.0079590811111112,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359,-1.2305393189922205,-0.19552284287977903,0.33670952740425397,-1.5952259360932117,1.62029902010007,-0.43069815165655745,0.7019018433895662,-0.7994443248076102
Sumidadectes,-0.298764409,0,1,0,0,279.013098993994,278.74887367067066,0.2642253233233305,1.3002403644444445,1.1186658144444444,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983,0.822347339,-1.32411463,0.110798469,0.845616325,-0.697127282,-0.871430848,-1.748380345,-0.314802983
Syntarsus,-0.298764409,0,1,0,0,205.87540803603605,205.51147766666668,0.3639303693693705,1.3419731533333334,2.4413011888888887,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Syntomiprosopus,-0.298764409,0,1,0,0,221.5760885065065,220.68480316316317,0.891285343343327,0.3873527977777778,0.2350994011111111,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Tachiraptor,-0.298764409,0,1,0,0,200.53436285385385,200.38780927727728,0.1465535765765651,3.5659381266666665,3.6932708366666662,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633,0.636282831,-0.125708183,0.935990845,0.23202465,0.315160617,-0.214917596,-0.605214952,-0.006092633
Tangasaurus,-0.298764409,0,0,1,0,253.74578446346345,252.28658176976975,1.4592026936936975,1.2741131388888887,3.1257773822222226,0.641031213,-0.85783329,0.400081183,0.601602015,-0.316302722,-1.156699075,-0.045629679,-1.353236972,0.641031213,-0.85783329,0.400081183,0.601602015,-0.316302722,-1.156699075,-0.045629679,-1.353236972
Tanystropheus,3.576657446,1,1,0,0,247.85392459159158,201.21651544344346,46.63740914814812,0.3927446466666667,1.057632167777778,0.7343833880196077,0.3778040465882353,0.4047629776078431,0.6997546143137257,-0.4017937962745098,0.4470228745686275,-0.2523369264705883,0.6339736125686276,0.7343833880196077,0.3778040465882353,0.4047629776078431,0.6997546143137257,-0.4017937962745098,0.4470228745686275,-0.2523369264705883,0.6339736125686276
Tanytrachelos,0.099898773,0,1,0,0,229.2170464904905,207.37944551851854,21.837600971971966,0.18254127111111113,0.572795531111111,1.1551210290434784,0.483376535,0.6243411252173913,1.117931653869565,-0.6543847230869565,0.6022125195217392,-0.38518799969565226,0.8726692787826087,1.1551210290434784,0.483376535,0.6243411252173913,1.117931653869565,-0.6543847230869565,0.6022125195217392,-0.38518799969565226,0.8726692787826087
Tarjadia,-0.298764409,0,0,1,0,241.35920034634634,237.09884081681682,4.260359529529524,0.6970248600000001,0.6658180366666666,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743,-0.237793233,0.247215242,0.337867573,-0.40831515,0.55548424,-0.067271449,-0.344019845,0.06164743
Tasmaniosaurus,1.084875178,0,0,1,1,251.79785373273273,250.97212673173172,0.8257270010010132,0.9150901211111111,0.40869046777777784,-1.743744482,-0.676594417,0.269638942,-2.255303398,2.175326743,-0.431060027,-0.737230785,-0.208189018,-1.743744482,-0.676594417,0.269638942,-2.255303398,2.175326743,-0.431060027,-0.737230785,-0.208189018
Tawa,-0.298764409,0,1,0,0,225.49861604004002,210.17555185685686,15.323064183183163,0.48897314444444445,0.7787826344444445,1.193377754,0.47984326400000016,0.666223052,1.1477513809999995,-0.657731143,0.593073361,-0.3921236290000001,0.8646805480000004,1.193377754,0.47984326400000016,0.666223052,1.1477513809999995,-0.657731143,0.593073361,-0.3921236290000001,0.8646805480000004
Taytalura,-0.298764409,0,0,1,0,232.16999747347347,231.70192121821822,0.4680762552552551,0.8352748122222222,0.8922003266666666,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.919133473,-0.632075257,0.663140243,-0.338950471,0.925927484
Technosaurus,-0.298764409,0,1,0,0,217.98584925425425,217.0160959019019,0.9697533523523418,0.36485909000000005,0.5960784077777779,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.479843264,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Tecovasaurus,-0.089796342,0,1,0,0,230.4764688918919,207.61513646646648,22.861332425425417,0.2527619055555556,1.5653137766666667,1.144494161,0.48435799916666666,0.6127072566666666,1.1096483963333332,-0.6534551620000001,0.6047511746666666,-0.383261436,0.8748883706666667,1.144494161,0.48435799916666666,0.6127072566666666,1.1096483963333332,-0.6534551620000001,0.6047511746666666,-0.383261436,0.8748883706666667
Tecovasuchus,-0.298764409,0,1,0,0,225.695676,210.70417308308308,14.991502916916915,0.5799362266666667,1.2871196333333335,1.193377754,0.47984326400000016,0.666223052,1.1477513809999995,-0.657731143,0.593073361,-0.3921236290000001,0.8646805480000004,1.193377754,0.47984326400000016,0.666223052,1.1477513809999995,-0.657731143,0.593073361,-0.3921236290000001,0.8646805480000004
Teleocrater,-0.298764409,0,0,1,0,246.00923864964966,241.95267501501502,4.056563634634642,2.6989065922222224,0.5184286633333334,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998
Teraterpeton,-0.298764409,0,1,0,0,234.31592276276274,229.6507101981982,4.665212564564541,1.2660522166666668,0.46857342555555553,0.900076196,0.506931675,0.34512828,0.9191334730000001,-0.632075257,0.663140243,-0.338950471,0.925927484,0.900076196,0.506931675,0.34512828,0.9191334730000001,-0.632075257,0.663140243,-0.338950471,0.925927484
Teratophon,-0.298764409,0,0,1,0,246.26778694394395,241.89875236636635,4.369034577577594,3.071790272222222,0.5419113955555555,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998,-0.188571064,-0.643099228,-0.22335913000000002,-0.084157458,-0.049365216,-0.769319312,-0.22765890400000002,-0.8189142149999998
Teratosaurus,5.481227307,1,0,1,0,251.40508094894892,205.38136364664666,46.02371730230226,0.8113306755555555,0.52412443,0.5141895548823529,0.22260794464705883,0.2729024284509804,0.5093780247254902,-0.3046388589411765,0.26317234625490193,-0.31884057547058825,0.4432450092941178,0.5141895548823529,0.22260794464705883,0.2729024284509804,0.5093780247254902,-0.3046388589411765,0.26317234625490193,-0.31884057547058825,0.4432450092941178
Termatosaurus,0.097066209,1,0,0,0,208.21208596296296,201.61521545745745,6.596870505505507,0.08807852222222222,0.9082252066666667,1.0628962309999999,0.823423215,0.7857675565,0.853259951,-0.326518883,1.074614023,-0.005801248499999995,1.2770186065,1.0628962309999999,0.823423215,0.7857675565,0.853259951,-0.326518883,1.074614023,-0.005801248499999995,1.2770186065
Terrestrisuchus,-0.298764409,1,0,0,0,236.27397078578576,227.26567112912912,9.008299656656646,0.5307424788888889,0.6030515655555555,0.900076196,0.5069316749999999,0.34512828,0.9191334730000001,-0.6320752570000001,0.663140243,-0.338950471,0.9259274840000001,0.900076196,0.5069316749999999,0.34512828,0.9191334730000001,-0.6320752570000001,0.663140243,-0.338950471,0.9259274840000001
Teyujagua,-0.298764409,0,0,1,0,249.44322593793794,249.2916807147147,0.15154522322325192,3.876446037777778,2.7464795322222217,-0.668289252,-0.025101059,-1.503622264,-0.074726635,-0.77380577,-0.151211719,0.361305958,-0.327904194,-1.1073776981983636,-0.29109372730733096,-0.77963256556655,-0.9650157293046767,0.4302703985321348,-0.26546859860154426,-0.08720624234113489,-0.27902670551895586
Teyumbaita,-0.298764409,0,0,1,0,225.7794385965966,208.90446884784785,16.874969748748754,1.2634055400000002,1.7247091933333332,1.193377754,0.47984326399999994,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548,1.193377754,0.47984326399999994,0.666223052,1.147751381,-0.657731143,0.593073361,-0.392123629,0.864680548
Thadeosaurus,-0.298764409,0,0,1,0,255.57009813613612,255.4691466996997,0.10095143643641791,1.1900101111111114,1.3237295844444448,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359,-0.766473746,-0.046076107,1.691979582,-1.769321822,2.534502489,-0.505604034,0.987962875,-1.00590359
Thecodontosaurus,0.571361546,1,0,0,0,245.56764993093094,200.52795193493495,45.03969799599599,0.2095268866666667,1.0902983555555554,0.8084690854693877,0.4048081538571428,0.5063164563469387,0.7378187899591836,-0.3791703313673469,0.4827549338163265,-0.28508880028571426,0.6898221267551021,0.8084690854693877,0.4048081538571428,0.5063164563469387,0.7378187899591836,-0.3791703313673469,0.4827549338163265,-0.28508880028571426,0.6898221267551021
Theledectes,-0.298764409,0,0,1,0,245.08126822422423,244.4495051791792,0.6317630450450338,1.2890540899999998,0.3100738066666666,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215,-0.188571064,-0.643099228,-0.22335913,-0.084157458,-0.049365216,-0.769319312,-0.227658904,-0.818914215
