genus,lat_range_z_trans,Temperate_N,Tropical,Temperate_S,Antarctic,ts,te,time_span,avg_lam,avg_mu,mean_pt_1myr_z_trans_NN,Mod_R_deltaTMyr_pt_1myr_z_trans_NN,mean_pt_1myr_z_trans_WI,Mod_R_deltaTMyr_pt_1myr_z_trans_WI,Stage
Boreopricea,-0.336825198,1,0,0,0,249.95371861561563,248.22559632332332,1.728122292292312,2.7036200077777783,1.9582600566666664,1.9092488182519396,-0.6703432065006151,1.9092488182519396,-0.6703432065006151,Early Triassic
Bradysaurus,-0.336825198,0,0,1,0,264.5958311041041,257.87157509509507,6.724256009009025,2.0846014299999998,1.2776841755555557,-0.47045371837014865,0.5208764811982872,-0.47045371837014865,0.5208764811982872,Capitanian
Brasinorhynchus,-0.336825198,0,0,1,0,240.66704835635636,238.2670908988989,2.3999574574574467,0.64793103,1.1641034922222222,1.1363613700259585,0.4807466034028619,1.1363613700259585,0.4807466034028619,Ladinian
Bromsgroveia,-0.249980413,1,1,0,0,246.6044885995996,241.8889974144144,4.715491185185186,2.7359261011111116,0.31930905000000004,1.335888741986888,0.05487469015041726,1.335888741986888,0.05487469015041726,Anisian
Broomia,-0.153838008,0,0,1,0,263.8533961281281,260.4557466826827,3.3976494454454382,0.8349060388888889,0.2708104088888889,-0.5753778902196263,1.4744569071719458,-0.5753778902196263,1.4744569071719458,Capitanian
Bunostegos,-0.336825198,0,1,0,0,253.22255962562562,253.13389145345346,0.08866817217216294,2.6731627466666668,2.78670997,-1.3892424043400364,0.0361209522064403,-1.2888234723091994,-0.10196013497413708,Lopingian
Bystrowisuchus,-0.336825198,1,0,0,0,249.36758761761763,249.16889596796796,0.19869164964967467,2.647930257777778,1.9644334055555555,1.9092488182519396,-0.6703432065006151,1.9748136968313077,-0.7647252779970852,Early Triassic
Candelaria,-0.336825198,0,0,1,0,241.9222483183183,237.68170296396397,4.240545354354339,0.7224498999999999,1.7135555266666669,1.2663814553154984,0.5523930873199718,1.2663814553154984,0.5523930873199718,Ladinian
Captorhinus,3.374786389,0,1,1,0,290.8097085085085,256.58938365065063,34.22032485785786,0.2555450033333333,0.28810002777777777,-0.7198143297687991,0.14313317753340332,-0.7198143297687991,0.14313317753340332,Mixed
Cartorhynchus,-0.336825198,1,0,0,0,249.63329777677677,249.45013835535536,0.18315942142140784,2.66174949,2.2664519655555555,2.1536733648400794,-1.0221976677827795,2.0416580109287423,-0.8609491248031074,Early Triassic
Ceresiosaurus,0.391815082,0,1,0,0,242.21766062362363,237.20457833933935,5.01308228428428,0.20703528555555556,0.46125985333333336,1.1811156921277588,0.7429947046370649,1.1811156921277588,0.7429947046370649,Ladinian
Chalishevia,-0.336825198,1,0,0,0,241.21273859959962,237.91027897897897,3.3024596206206525,1.4744112999999999,1.6031252588888891,1.2663814553154984,0.5523930873199718,1.2663814553154984,0.5523930873199718,Ladinian
Chanaresuchus,-0.336825198,0,0,1,0,241.24256652352352,238.0913306986987,3.1512358248248233,0.7634883311111111,1.241984571111111,1.5152544856940098,0.9744206803875906,1.5152544856940098,0.9744206803875906,Ladinian
Chaohusaurus,0.890538187,1,1,0,0,251.22470618318317,241.3797882132132,9.84491796996997,1.9743880211111111,0.2114739033333333,1.5841580217022853,-0.04638346758464584,1.5841580217022853,-0.04638346758464584,Mixed
Chasmatosuchus,-0.04248638,1,0,0,0,251.8259640950951,246.87363628128128,4.95232781381381,1.8387486844444445,0.67530439,1.8324273014176824,-0.1476416253197089,1.8324273014176824,-0.1476416253197089,Early Triassic
Chinchenia,-0.336825198,0,1,0,0,241.92551852752752,241.6390956866867,0.28642284084082803,1.5332329266666669,1.6648210844444444,0.8400526393768003,1.5054011739054376,1.1520039594821836,1.6047491701319128,Ladinian
Cladeiodon,-0.336825198,1,0,0,0,244.7312706066066,244.39669690190192,0.3345737047046953,1.2770353099999998,1.3677137766666667,0.8147716463490362,-0.7965389385741263,1.3121243669712026,0.12387850787081928,Anisian
Clarazia,-0.336825198,0,1,0,0,244.26667406306308,243.8615508958959,0.4051231671671758,0.7066646911111111,0.8585953122222222,1.9554463929321844,1.3144315938900808,1.9554463929321844,1.3144315938900808,Anisian
Claudiosaurus,-0.336825198,0,0,1,0,259.59615054654654,252.0397110740741,7.556439472472448,1.4421169244444445,2.8406643744444446,-0.5274013517164857,-0.3363390419630069,-0.5274013517164857,-0.3363390419630069,Lopingian
Coartaredens,-0.336825198,0,1,0,0,245.59756164064063,243.48969085285285,2.107870787787789,1.3386140266666668,1.1797501455555557,1.3851090196406104,0.25894632765797726,1.3851090196406104,0.25894632765797726,Anisian
Coelodontognathus,-0.336825198,1,0,0,0,249.72778933433432,247.83333017517518,1.8944591591591404,2.014825267777778,2.1203247999999997,1.872564461766005,-0.859747521354969,1.872564461766005,-0.859747521354969,Early Triassic
Coelurosauravus,5.514311419,1,0,1,0,260.6746265375375,250.93168256656656,9.742943970970941,0.6210906588888888,0.4676123744444444,-0.1579211320766199,0.3424363675885389,-0.1579211320766199,0.3424363675885389,Lopingian
Coletta,-0.336825198,0,0,1,0,248.39168735635633,248.20792568268268,0.1837616736736436,2.783055973333333,2.5231883088888885,1.8358801052800704,-1.0491518362093228,1.857876523757792,-0.9355825393724015,Early Triassic
Collilongus,-0.336825198,1,0,0,0,249.43766517717717,249.2224597067067,0.21520547047046534,2.530415053333333,1.9420593155555557,1.9092488182519396,-0.6703432065006151,1.9899241809693744,-0.7864771491995748,Early Triassic
Contectopalatus,-0.336825198,0,1,0,0,239.59275960860862,239.33635262962963,0.2564069789789869,1.3658532966666668,1.6049198544444445,0.7446132569171925,0.523448309350873,1.108591223113288,0.4837736317609249,Ladinian
Corosaurus,-0.336825198,0,1,0,0,250.43984635635636,247.45065073973973,2.9891956166166267,3.164580198888889,1.7234455122222223,1.9662674294573632,-0.9138975701642392,1.9662674294573632,-0.9138975701642392,Early Triassic
Cosesaurus,-0.336825198,0,1,0,0,238.60715392292292,238.3480702042042,0.2590837187187276,1.366003071111111,1.7327927833333332,0.5197623641799644,-0.7136896918828842,0.6271538630542994,-0.12281765820073759,Ladinian
Ctenosauriscus,-0.336825198,1,0,0,0,249.39652946746747,249.21324487687687,0.18328459059060265,3.3883208744444446,2.3711974244444445,1.9092488182519396,-0.6703432065006151,1.9837707270706666,-0.7776191182171023,Early Triassic
Cyamodus,0.937654861,1,1,0,0,246.76556370370372,227.40632291891893,19.359240784784788,2.028978743333333,0.20843730444444444,1.0202070852571157,-0.06609741118645523,1.0202070852571157,-0.06609741118645523,Mixed
Cymatosaurus,0.180154396,1,1,0,0,246.7543422142142,242.01502228528528,4.739319928928921,3.1513118733333334,0.16528978111111112,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378,Anisian
Cymbospondylus,2.016869844,1,1,0,0,250.46666645745745,236.6044040710711,13.862262386386362,1.5949249955555553,0.3159689888888889,1.376405242524066,-0.07606933620020638,1.376405242524066,-0.07606933620020638,Mixed
Czatkowiella,-0.336825198,1,0,0,0,248.57476445245248,248.36773303203205,0.2070314204204351,2.6700251255555556,2.127951601111111,1.8358801052800704,-1.0491518362093228,1.8704550189879976,-0.8706387459085776,Early Triassic
Dactylosaurus,-0.149129352,1,0,0,0,246.83317451951953,241.9386397787788,4.894534740740738,2.7078820200000004,0.9255855533333334,1.335888741986888,0.05487469015041726,1.335888741986888,0.05487469015041726,Anisian
Dawazisaurus,-0.336825198,0,1,0,0,244.78574964764763,244.40411175975976,0.38163788788787656,1.2831160322222221,0.8637357588888889,0.8147716463490362,-0.7965389385741263,1.2768239632504208,0.058550409513354384,Anisian
Decuriasuchus,-0.214738887,0,0,1,0,244.69237601901904,236.85427247447447,7.838103544544566,1.5810741722222221,1.0304058022222222,1.294835936242457,0.38129152351570983,1.294835936242457,0.38129152351570983,Mixed
Deltavjatia,-0.336825198,1,0,0,0,264.26474517517516,259.6092841351351,4.655461040040052,0.6489664622222222,1.13963736,-0.6861755106823118,0.8560729686572633,-0.6861755106823118,0.8560729686572633,Capitanian
Diandongosaurus,-0.336825198,0,1,0,0,245.9615177117117,245.54755948048046,0.4139582312312484,2.614324908888889,0.7352196055555555,1.0022109098915075,-0.7842463317383722,0.9562018051156588,-0.7872636922699151,Anisian
Diandongosuchus,-0.336825198,0,1,0,0,239.6042695975976,239.28325731531532,0.3210122822822825,1.3063943477777777,1.3384335733333335,0.7446132569171925,0.523448309350873,1.0923002503840706,0.4855493960947201,Ladinian
Dianmeisaurus,-0.336825198,0,1,0,0,246.164817019019,243.55658115015015,2.60823586886886,2.523330424444444,1.4261092022222221,1.2574763163909093,-0.08878455880747256,1.2574763163909093,-0.08878455880747256,Anisian
Dianopachysaurus,-0.336825198,0,1,0,0,245.85632185785786,245.45629313413414,0.40002872372372167,1.4767892033333334,0.7286002300000001,1.0022109098915075,-0.7842463317383722,0.9377894400559306,-0.7884712085624892,Anisian
Dinocephalosaurus,-0.336825198,0,1,0,0,246.4377665935936,244.15993955355356,2.2778270400400515,3.400332263333333,0.90105682,0.9084912781202719,-0.7903926351562492,0.9084912781202719,-0.7903926351562492,Anisian
Doliovertebra,-0.336825198,1,0,0,0,244.85196135835835,244.5701488048048,0.28181255355355006,1.7820804577777778,1.2696620122222222,0.8147716463490362,-0.7965389385741263,1.1443638179424593,-0.18658473028756106,Anisian
Dongusuchus,-0.190836529,1,0,0,0,246.8978054144144,242.67139037337336,4.226415041041037,3.1716125611111106,0.8950370677777778,1.4598477676394097,-0.3077569307883378,1.4598477676394097,-0.3077569307883378,Anisian
Dorosuchus,-0.336825198,1,0,0,0,245.5969817157157,243.0101466716717,2.5868350440440224,2.461333956666667,1.7174394322222224,1.3851090196406104,0.25894632765797726,1.3851090196406104,0.25894632765797726,Anisian
Eifelosaurus,-0.336825198,1,0,0,0,246.0363363993994,245.71805004504506,0.31828635435434194,1.8893096022222224,1.1004852277777777,1.0022109098915075,-0.7842463317383722,1.0022109098915075,-0.7842463317383722,Anisian
Elessaurus,-0.336825198,0,0,1,0,248.88609839339338,248.7114306016016,0.1746677917917907,3.624703042222222,2.710244218888889,1.9092488182519396,-0.6703432065006151,1.8944844284290818,-0.7465729514523406,Early Triassic
Elginia,0.470326561,1,0,0,0,258.25470796996996,251.70441188288288,6.550296087087077,0.25795006555555555,0.45134280222222223,-0.4253124756351405,0.11873754773507418,-0.4253124756351405,0.11873754773507418,Lopingian
Elorhynchus,-0.336825198,0,0,1,0,239.41890211511512,238.9527501031031,0.46615201201200307,0.39013113222222223,0.9492598699999999,0.7446132569171925,0.523448309350873,0.7446132569171925,0.523448309350873,Ladinian
Embrithosaurus,-0.336825198,0,0,1,0,263.9911785345345,259.73308912412415,4.258089410410378,1.6035865044444446,1.1487638655555554,-0.5978822564076842,1.2422242677939612,-0.5978822564076842,1.2422242677939612,Capitanian
