occurrence_no,common_body_parts,pres_mode,preservation_quality,abund_value,abund_unit,class,order,family,genus,life_habit,diet,collection_no,early_interval,late_interval,time_bins,museum,age_max,age_min,age_median,age_uncer_range,lng,lat,occurrence_comments,cc,state,county,formation,stratgroup,member,zone,accepted_name,accepted_attr,accepted_rank,accepted_no,identified_name,identified_rank,identified_no,difference,ref_author,ref_pubyr,reference_no,collection_name,collection_subset,collection_aka,latlng_basis,latlng_precision,geogscale,geogcomments,paleomodel,geoplate,paleoage,paleolng,paleolat,paleomodel2,geoplate2,paleoage2,paleolng2,paleolat2,paleomodel3,geoplate3,paleoage3,paleolng3,paleolat3,cc.1,protected,stratscale,stratcomments,lithdescript,lithology1,lithadj1,lithification1,lithology2,lithification2,environment,geology_comments,assembl_comps,articulated_parts,associated_parts,rare_body_parts,feed_pred_traces,preservation_comments,collection_type,collection_methods,collection_coverage,collection_size,rock_censused,collectors,collection_dates,collection_comments,taxonomy_comments,taxon_environment,composition,species,municipality,outcrop_details,outcrop_overview,source,ref
752568,,body,,1,individuals,Osteichthyes,Cotylosauria,Caseidae,Casea,,,80574,Leonardian,,-,,286.1,273.01,279.555,13.09,-99.633331,33.849998,FMNH UR 117 (type),US,Texas,Foard,Choza,Clear Fork,,,Casea halselli,NA,species,120854,Casea n. sp. halselli,species,120854,,Olson,1954,26906,Locality FC (Middle Choza Fm.),NA,Halsell Ranch,estimated from map,minutes,small collection,"""Locality FC has not been previously mentioned in the papers on the Vale and Choza. It is located on aerial photographs as follows: CZW 2C 45, pipeline road at 6.9-7.1 south along road to 6.6-4.1, west to hill at 3.3-4.3, northeast along divide to 4.4-7.0 and along breaks to 6.9-7.1. As for all cited photo-indexes, co-ordinates are measured in inches right from the left picture margin and then up from the lower picture margin. The specific location of the type specimen of Casea halselli is CZW 2C 45 4.81-7.79.""",gplates,101,mid,-30.24,0.07,scotese,101,mid,-28.88,2.63,seton,not computable using this model,NA,NA,NA,US,,bed,"""Middle part of Choza Formation""",,"""shale""",red,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
752530,,body,,1,individuals,Osteichthyes,Cotylosauria,Eothyrididae,Eothyris,,,28238,Artinskian,,Artinskian,,290.1,283.5,286.8,6.6,-98.901947,33.740276,MCZ 1161 (type),US,Texas,Archer,Belle Plains,Wichita,,,Eothyris parkeyi,NA,species,122195,n. gen. Eothyris n. sp. parkeyi,species,122195,,Romer,1937,43845,"Tit Mountain, 21 (Belle Plains Formation)",NA,"Locality 21 (Romer 1928), Locality Vd (Romer & Price 1940), Corn Mountain, Corn Hill, faunal Zone 2, Middle Wichita Group, Texas red-beds, redbeds",based on nearby landmark,seconds,outcrop,"""Tit Mountain or Corn Hill, an elevation just northeast of Dundee"" See detailed locality map in Romer 1928. ""Zone 2. Middle Wichita; to the Beaverburk Limestone; Belle Plains Formation?"" Lat long is for Dundee.",gplates,101,mid,-30.18,-1.06,scotese,101,mid,-29.7,-0.15,seton,not computable using this model,NA,NA,NA,US,,group of beds,"""about 500 feet above the Coleman Junction."" Details for Faunal Zone 2 of Romer 1928: ""Beyond the horizon of Godwin Creek is found a series of beds about 200 feet in thickness, of a transitional character, in which thin and impure limestones are occasionally present.""\r\nthe base of the Artinskian is just above Coleman Junction Formation (Wardlaw 2005, Permophiles), and the ""Belle Plains"" = Petrolia Formation is below the Waggoner Ranch Formation, whose base equals the base of the Bead Mountain Formation (Tabor et al. 2002), which is in the middle of the Artinskian (Wardlaw 2005)","red-beds and ""6-inch limestone""\r\n\r\n",claystone,red,,"""limestone""",,terrestrial indet.,,macrofossils,,,,,,taxonomic,,,,,,,"Not the same as ""South side of Tit Mountain butte, TMM 40031"" locality (Langston 1986); that collection was obviously made much later than the Tit Mountain collection of Romer (1928), which has less detailed locality data.\r\nRomer (1928) paper is a review of vertebrates from the Texas red-beds with previously unreported (or undetailed) localities.",,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
748675,,"body,concretion",variable,1,individuals,Osteichthyes,Cotylosauria,Sphenacodontidae,Dimetrodon,,,27704,Kungurian,,Kungurian,FMNH,283.5,273.01,278.255,10.49,-99.557777,33.731667,CMNH UR 30,US,Texas,Knox,Vale,Clear Fork,,,Dimetrodon giganhomogenes,NA,species,138123,Dimetrodon gigashomogenes,species,138123,corrected to,Olson,1954,26926,Locality KF (Middle Vale Formation),NA,"three-channel hill, ""fish quarry""",estimated from map,seconds,small collection,"""approx. seven miles north of Vera, Knox County, Texas"" (Olson, 1951)\r\n""North wall of valley of South Wichita River, east of Vera-Gilliland road"" (Olson, 1948); for details see map on p. 188 in Olson (1948)",gplates,101,mid,-29.19,1.89,scotese,101,mid,-28.26,3.68,seton,not computable using this model,NA,NA,NA,US,,member,"""The locality [...] KF, was assigned to the upper Vale in an earlier paper. More recent field work has shown that it comprises beds that must be assigned to the middle rather than the upper part of the Vale."" (Olson, 1954 p. 213)\r\nthe base and top of the Clear Fork Group (i.e., Arroyo, Vale, and Choza formations) are both within the Kungurian: see Wardlaw 2005 (Permophiles) for the base, and DiMichele et al. 2001 (J Paleont) for the top","""The channel fill is largely clay pebble conglomerate, with pebbles ranging from a few millimeters to about 8 cm. in diameter. Rounding of the pebbles is uniformly high, but sphericity is varied. [...] The coarsest material tend to lie at the center of the channel, whereas the marginal parts are predominantly sand or clay with fine scattered pebbles."" Olson (1948, p. 191);\r\nspecimen ""was preserved in a nodule that had weathered from a conglomeratic deposit of channel origin."" (Olson, 1951 p. 89) other specimens are from a quarry in fine-grained, green channel deposits",conglomerate,"pebbly,green,red",,"""siliciclastic""",,"""channel""","""The channels are evidence that a rather large, braided stream passed north or south over the area in a valley of considerable width. The region must have had a moderately high annual rainfall to support the fauna and flora. The total rainfall was perhaps not greatly different from what it is today, and the temperature may have been quite similar, with possibly less seasonal variation. The rains, however appear to have been periodic and torrential [...] "" Olson (1948, p. 192)",macrofossils,,,,,"""Fragmentation of the specimens occurred before and during deposition, probably as the materials were transported by the waters of the streams. This group of animals cannot be considered to represent a life assemblage."" (Olson, 1955 p. 258)",taxonomic,field collection,,,,E. C. Olson,1946-1948,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
741856,,body,good,1,specimens,Osteichthyes,Cotylosauria,Brasilodontidae,Brasilitherium,,,55442,Norian,,Norian,,227,208.5,217.75,18.5,-53.233334,-29.633333,"""stem-mammals""",BR,Rio Grande do Sul,,Caturrita,Rosário do Sul,,Riograndia,Brasilitherium riograndensis,NA,species,174540,Brasilitherium riograndensis,species,174540,,Soares et al.,2011,35591,"Agudo, Sacisaurus site",NA,,based on nearby landmark,minutes,outcrop,inside the urban area of Agudo; coordinates given in text appear to be incorrect and locality is based upon town of Agudo,gplates,201,mid,-6.61,-38.57,scotese,202,mid,-15.37,-37,seton,not computable using this model,NA,NA,NA,BR,,group of beds,"upper layers of the Santa Maria 2 Sequence of the Santa Maria Supersequence, corresponding lithostratigraphically to the Caturrita Formation. Ictidosauria or Mammaliamorpha Assemblage Zone (= Jachaleria Interval); Riograndia Assemblage Zone, upper strata of the Candelária sequence\r\n\r\nCaturrita was originally considered Carnian-Norian in age; however, recent recalibration of the Triassic timescale suggests a Norian age (e.g. Langer et al. 2010; Brusatte et al. 2010. Earth-Science Reviews 101:68-100)","""fine grained bioclastic sandstones full of mudstone pebbles""",sandstone,"fine,pebbly,intraclastic",,,,terrestrial indet.,,"macrofossils,mesofossils",,,,,,taxonomic,"selective quarrying,mechanical,field collection",,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
702800,,"body,concretion",good,1,specimens,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Eodicynodon,,herbivore,75452,Guadalupian,,-,,273.01,259.51,266.26,13.5,21.83333,-33.083328,NMQR 2913,ZA,Eastern Cape,Prince Albert,Abrahamskraal,Beaufort,,,Eodicynodon oelofseni,NA,species,109360,Eodicynodon n. sp. oelofseni,species,109360,,Rubidge,1990,25450,"Botterkraal, Prince Albert",NA,,based on nearby landmark,5,small collection,"Botterkraal, Prince Albert",gplates,701,mid,-32.79,-54.65,scotese,701,mid,-37.11,-58.63,seton,not computable using this model,NA,NA,NA,ZA,,bed,,,,concretionary,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,"surface (in situ),mechanical,acetic,field collection",,,,J. Nyaphuli,Oct-82,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
702799,,body,good,1,individuals,Osteichthyes,Anomodontia,NO_FAMILY_SPECIFIED,Patranomodon,,herbivore,75451,Wordian,,Wordian,,266.9,264.28,265.59,2.62,21.98333,-33.01667,NMQR 2000,ZA,Eastern Cape,,,Beaufort,,,Patranomodon,NA,genus,109357,n. gen. Patranomodon n. sp. hyaphulii,species,109357,species not entered,Rubidge and Hopson,1990,25449,farm Combrinkskraal,NA,Combrinks Kraal,based on nearby landmark,5,small collection,"farm Combrinkskraal (Combrinks Kraal), 12 km N of Prince Albert",gplates,701,mid,-34,-55.27,scotese,701,mid,-37.38,-58.56,seton,not computable using this model,NA,NA,NA,ZA,,bed,200 m from base of Eodicynodon Zone,,,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,field collection,,,,J. Nyaphuli,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
702798,,"body,concretion",medium,1,individuals,Osteichthyes,Cotylosauria,Burnetiidae,Pachydectes,,,75450,Capitanian,,Capitanian,BPI,264.28,259.51,261.895,4.77,24.560833,-32.970554,BPI/1/5735,ZA,Eastern Cape,Janesville,Koonap,Beaufort,,Tapinocephalus Assemblage,Pachydectes elsi,NA,species,109355,n. gen. Pachydectes n. sp. elsi,species,109355,,Rubidge et al.,2006,25448,"farm Môrester, Jansenville",NA,,stated in text,seconds,small collection,"farm Môrester, Jansenville district",gplates,701,mid,-27.29,-55.08,scotese,701,mid,-34.2,-61.29,seton,not computable using this model,NA,NA,NA,ZA,,bed,,"""sandstones and mudrocks""",sandstone,concretionary,,mudstone,,fluvial indet.,,macrofossils,,,,,,taxonomic,"salvage,mechanical,acetic,field collection",,,,I. Els,1997,discovered during road construction,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
690415,,body,medium,1,specimens,Osteichthyes,Cotylosauria,Therioherpetidae,Meurthodon,,,36106,Rhaetian,,Rhaetian,,208.5,201.4,204.95,7.1,6.332844,48.615555,MNHN SNP-1-W,FR,Lorraine,Meuthe-et-Moselle,Grès à Avicula contorta,,,,Meurthodon gallicus,NA,species,105018,n. gen. Meurthodon n. sp. gallicus,species,105018,,Sigogneau-Russell and Hahn,1994,24930,Saint-Nicolas-de-Port,NA,"Rossières-aux-Salines, Rosieres-aux-Salines",estimated from map,6,outcrop,"The quarry belongs to the city of Rossières/Rosieres-aux-Salines, but its name comes from the larger (and farther) city of Saint-Nicolas-de-Port. Located 10 km ESE of Nancy",gplates,305,mid,16.68,34.23,scotese,305,mid,6.4,36.71,seton,not computable using this model,NA,NA,NA,FR,,bed,Lower Rhaetian? Perhaps equivalent to Knollenmergel (Cuny & Ramboer 1991),"""brown sands, green clay and pebbles""",sandstone,"pebbly,brown,green",,,,fluvial-lacustrine indet.,,"macrofossils,mesofossils",,,,,,general faunal/floral,"bulk,sieve,field collection",some genera,,,,1851-present,,incomplete,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
668717,,body,medium,1,specimens,Osteichthyes,Cotylosauria,Traversodontidae,Traversodon,,herbivore,72141,Ladinian,,Ladinian,,242,237,239.5,5,-54.366699,-29.6667,Ischium,BR,Rio Grande do Sul,,Santa Maria,Rosário do Sul,,Dinodontosaurus,Traversodon stahleckeri,NA,species,100828,Traversodon ? stahleckeri,species,100828,,Huene,1936,24667,"Cynodontier-Sanga, Fundgruppe 1045, Chiniquá",NA,,based on nearby landmark,4,small collection,"vicinity of Chiniquá (Xiniquá), W of Santa Maria, Rio Grande do Sul, Parana Basin. This collection represents material grouped together by Huene as ""Fundgruppe 1045""",gplates,201,mid,-13.32,-35.17,scotese,202,mid,-19.57,-51.75,seton,not computable using this model,NA,NA,NA,BR,,bed,"Santa Maria Sequence 1 of the Santa Maria Supersequence (Rosario do Sul Group), corresponding to the ""Dinodontosaurus Assemblage Zone"" of the lower Santa Maria Formation (Langer et al. 2007)",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,"selective quarrying,mechanical,field collection",,,,Stahlecker,1928-1939,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
668696,,body,medium,1,specimens,Osteichthyes,Dicynodontia,Stahleckeriidae,Stahleckeria,,herbivore,72140,Ladinian,,Ladinian,,242,237,239.5,5,-54.366699,-29.6667,,BR,Rio Grande do Sul,,Santa Maria,Rosário do Sul,,Dinodontosaurus,Stahleckeria potens,NA,species,100820,Stahleckeria potens,species,100820,,Huene,1935,24668,"Sanga Cezar, Chiniquá",NA,Sanga Cesar,based on nearby landmark,4,outcrop,"vicinity of Chiniquá (Xiniquá), W of Santa Maria, Rio Grande do Sul, Parana Basin; Langer et al. (2007) show the Chiniquá localities (including Weg, Cynodontier and Baum Sangas) to be approximately 12-15 km west of Sao Pedro do Sul.",gplates,201,mid,-13.32,-35.17,scotese,202,mid,-19.57,-51.75,seton,not computable using this model,NA,NA,NA,BR,,bed,"Santa Maria Sequence 1 of the Santa Maria Supersequence (Rosario do Sul Group), corresponding to the ""Dinodontosaurus Assemblage Zone"" of the lower Santa Maria Formation (Langer et al. 2007)",,not reported,,,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,"selective quarrying,mechanical,field collection",,,,Stahlecker,1928-1939,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
668534,,body,good,1,individuals,Osteichthyes,Cotylosauria,Traversodontidae,Gomphodontosuchus,,,72086,Carnian,Norian,-,,237,208.5,222.75,28.5,-53.774166,-29.697779,,BR,Rio Grande do Sul,,Santa Maria,Rosário do Sul,Alemoa,Hyperodapedon,Gomphodontosuchus brasiliensis,NA,species,100826,n. gen. Gomphodontosuchus n. sp. brasiliensis,species,100826,,Huene,1936,24667,"Wald Sanga, Santa Maria (middle)",NA,"Huene Sanga 1, Waldsanga",stated in text,seconds,small collection,"near Santa Maria, between Allemoa and Sao José\r\nCoordinates given by Montefeltro et al. (2010)",gplates,201,mid,-8.99,-38.72,scotese,202,mid,-17,-38.95,seton,not computable using this model,NA,NA,NA,BR,,group of beds,"Santa Maria 2 (upper half of Santa Maria Formation), from the so-called ""Rhynchosaur Cenozone"" or ""Hyperodapedon Assemblage Zone"". The Hyperodapedon Assemblage Zone has generally considered been late Carnian in age, but could extend into the early Norian. \r\nSpecimens come from approximately 11 metres above the base of the section at Wald Sanga (see Montefeltro et al. 2010: fig. 1)\r\n",,mudstone,"planar lamination,red",,,,terrestrial indet.,,macrofossils,,,,,,taxonomic,"selective quarrying,mechanical,field collection",,,,Stahlecker,1928-1929,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
668171,,body,medium,1,elements,Osteichthyes,Cotylosauria,Chiniquodontidae,Chiniquodon,,,48659,Ladinian,,Ladinian,,242,237,239.5,5,-54.366699,-29.6667,Tooth,BR,Rio Grande do Sul,,Santa Maria,Rosário do Sul,,Dinodontosaurus,Chiniquodon theotonicus,NA,species,100823,Belesodon ? magnificus,species,100825,subjective synonym of,Huene,1936,24667,"Baum-Sanga (excavation 44), Chiniquá",NA,Spondylosoma type site,based on nearby landmark,4,small collection,"vicinity of Chiniquá (Xiniquá), W of Santa Maria, Rio Grande do Sul, Parana Basin; Langer et al. (2007) show the locality to be approximately 12-15 km west of Sao Pedro do Sul. ""Grabung 44"" = excavation 44. ",gplates,201,mid,-13.32,-35.17,scotese,202,mid,-19.57,-51.75,seton,not computable using this model,NA,NA,NA,BR,,bed,"Santa Maria Sequence 1 of the Santa Maria Supersequence (Rosario do Sul Group), corresponding to the ""Dinodontosaurus Assemblage Zone"" of the lower Santa Maria Formation (Langer et al. 2007)",,not reported,,,,,terrestrial indet.,,"macrofossils,mesofossils",,,,,,taxonomic,"selective quarrying,mechanical,field collection",,,,Stahlecker,1928-1939,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
665544,,body,,1,individuals,Osteichthyes,Cotylosauria,Varanopidae,Mycterosaurus,,,71671,Artinskian,Kungurian,-,AMNH,290.1,273.01,281.555,17.09,-99.091667,33.733334,AMNH 7002 (type),US,Texas,Baylor,,,,,Mycterosaurus longiceps,NA,species,122319,n. gen. Eumatthevia n. sp. bolli,species,99568,subjective synonym of,Broom,1930,4338,"""Copper Shept""",NA,?Mitchell Creek,based on nearby landmark,minutes,small collection,"""at Copper Shept, apparently in Texas"": the only place name in Texas associated with Permian deposits is Copper Breaks State Park (basis of coordinate) in Hardeman County.\nReisz (1986, Encyclopedia of Paleoherpetology 17A) states that the type of Eumatthevia probably is from the same locality as the holotype of Mycterosaurus longiceps which is Mitchell Creek, NE from Maybelle, Baylor Co. Thus, polar coordinates (originally entered as >> 36° 6' North, 99° 45' West << ) are changed to the position coordinates of Mitchell Creek area. Given that the collection date is 1880, a point in time at which no collections were made in the post-""Arroyo"" beds of the Clear Fork Group, and that the specimen was detected in the Cope Collection of the AMNH it is quite plausible to assume that the type of Eumatthevia bolli does not come from Hardeman Co. but from a locality farther to the east. (TL)",gplates,101,mid,-30.29,-0.93,scotese,101,mid,-28.97,1.51,seton,not computable using this model,NA,NA,NA,US,,bed,Chronostratigraphy originally entered as >> Permian << .\nNew stratigraphic data are uncertain and based on the assumption that the fossil comes from the Mitchell Creek area (see comments on geography) from a locality which is either in the upper Wichita or the lower Clear Fork Group. (TL),none given,not reported,,,,,terrestrial indet.,,macrofossils,,,,,specimen consists of a slab and counter-slab,taxonomic,survey of museum collection,,,,J. Boll,1880,"""collected in 1880 by Cope's collector Jacob Boll""",,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
645111,,"body,original phosphate",,1,,Osteichthyes,Cotylosauria,Lumkuiidae,Lumkuia,,,69697,Anisian,,Anisian,,247.2,242,244.6,5.2,27.241112,-31.7125,,ZA,Eastern Cape,,Burgersdorp,Beaufort,,Cynognathus,Lumkuia fuzzi,NA,species,95414,n. gen. Lumkuia n. sp. fuzzi,species,95414,,Hopson and Kitching,2001,23378,Lumku Catholic Mission,NA,,estimated from map,seconds,,"in the vicinity of the Lumku Catholic Mission, near the town of Lady Frere",gplates,701,mid,-8.09,-51.78,scotese,701,mid,-14.29,-67.36,seton,not computable using this model,NA,NA,NA,ZA,,,Subzone B of the Cynognathus Assemblage Zone,,sandstone,,,,,fluvial indet.,,macrofossils,,,,,,taxonomic,,,,,,,,,terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
639660,,body,good,1,specimens,Osteichthyes,Cotylosauria,Traversodontidae,Habayia,,,68882,Rhaetian,,Rhaetian,,208.5,201.4,204.95,7.1,5.616667,49.708332,"Holotype IRSNB R203 , right upper postcanine",BE,Gaume,,Grès de Mortinsart,,,,Habayia halbardieri,NA,species,94330,n. gen. Habayia n. sp. halbardieri,species,94330,,Godefroit,1999,19880,"HLV-3, Habay-la-Vieille III",NA,,estimated from map,seconds,small collection,"along the E25/E411 highway between Brussels and Arlon, near the exit n°29, at the intersection with road N87, Nantimont area, south of Habay-la-Vieille. The map provided by Godefroit (1999) is precise.",gplates,315,mid,15.55,34.98,scotese,315,mid,5.27,37.49,seton,not computable using this model,NA,NA,NA,BE,,bed,The complete stratigraphic log (as observed in 1996) is given in Godefroit (1999),"the specific lithology of the bonebed is ambiguous in Godefroit (1999), but it lies within layers of gray to green clayey sands.\r\nDelsate 1995/6: 10 cm of fine green-gray sandstone with pebbles, base markeed by 2-3 cm deep pockets of erosion.",sandstone,"pebbly,gray,green",unlithified,,,shallow subtidal indet.,lithofacies at the entire section represent subtidal and littoral desposits,mesofossils,,,,,,taxonomic,field collection,some genera,,,IRSNB,1996,,"the localty HLV contains sevreral bonebeds whose fossil contents have been described in other papers (Duffin et al. 1983, Delsate 1995). However, they represent other collecting events than the 1996 excavations.",terrestrial,phosphatic,NA,NA,NA,NA,NA,NA
