genus,lat_range_z_trans,Temperate_N,Tropical,Temperate_S,Antarctic,ts,te,time_span,avg_lambda,avg_mu,mean_pt_1myr_z_trans,Mod_R_deltaTMyr_pt_1myr_z_trans
Thliptosaurus,-0.297424559,0,0,1,0,256.0356452,255.8669415,0.16870377,1.164771408,1.264832108,-0.558398319,-0.011961492
Thomasia,0.246027213,1,0,0,0,208.5054315,201.4857415,7.019690049,0.226069268,0.847014252,0.051586824,-0.563312408
Thrinaxodon,0.756783135,0,0,1,1,251.9108956,246.7087503,5.202145224,1.135485873,0.64545156,1.832427301,-0.147641625
Tigrisuchus,-0.297424559,0,0,1,0,258.3123872,255.9303252,2.382062007,1.427105132,1.217705917,-0.144202724,-0.585590769
Tikitherium,-0.297424559,0,0,1,0,233.4585385,232.1525534,1.305985026,0.481872427,0.378115108,0.490611469,-1.138091374
Titanogomphodon,-0.297424559,0,0,1,0,241.8947815,241.7030882,0.191693261,1.137261803,0.800780627,0.840052639,1.505401174
Titanophoneus,-0.138672165,1,0,0,0,267.1342286,260.2336469,6.900581629,0.234339357,0.896943202,-0.933459202,0.537925204
Titanosuchus,-0.297424559,0,0,1,0,264.1842412,259.5801889,4.604052302,2.260184687,1.9500568,-0.686175511,0.856072969
Traversodon,-0.297424559,0,0,1,0,241.5725359,237.6419085,3.930627387,1.205745022,0.601910921,1.266381455,0.552393087
Traversodontoides,-0.297424559,1,0,0,0,245.0012746,244.7177818,0.283492819,1.675739438,0.493152458,0.814771646,-0.796538939
Trichasaurus,-0.297424559,0,1,0,0,277.9577378,277.5516644,0.406073438,1.816904452,1.354726077,-1.347950261,0.186008567
Tricuspes,0.123913274,1,0,0,0,216.1170136,201.4067103,14.71030334,0.332711786,0.872203607,0.309722899,-0.358146542
Trirachodon,0.7568089,0,0,1,0,246.7595779,238.4116815,8.347896357,0.79482802,0.40443341,1.403150896,0.399704436
Trochorhinus,-0.297424559,0,0,1,0,262.6180334,261.7221305,0.895902893,0.79758955,0.776994667,-1.54494948,1.524856541
Trochosaurus,-0.297424559,0,0,1,0,263.7642933,260.4049861,3.359307185,1.475781459,1.120894808,-0.57537789,1.474456907
Trochosuchus,-0.297424559,0,0,1,0,261.9767927,261.3842391,0.592553641,0.775121408,0.93975058,-1.54494948,1.524856541
Tropidostoma,-0.0252214,0,0,1,0,263.3174632,254.063897,9.253566136,0.862937549,0.205563649,-0.429810118,0.368559627
Trucidocynodon,-0.086232497,0,0,1,0,234.9778807,212.2835852,22.69429553,0.084680516,0.187593589,0.526849533,0.093073911
Turfanodon,1.224620335,1,0,0,0,259.5879484,251.7619029,7.826045475,0.360962346,1.231022919,-0.37274364,0.135315979
Ufudocyclops,-0.297424559,0,0,1,0,246.038699,238.3641318,7.674567235,2.225234782,0.598717868,1.403150896,0.399704436
Ulemica,-0.138672165,1,0,0,0,267.1520265,259.9973785,7.154648005,0.243374582,0.909681321,-0.899951221,0.538875347
Ulemosaurus,-0.138672165,1,0,0,0,266.7458219,260.1058668,6.639955153,0.295448739,0.817767332,-0.960043569,0.731233784
Uniserium,-0.297424559,1,0,0,0,204.7833734,204.3349522,0.448421216,0.99240879,1.382310911,-0.226130286,-0.404854956
Uralocynodon,-0.297424559,1,0,0,0,259.7606819,259.4175739,0.34310801,1.323249201,2.029158771,-0.665395355,0.54552635
Uralokannemeyeria,-0.297424559,1,0,0,0,246.1147044,242.8164151,3.298289332,3.516818513,1.235301183,1.459847768,-0.307756931
Urumchia,-0.297424559,1,0,0,0,251.5550655,251.4476998,0.107365693,2.743994199,3.667482049,0.709860338,3.436901122
Ustia,-0.297424559,1,0,0,0,262.7244444,262.2861419,0.438302491,1.454315036,1.048234682,-0.309254682,0.405187023
Varanodon,-0.297424559,0,1,0,0,269.7620682,269.3304316,0.431636587,0.990928003,0.982313638,-0.906076974,-0.525905242
Varanops,-0.184987064,0,1,0,0,289.9887093,275.3814792,14.60723006,0.472131892,0.504688871,-0.803384214,0.204988035
Varanosaurus,-0.043543896,0,1,0,0,290.1942108,274.3644002,15.82981055,0.199782796,0.340154123,-0.814292607,0.167957516
Vaughnictis,-0.297424559,0,1,0,0,295.1702985,289.7671645,5.403134058,1.080365646,0.940809718,-0.83682721,0.294320339
Venyukovia,-0.297424559,1,0,0,0,265.7262484,265.3190985,0.407149932,0.7315619,1.135219703,-1.719219626,0.881694046
Vetusodon,-0.297424559,0,0,1,0,255.8135623,255.6293255,0.184236773,1.203612714,1.398087948,-0.558398319,-0.011961492
Viatkogorgon,-0.297424559,1,0,0,0,262.9281966,260.4316847,2.496511936,1.396522277,1.817229571,-0.708439494,2.009091849
Viatkosuchus,-0.297424559,1,0,0,0,263.0870032,261.2108575,1.876145659,1.412850364,1.366518867,-0.927102081,0.965021782
Vinceria,-0.297424559,0,0,1,0,245.4578805,242.55019,2.907690525,1.704391734,0.942097649,1.612393387,-0.14892713
Vivaxosaurus,-0.005246957,1,0,0,0,265.2147739,256.4602095,8.754564359,0.282749498,0.745402767,-0.509489866,0.284198799
Wadiasaurus,-0.297424559,0,0,1,0,244.1051795,243.8735515,0.231627974,1.014445557,0.820455909,1.955446393,1.314431594
Walteria,-0.297424559,0,0,1,0,261.7619136,261.0669561,0.694957505,0.582476037,0.99759792,0.128070492,2.493327157
Watongia,-0.297424559,0,1,0,0,268.1012308,267.6705866,0.430644187,0.992165407,1.289700179,-1.040240823,1.139176894
Woutersia,-0.297424559,1,0,0,0,207.6770303,203.2891662,4.387864116,1.652917362,1.330130576,0.09928936,-0.628073699
Woznikella,-0.064907614,1,0,0,0,234.6304535,229.0449354,5.585518064,0.401471263,0.765669581,1.025593317,-0.426135716
Xiyukannemeyeria,-0.255123558,1,0,0,0,246.3211914,237.0805318,9.240659578,3.426711501,1.410921819,1.304996615,0.275993978
Yikezhaogia,-0.297424559,1,0,0,0,245.4157373,245.1493886,0.26634869,1.98916137,0.458611561,0.814771646,-0.796538939
Zambiasaurus,-0.297424559,0,0,1,0,244.9031732,244.7016033,0.201569849,1.356251944,0.974694553,0.814771646,-0.796538939
