,id,genus,county,state,occurrence_no,age_max,age_min,cc,Rotated Lat,Rotated Lon
348,2048,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
349,2049,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
350,2050,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
351,2051,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
352,2052,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
353,2053,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
354,2054,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
355,2055,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
356,2056,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
357,2057,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
358,2058,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
359,2059,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
360,2060,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
361,2061,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
362,2062,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
363,2063,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
364,2064,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
365,2065,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
366,2066,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
367,2067,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
368,2068,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
369,2069,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
370,2070,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
371,2071,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
372,2072,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
373,2073,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
374,2074,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
375,2075,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
376,2076,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
377,2077,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
378,2078,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
379,2079,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
380,2080,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
381,2081,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
382,2082,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
383,2083,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
384,2084,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
385,2085,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
386,2086,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
387,2087,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
388,2088,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
389,2089,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
390,2090,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
391,2091,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
392,2092,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
393,2093,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
394,2094,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
395,2095,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
396,2096,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
397,2097,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
398,2098,Benthosuchus,Nikolsk,Vologda,297334,251.2,247.2,RU,47.012,29.6875
459,1782,Cacops,Comanche,Oklahoma,629466,290.1,283.5,US,-0.73,-37.6741
460,1783,Cacops,Comanche,Oklahoma,629466,290.1,283.5,US,-0.73,-37.6741
461,1784,Cacops,Comanche,Oklahoma,629466,290.1,283.5,US,-0.73,-37.6741
