id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range,cc,state,county,formation,zone,collection_name,collection_aka,locality
2201,785834,785834,-60.85079,Saurorictus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Beaufort West,Teekloof,Tropidostoma Assemblage,Leeukloof 43,"Leeuw Kloof, Leeuwkloof",Western Cape
2202,786382,786382,26.35095,Protorosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Hesse,Waldeck-Frankenberg,Werra,,Korbach Fissure,"Fisseler quarry, Korbacher Spalte, Steinbruch Fisseler",Hesse
2203,786383,786383,26.35095,Parasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Hesse,Waldeck-Frankenberg,Werra,,Korbach Fissure,"Fisseler quarry, Korbacher Spalte, Steinbruch Fisseler",Hesse
2204,786831,786831,-47.78411,Captorhinus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZM,Eastern,Lundazi,Madumabisa Mudstone,Cistecephalus Assemblage,Upper Luangwa Valley (Cistecephalus Zone fauna),,Eastern
2205,790004,790004,27.6348,Weigeltisaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Saxony Anhalt,Mansfelder Land,Werra,,Mansfeld mining district,"Mansfelder Revier, Mansfelder Mulde, Mansfelder Land, Kupferschiefer, Copper Shale, Wolfsschacht, Otto-Schacht",Saxony Anhalt
2206,790009,790009,25.61333,Weigeltisaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Hesse,Hersfeld-Rotenburg,Werra,,Schwarzer Philipp,"Nentershausen-Bauhaus, Kupferschiefer, Copper Shale, Richelsdorfer Gebirge, Richelsdorf Mountains",Hesse
2207,790010,790010,25.61333,Weigeltisaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Hesse,Hersfeld-Rotenburg,Werra,,Wolfsberg Mine,"Iba, Kupferschiefer, Copper Shale, Richelsdorfer Gebirge, Richelsdorf Mountains",Hesse
2208,790011,790011,27.6348,Weigeltisaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Thuringia,Nordhausen,Werra,,Ellrich,"Ilfeld Basin, Kupferschiefer, Copper Shale",Thuringia
2209,790284,790284,27.6348,Protorosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Saxony Anhalt,Mansfelder Land,Werra,,Mansfeld mining district,"Mansfelder Revier, Mansfelder Mulde, Mansfelder Land, Kupferschiefer, Copper Shale, Wolfsschacht, Otto-Schacht",Saxony Anhalt
2210,790284,790284,27.6348,Protorosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Saxony Anhalt,Mansfelder Land,Werra,,Mansfeld mining district,"Mansfelder Revier, Mansfelder Mulde, Mansfelder Land, Kupferschiefer, Copper Shale, Wolfsschacht, Otto-Schacht",Saxony Anhalt
2211,790285,790285,27.6348,Weigeltisaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Saxony Anhalt,Mansfelder Land,Werra,,Mansfeld mining district,"Mansfelder Revier, Mansfelder Mulde, Mansfelder Land, Kupferschiefer, Copper Shale, Wolfsschacht, Otto-Schacht",Saxony Anhalt
2212,790390,790390,25.61333,Weigeltisaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Hesse,Hersfeld-Rotenburg,Werra,,Bodental (Nentershausen),"Kupferschiefer, Copper Shale, Richelsdorfer Gebirge, Richelsdorf Mountains",Hesse
2213,790406,790406,27.6348,Parasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Lower Saxony,Osterode,Werra,,Walkenried,"Ilfeld Basin, Kupferschiefer, Copper Shale",Lower Saxony
2214,790462,790462,25.61333,Parasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Thuringia,Ilm-Kreis,Werra,,Ilmenau,"Kupferschiefer, Copper Shale",Thuringia
2215,790463,790463,27.6348,Parasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Thuringia,Nordhausen,Werra,,Buchholz,"Ilfeld Basin, Kupferschiefer, Copper Shale",Thuringia
2216,790511,790511,-63.15948,Pareiasuchus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Eastern Cape,Middleton/Balfour,Cistecephalus Assemblage,Graaff-Reinet Commonage,,Eastern Cape
2217,790511,790511,-63.15948,Pareiasuchus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Eastern Cape,Middleton/Balfour,Cistecephalus Assemblage,Graaff-Reinet Commonage,,Eastern Cape
2218,790511,790511,-63.15948,Pareiasuchus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Eastern Cape,Middleton/Balfour,Cistecephalus Assemblage,Graaff-Reinet Commonage,,Eastern Cape
2219,790511,790511,-63.15948,Pareiasuchus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Eastern Cape,Middleton/Balfour,Cistecephalus Assemblage,Graaff-Reinet Commonage,,Eastern Cape
2220,790511,790511,-63.15948,Pareiasuchus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Eastern Cape,Middleton/Balfour,Cistecephalus Assemblage,Graaff-Reinet Commonage,,Eastern Cape
2221,791882,791882,25.61333,Parasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Hesse,Hersfeld-Rotenburg,Werra,,Wolfsberg Mine,"Iba, Kupferschiefer, Copper Shale, Richelsdorfer Gebirge, Richelsdorf Mountains",Hesse
2222,791885,791885,25.61333,Parasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Hesse,Hersfeld-Rotenburg,Werra,,Halde Schnepfenbusch,"Schachtanlage Schnepfenbusch, Nentershausen-Bauhaus, Kupferschiefer, Copper Shale, Richelsdorfer Gebirge, Richelsdorf Mountains",Hesse
2223,791945,791945,25.61333,Protorosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Hesse,Hersfeld-Rotenburg,Werra,,Halde Schnepfenbusch,"Schachtanlage Schnepfenbusch, Nentershausen-Bauhaus, Kupferschiefer, Copper Shale, Richelsdorfer Gebirge, Richelsdorf Mountains",Hesse
2224,792227,792227,27.6348,Coelurosauravus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Saxony Anhalt,Mansfelder Land,Werra,,Mansfeld mining district,"Mansfelder Revier, Mansfelder Mulde, Mansfelder Land, Kupferschiefer, Copper Shale, Wolfsschacht, Otto-Schacht",Saxony Anhalt
2225,794729,794729,-47.78411,Pareiasuchus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZM,Eastern,Lundazi,Madumabisa Mudstone,Cistecephalus Assemblage,"Drysdall & Kitching locality 21, Upper Luangwa Valley",,Eastern
2226,799563,799563,26.1672,Adelosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",UK,England,Durham,Marl Slate,,"Middridge, Durham",type locality of Adelosaurus huxleyi,England
2227,808154,808154,-60.85079,Youngina,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Beaufort West,Teekloof,Tropidostoma Assemblage,Leeukloof 43,"Leeuw Kloof, Leeuwkloof",Western Cape
2228,808154,808154,-60.85079,Youngina,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Beaufort West,Teekloof,Tropidostoma Assemblage,Leeukloof 43,"Leeuw Kloof, Leeuwkloof",Western Cape
2229,808154,808154,-60.85079,Youngina,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Beaufort West,Teekloof,Tropidostoma Assemblage,Leeukloof 43,"Leeuw Kloof, Leeuwkloof",Western Cape
2230,808154,808154,-60.85079,Youngina,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Beaufort West,Teekloof,Tropidostoma Assemblage,Leeukloof 43,"Leeuw Kloof, Leeuwkloof",Western Cape
2231,808154,808154,-60.85079,Youngina,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Beaufort West,Teekloof,Tropidostoma Assemblage,Leeukloof 43,"Leeuw Kloof, Leeuwkloof",Western Cape
2232,814095,814095,5.137181,Arganaceras,259.51,254.14,Lopingian,"(259.51, 254.14)",MA,Marrakech-Tensift-Al Haouz,Marrakech-Tensift-Al Haouz,Ikakern,,"Locality XXII, Tikida",Argana Basin,Marrakech-Tensift-Al Haouz
2233,833640,833640,-63.15948,Owenetta,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Eastern Cape,Middleton/Balfour,Cistecephalus Assemblage,Graaff-Reinet Commonage,,Eastern Cape
2234,838171,838171,25.61333,Protorosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Thuringia,Wartburgkreis,Werra,,"""Feldschacht zu Kupfersuhl""","Kupfer-Suhl; Kupferschiefer, Copper Shale",Thuringia
2235,838172,838172,25.61333,Protorosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Thuringia,Wartburgkreis,Werra,,Glücksbrunn/Heidelberg near Schweina,"Schweina; Altenberg; Kupferschiefer, Copper Shale",Thuringia
2236,838172,838172,25.61333,Protorosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Thuringia,Wartburgkreis,Werra,,Glücksbrunn/Heidelberg near Schweina,"Schweina; Altenberg; Kupferschiefer, Copper Shale",Thuringia
2237,838194,838194,27.6348,Protorosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Saxony Anhalt,Saalkreis,Werra,,"Schacht Ernestine, Rothenburg an der Saale","Mansfelder Revier; Burg-Oerner Revier; Kupferschiefer, Copper Shale",Saxony Anhalt
2238,838197,838197,25.61333,Protorosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Hesse,Hersfeld-Rotenburg,Werra,,Richelsdorf mining district,"Lindenschacht; Kupferschiefer, Copper Shale; Richelsdorfer Revier; Richelsdorfer Gebirge, Richelsdorf Mountains",Hesse
2239,838198,838198,25.61333,Parasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Hesse,Hersfeld-Rotenburg,Werra,,Richelsdorf mining district,"Lindenschacht; Kupferschiefer, Copper Shale; Richelsdorfer Revier; Richelsdorfer Gebirge, Richelsdorf Mountains",Hesse
2240,973441,973441,-58.47538,Galesphyrus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Northern Cape,Calvinia,,,"Oorlog's Kloof, Calvinia",Oorlogskloof,Northern Cape
2241,973442,973442,-61.36501,Galesphyrus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Eastern Cape,,,"Meerderwyk, Colesberg",Meerderyk,Eastern Cape
2242,1163736,1163736,26.1672,Protorosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",UK,England,England,Marl Slate,,Quarrington quarry,,England
2243,1163739,1163739,26.1672,Protorosaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",UK,England,Durham,Marl Slate,,"Middridge, Durham",type locality of Adelosaurus huxleyi,England
2244,1163747,1163747,-47.78411,Aenigmastropheus,259.51,254.14,Lopingian,"(259.51, 254.14)",TZ,Ruvuma,Ruvuma,Usili,Cistecephalus Assemblage Zone,"B35 of Stockley, Ruanda",,Ruvuma
2245,1286077,1286077,-60.85079,Pumiliopareia,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Cacadu,,Cistecephalus Assemblage Zone,Sondagsriviershoek,Zondagsrivier,Eastern Cape
2246,1286079,1286079,-63.15948,Anthodon,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Graaff-Reinet,Graaff-Reinet,,Cistecephalus Assemblage Zone,"Steilkrans, Fort Beaufort","Stylkranz, Stylkrans",Graaff-Reinet
2247,1286080,1286080,-60.85079,Anthodon,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Beaufort West,,Tropidostoma Assemblage,Dunedin,Quaggasfontein,Western Cape
2248,1286081,1286081,-47.78411,Anthodon,259.51,254.14,Lopingian,"(259.51, 254.14)",TZ,Ruvuma,Songea,Usili,Cistecephalus,"B18, below and east of Kingori",,Ruvuma
2249,1286092,1286092,-63.15948,Nanoparia,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Graaff-Reinet,,Cistecephalus Assemblage Zone,Oudeberg (Pass and Plateau) - Cistecephalus Assemblage Zone,Ouberg,Eastern Cape
2250,1286766,1286766,32.58371,Zhongjiania,259.51,254.14,Lopingian,"(259.51, 254.14)",CN,Henan,Henan,Shangshihezi,,"Huakedaliang, Dayu township, Jiyuan City",Locality 63024,Henan
2251,1286767,1286767,32.58371,Zhongjiania,259.51,254.14,Lopingian,"(259.51, 254.14)",CN,Henan,Henan,Shangshihezi,,"Huakedaliang, Dayu township, Jiyuan City",Locality 63024,Henan
2252,1286768,1286768,32.58371,Zhongjiania,259.51,254.14,Lopingian,"(259.51, 254.14)",CN,Henan,Henan,Shangshihezi,,"Huakedaliang, Dayu township, Jiyuan City",Locality 63024,Henan
2253,1304554,1304554,-60.85079,Pareiasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Beaufort West,Teekloof,Tropidostoma Assemblage Zone,Leeukloof,"Leeupoort, Leeuwkloof, ETE Locality 1536",Western Cape
2254,1315262,1315262,-63.15948,Anthodon,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Graaff-Reinet,Balfour,Cistecephalus Assemblage Zone,Dalham and Upper Dalham,,Eastern Cape
2255,1317315,1317315,-60.85079,Pareiasuchus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Beaufort West,,Tropidostoma Assemblage,Dunedin,Quaggasfontein,Western Cape
2256,1317316,1317316,-60.85079,Pareiasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Beaufort West,,Tropidostoma Assemblage,Dunedin,Quaggasfontein,Western Cape
2257,1332746,1332746,-63.15948,Pareiasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Graaff-Reinet,,Cistecephalus Assemblage Zone,Oudeberg (Pass and Plateau) - Cistecephalus Assemblage Zone,Ouberg,Eastern Cape
2258,1337217,1337217,-63.15948,Pareiasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Eastern Cape,Middleton/Balfour,Cistecephalus Assemblage,Graaff-Reinet Commonage,,Eastern Cape
2259,1337218,1337218,-63.15948,Milleretta,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Eastern Cape,Middleton/Balfour,Cistecephalus Assemblage,Graaff-Reinet Commonage,,Eastern Cape
2260,1337453,1337453,-60.85079,Pareiasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Murraysburg,,Cistecephalus Assemblage Zone,Murraysburg Commonage (Cistecephalus Assemblage Zone),,Western Cape
2261,1358998,1358998,-47.78411,Pareiasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZM,,,Madumabisa Mudstone,Cistecephalus Assemblage Zone,"Drysdall & Kitching locality 4, Upper Luangwa Valley",,Eastern
2262,1386980,1386980,-60.85079,Pareiasaurus,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Northern Cape,Northern Cape,Teekloof,Cistecephalus Assemblage Zone,"Good Luck (Matjiesfontein 412), Cistecephalus Assemblage Zone",,Northern Cape
2263,1417195,1417195,27.6348,Glaurung,259.51,254.14,Lopingian,"(259.51, 254.14)",DE,Saxony Anhalt,Mansfelder Land,Werra,,Mansfeld mining district,"Mansfelder Revier, Mansfelder Mulde, Mansfelder Land, Kupferschiefer, Copper Shale, Wolfsschacht, Otto-Schacht",Saxony Anhalt
2264,1418143,1418143,-60.85079,Milleretta,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Western Cape,Central Karoo,Teekloof,Cistecephalus Assemblage Zone,Grootdriefontein (Cistecephalus Assemblage Zone),Groot Driefontein,Western Cape
2265,1418153,1418153,-63.15948,Owenetta,259.51,254.14,Lopingian,"(259.51, 254.14)",ZA,Eastern Cape,Graaff-Reinet,,Cistecephalus Assemblage Zone,Oudeberg (Pass and Plateau) - Cistecephalus Assemblage Zone,Ouberg,Eastern Cape
2266,558341,558341,24.55053,Rhombopholis,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Warwickshire,Bromsgrove Sandstone,,Coten End Quarry,Coton End Quarry,England
2267,558342,558342,24.55053,Bromsgroveia,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Warwickshire,Bromsgrove Sandstone,,Coten End Quarry,Coton End Quarry,England
2268,558344,558344,24.55053,Bromsgroveia,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Warwickshire,Bromsgrove Sandstone,,Coten End Quarry,Coton End Quarry,England
2269,558345,558345,24.55053,Bromsgroveia,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Warwickshire,Bromsgrove Sandstone,,Coten End Quarry,Coton End Quarry,England
2270,561984,561984,24.55053,Langeronyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Warwickshire,Bromsgrove Sandstone,,Coten End Quarry,Coton End Quarry,England
2271,601699,601699,-9.650311,Tanystropheus,246.7,242,Middle Triassic,"(246.7, 242.0)",IL,,,,,"Beneckeia beds, Member B, Wadi Raman, Negev Desert",,Israel
2272,602403,602403,-46.55859,Parringtonia,246.7,242,Middle Triassic,"(246.7, 242.0)",TZ,Ruvuma,Songea,Manda Beds,Cynognathus subzone C,"Parrington, Upper Bone Bed, Ruhuhu (Loc. B 15/1)",,Ruvuma
2273,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2274,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2275,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2276,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2277,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2278,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2279,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2280,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2281,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2282,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2283,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2284,792535,792535,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2285,792536,792536,-61.37537,Mesosuchus,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2286,792536,792536,-61.37537,Mesosuchus,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2287,792536,792536,-61.37537,Mesosuchus,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2288,792536,792536,-61.37537,Mesosuchus,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2289,792537,792537,-61.37537,Euparkeria,246.7,242,Middle Triassic,"(246.7, 242.0)",ZA,Eastern Cape,Maletswai,Burgersdorp,Cynognathus Assemblage,"Euparkeria site, Aliwal North","""Krielfontein"", ""Quarry Commonage""",Eastern Cape
2290,797942,797942,20.93788,Macrocnemus,246.7,242,Middle Triassic,"(246.7, 242.0)",CH,Ticino,Mendrisio,Besano,Ticinites polymorphus,Cava Tre Fontane,Miniera Tre Fontane; Monte San Giorgio; Serpiano,Ticino
2291,797942,797942,20.93788,Macrocnemus,246.7,242,Middle Triassic,"(246.7, 242.0)",CH,Ticino,Mendrisio,Besano,Ticinites polymorphus,Cava Tre Fontane,Miniera Tre Fontane; Monte San Giorgio; Serpiano,Ticino
2292,806332,806332,61.32352,Turfanosuchus,246.7,242,Middle Triassic,"(246.7, 242.0)",CN,Xinjiang,Turfan,Kelamayi,,"Taoshuyuanzi, Turfan Basin",Taoshuyuangou,Xinjiang
2293,811288,811288,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Smallstones Point, Fodonyx (EXEMS 65/1984)",,England
2294,811289,811289,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Sandy Cove, Fodonyx (EXEMS 60/1985.11)",,England
2295,811299,811299,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx/archosaur specimens, Otter Sst, (EXEMS 60/1985.12, 13, 15, 23, 27, 28)",,England
2296,811300,811300,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx/archosaur specimens, Otter Sst, (EXEMS 60/1985.37-46, 51)",,England
2297,811301,811301,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx specimens, Otter Sst, (EXEMS 60/1985.56, 57, 282)",,England
2298,811302,811302,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx specimens, Otter Sst, (EXEMS 60/1985.66, 67)",,England
2299,811303,811303,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx specimens, Otter Sst, (EXEMS 60/1985.74)",,England
2300,811309,811309,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Green Point, Fodonyx spenceri (EXEMS 60/1985.91)",,England
2301,811310,811310,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx/archosaur specimens, Otter Sst, (EXEMS 60/1985.92, 165, 177)",,England
2302,811311,811311,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Windgate, Fodonyx spenceri, (EXEMS 60/1985.284)",,England
2303,811312,811312,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx specimens, Otter Sst (EXEMS 60/1985.285)",,England
2304,811313,811313,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx specimens, Otter Sst (EXEMS 60/1985.290)",,England
2305,811314,811314,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,Fodonyx (Rhynchosaurus) spenceri holotype site (EXEMS 60/1985.292),,England
2306,811315,811315,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx specimens, Otter Sst (EXEMS 60/1985.312)",,England
2307,811316,811316,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx/archosaur specimens, Otter Sst (EXEMS 7/1986.3, 8)",,England
2308,811318,811318,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx specimens, Otter Sst (EXEMS 7/1986.4)",,England
2309,811319,811319,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx/archosaur specimens, Otter Sst (EXEMS 7/1986.5, 7)",,England
2310,811320,811320,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Fodonyx specimens, Otter Sst (EXEMS 7/1986.6)",,England
2311,811326,811326,21.05439,Bentonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Pennington Point, 20 m east River Sid outfall, Fodonyx skull",,England
2312,811330,811330,21.05439,Kapes,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"western end of Salcombe Hill Cliff, Sidmouth",Kapes bentoni holotype site,England
2313,811331,811331,21.05439,Kapes,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Lade Foot, below High Peak",,England
2314,811337,811337,21.05439,Coartaredens,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"western end of Salcombe Hill Cliff, Sidmouth",Kapes bentoni holotype site,England
2315,811338,811338,21.05439,Coartaredens,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"western end of Salcombe Hill Cliff, Sidmouth",Kapes bentoni holotype site,England
2316,811340,811340,21.05439,Fodonyx,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Otterton Point, Budleigh Salterton",,England
2317,811360,811360,21.05439,Tanystropheus,246.7,242,Middle Triassic,"(246.7, 242.0)",UK,England,Devon,Otter Sandstone,,"Otter Sst Formation, Sidmouth-Ladram Bay",,England
