id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range,cc,state,county,formation,zone,collection_name,collection_aka
3226,517585,517585,1.353064,Smilosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Blue Hills 1, UCMP V7307, V7308",St. Johns I
3227,517592,517592,1.353064,Krzyzanowskisaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Blue Hills 1, UCMP V7307, V7308",St. Johns I
3228,517595,517595,1.353064,Calyptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Jasper Forest S, UCMP V82041","PFV 167, PEFO 85070/85071, SMU 232, MNA 302/42 & 302/43"
3229,517597,517597,1.353064,Leptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Jasper Forest S, UCMP V82041","PFV 167, PEFO 85070/85071, SMU 232, MNA 302/42 & 302/43"
3230,517601,517601,1.353064,Scutarx,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,Adamanian,"Battleship NW, UCMP V82261","PFV 169, PEFO 85075"
3231,517603,517603,1.353064,Leptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,Adamanian,"Battleship NW, UCMP V82261","PFV 169, PEFO 85075"
3232,517609,517609,1.353064,Acaenasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,Rincon Basin East,Winslow
3233,517610,517610,1.353064,Leptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,Rincon Basin East,Winslow
3234,517611,517611,1.353064,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,Rincon Basin East,Winslow
3235,517612,517612,1.357201,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Santa Fe,Santa Rosa,,3 km North of White Lake,
3236,517613,517613,1.357201,Paratypothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Santa Fe,Santa Rosa,,3 km North of White Lake,
3237,517621,517621,1.357201,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,Arroyo Seco 1,"Coelophysis type site, Cope"
3238,517622,517622,1.357201,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,Arroyo Seco 1,"Coelophysis type site, Cope"
3239,521669,521669,1.353064,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,Revueltosaurus Quarry (PFV 297),
3240,521669,521669,1.353064,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,Revueltosaurus Quarry (PFV 297),
3241,521669,521669,1.353064,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,Revueltosaurus Quarry (PFV 297),
3242,521669,521669,1.353064,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,Revueltosaurus Quarry (PFV 297),
3243,521669,521669,1.353064,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,Revueltosaurus Quarry (PFV 297),
3244,521669,521669,1.353064,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,Revueltosaurus Quarry (PFV 297),
3245,521670,521670,1.353064,Shuvosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,Revueltosaurus Quarry (PFV 297),
3246,528637,528637,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,Orphan Mesa Loc. 1,
3247,528638,528638,3.836582,Eucoelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,Orphan Mesa Loc. 3,Cross Quarry
3248,528639,528639,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,Orphan Mesa Loc. 2,
3249,528640,528640,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,Orphan Mesa Loc. 5,
3250,528641,528641,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,Orphan Mesa Loc. 6,
3251,528642,528642,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,Orphan Mesa Loc. 8,
3252,528643,528643,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,Orphan Mesa Loc. 9,
3253,528644,528644,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,Orphan Mesa Loc. 12,
3254,528645,528645,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,Orphan Mesa Loc. 13,
3255,530454,530454,1.357201,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,Arroyo Seco 2,"Coelophysis type site, Cope"
3256,530455,530455,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,Gallina Canyon,"Coelophysis type site, Cope"
3257,536062,536062,-46.11636,Sacisaurus,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,Riograndia,"Agudo, Sacisaurus site",
3258,536068,536068,-46.11636,Guaibasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",
3259,536068,536068,-46.11636,Guaibasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",
3260,536430,536430,3.837634,Grallator,227,208.5,Late Triassic,"(227.0, 208.5)",US,North Carolina,Rockingham,Cow Branch,,Solite Corporation Quarry (YPM coll),"Virginia Solite Quarry, CB1, Leaksville Junction"
3261,538678,538678,-56.03159,Kholumolumo,227,208.5,Late Triassic,"(227.0, 208.5)",LS,Mohale's Hoek,Mohale's Hoek,Elliot,,Thotobolo ea 'Ma-beata (zone A/4),"Maphutseng Bone Bed, Euskelosaurus cemetery"
3262,538678,538678,-56.03159,Kholumolumo,227,208.5,Late Triassic,"(227.0, 208.5)",LS,Mohale's Hoek,Mohale's Hoek,Elliot,,Thotobolo ea 'Ma-beata (zone A/4),"Maphutseng Bone Bed, Euskelosaurus cemetery"
3263,538678,538678,-56.03159,Kholumolumo,227,208.5,Late Triassic,"(227.0, 208.5)",LS,Mohale's Hoek,Mohale's Hoek,Elliot,,Thotobolo ea 'Ma-beata (zone A/4),"Maphutseng Bone Bed, Euskelosaurus cemetery"
3264,538678,538678,-56.03159,Kholumolumo,227,208.5,Late Triassic,"(227.0, 208.5)",LS,Mohale's Hoek,Mohale's Hoek,Elliot,,Thotobolo ea 'Ma-beata (zone A/4),"Maphutseng Bone Bed, Euskelosaurus cemetery"
3265,538678,538678,-56.03159,Kholumolumo,227,208.5,Late Triassic,"(227.0, 208.5)",LS,Mohale's Hoek,Mohale's Hoek,Elliot,,Thotobolo ea 'Ma-beata (zone A/4),"Maphutseng Bone Bed, Euskelosaurus cemetery"
3266,538678,538678,-56.03159,Kholumolumo,227,208.5,Late Triassic,"(227.0, 208.5)",LS,Mohale's Hoek,Mohale's Hoek,Elliot,,Thotobolo ea 'Ma-beata (zone A/4),"Maphutseng Bone Bed, Euskelosaurus cemetery"
3267,538678,538678,-56.03159,Kholumolumo,227,208.5,Late Triassic,"(227.0, 208.5)",LS,Mohale's Hoek,Mohale's Hoek,Elliot,,Thotobolo ea 'Ma-beata (zone A/4),"Maphutseng Bone Bed, Euskelosaurus cemetery"
3268,539206,539206,-50.49719,Lessemsaurus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,Independencia,Los Colorados,Coloradian,Paraje La Esquina,Lessemsaurus type site
3269,539206,539206,-50.49719,Lessemsaurus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,Independencia,Los Colorados,Coloradian,Paraje La Esquina,Lessemsaurus type site
3270,539206,539206,-50.49719,Lessemsaurus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,Independencia,Los Colorados,Coloradian,Paraje La Esquina,Lessemsaurus type site
3271,545159,545159,-1.470099,Tecovasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1430, Upper Kalgary",Dockum Formation
3272,545160,545160,1.353064,Tecovasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Placerias Quarry, UCMP A269",
3273,545161,545161,1.357201,Lucianosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Guadalupe,Bull Canyon,,"NMMNH Loc. 110, Luciano Mesa","Lucianosaurus type; NMMNH L-00110, Bull Canyon, Luciana Mesa"
3274,557168,557168,1.353064,Postosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Agate Bridge N, PFV 161","PEFO 85065, UCMP V82239, MNA 302/53"
3275,557171,557171,1.353064,Vancleavea,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
3276,557172,557172,1.353064,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
3277,557172,557172,1.353064,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
3278,557172,557172,1.353064,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
