id,occurrence_no,occurrence_no_AF,Rotated latitude,genus,age_max,age_min,Epoch,range,cc,state,county,formation,zone,collection_name,collection_aka
3279,557173,557173,1.353064,Postosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
3280,557174,557174,1.353064,Shuvosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
3281,557175,557175,1.353064,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
3282,557177,557177,1.353064,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
3283,557177,557177,1.353064,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
3284,557177,557177,1.353064,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
3285,557177,557177,1.353064,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Giving Site, PFV 231",PEFO
3286,557182,557182,1.353064,Postosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Bowman Locality, PFV 89","PEFO 85165, UCMP V84244, MNA 302/23"
3287,559094,559094,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Ghost Ranch, southeast of quarry",
3288,559095,559095,1.353064,Trilophosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,"Lot's Wife, PEFO",
3289,561802,561802,-50.49719,Riojasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",AR,La Rioja,La Rioja,Los Colorados,,"La Esquina, Ischigualasto (MACN-UPLR)",
3290,562834,562834,-1.470099,Technosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3291,562835,562835,-1.470099,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3292,562836,562836,-1.470099,Protoavis,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3293,562836,562836,-1.470099,Protoavis,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3294,562836,562836,-1.470099,Protoavis,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3295,562837,562837,-1.470099,Paratypothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3296,562843,562843,1.353064,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Flattops West, PFV 71","PEFO 85146, UCMP V82259"
3297,562846,562846,1.353064,Calyptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Agate Bridge N, PFV 161","PEFO 85065, UCMP V82239, MNA 302/53"
3298,562847,562847,1.353064,Leptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Agate Bridge N, PFV 161","PEFO 85065, UCMP V82239, MNA 302/53"
3299,566949,566949,6.739012,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Pennsylvania,York,New Oxford,,"Wheatley's Copper Mines, Emigsville (AMNH)",Emiggsville
3300,572546,572546,1.353064,Trilophosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,," Dinosaur Wash, PFV 122, Dying Grounds","Dawn of the Dinosaurs, PEFO 85025, UCMP V7038, MNA 302/8, SMU 228, Camp Butte N1"
3301,572551,572551,1.353064,Leptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,," Dinosaur Wash, PFV 122, Dying Grounds","Dawn of the Dinosaurs, PEFO 85025, UCMP V7038, MNA 302/8, SMU 228, Camp Butte N1"
3302,572552,572552,1.353064,Crosbysaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,," Dinosaur Wash, PFV 122, Dying Grounds","Dawn of the Dinosaurs, PEFO 85025, UCMP V7038, MNA 302/8, SMU 228, Camp Butte N1"
3303,572553,572553,1.353064,Crosbysaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,," Dinosaur Wash, PFV 122, Dying Grounds","Dawn of the Dinosaurs, PEFO 85025, UCMP V7038, MNA 302/8, SMU 228, Camp Butte N1"
3304,572562,572562,1.353064,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,"Krzyzanowski Bonebed, NMMNH L-3764",Blue Hills
3305,572567,572567,1.353064,Poposaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,"Krzyzanowski Bonebed, NMMNH L-3764",Blue Hills
3306,572571,572571,1.353064,Desmatosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,"Krzyzanowski Bonebed, NMMNH L-3764",Blue Hills
3307,572572,572572,1.353064,Stagonolepis,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,"Krzyzanowski Bonebed, NMMNH L-3764",Blue Hills
3308,572586,572586,1.353064,Trilophosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,McKinley,Bluewater Creek,,"NMMNH L-2739, Sixmile Spring",Fort Wingate
3309,572593,572593,1.353064,Crosbysaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,McKinley,Bluewater Creek,,"NMMNH L-2739, Sixmile Spring",Fort Wingate
3310,572595,572595,1.353064,Crosbysaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,McKinley,Bluewater Creek,,"NMMNH L-2739, Sixmile Spring",Fort Wingate
3311,572614,572614,-1.470099,Diphydontosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1430, Upper Kalgary",Dockum Formation
3312,572615,572615,-1.470099,Planocephalosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1430, Upper Kalgary",Dockum Formation
3313,572616,572616,-1.470099,Fraserosphenodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1430, Upper Kalgary",Dockum Formation
3314,572619,572619,-1.470099,Trilophosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1430, Upper Kalgary",Dockum Formation
3315,572632,572632,-1.470099,Protecovasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1430, Upper Kalgary",Dockum Formation
3316,572633,572633,-1.470099,Crosbysaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1430, Upper Kalgary",Dockum Formation
3317,572634,572634,-1.470099,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1430, Upper Kalgary",Dockum Formation
3318,572650,572650,-1.470099,Paleollanosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1312, Lower Kalgary","Home Creek, SMU Loc. 120, Holmes Creek"
3319,572651,572651,-1.470099,Trilophosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1312, Lower Kalgary","Home Creek, SMU Loc. 120, Holmes Creek"
3320,572673,572673,-1.470099,Protecovasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1312, Lower Kalgary","Home Creek, SMU Loc. 120, Holmes Creek"
3321,572674,572674,-1.470099,Protecovasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1312, Lower Kalgary","Home Creek, SMU Loc. 120, Holmes Creek"
3322,572675,572675,-1.470099,Crosbysaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1312, Lower Kalgary","Home Creek, SMU Loc. 120, Holmes Creek"
3323,572676,572676,-1.470099,Crosbysaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1312, Lower Kalgary","Home Creek, SMU Loc. 120, Holmes Creek"
3324,572677,572677,-1.470099,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1312, Lower Kalgary","Home Creek, SMU Loc. 120, Holmes Creek"
3325,572678,572678,-1.470099,Tecovasaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1312, Lower Kalgary","Home Creek, SMU Loc. 120, Holmes Creek"
3326,589407,589407,1.353064,Revueltosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Apache,Chinle,,"Jeremiah's Perch, PFV 278",
3327,590148,590148,3.836582,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3328,590150,590150,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3329,590150,590150,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3330,590150,590150,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3331,590150,590150,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3332,590150,590150,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3333,590150,590150,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3334,590150,590150,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3335,590150,590150,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3336,590150,590150,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3337,590150,590150,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3338,590150,590150,3.836582,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3339,590151,590151,3.836582,Rioarribasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3340,590152,590152,3.836582,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3341,593107,593107,9.712786,Erpetosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Connecticut,New Haven,New Haven,,"I-691, Cheshire",
3342,627521,627521,-1.470099,Shuvosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3343,627729,627729,-1.470099,Shuvosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3344,627731,627731,-1.470099,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,"Lott Ranch, Garza",
3345,632302,632302,32.59323,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Stuttgart,Löwenstein,,"Heslach quarries, Stuttgart, ""Heslacher Wand""",
3346,632303,632303,30.98263,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Baden-Wurttemberg,Löwenstein,,Aixheim,
3347,632304,632304,32.59323,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Baden-Wurttemberg,Stuttgart,Löwenstein,,"Heslach quarries, Stuttgart, ""Heslacher Wand""",
3348,668537,668537,-46.11636,Teyumbaita,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Rio Grande do Sul,Caturrita,,Wald Sanga (upper),"Huene Sanga 1, Waldsanga"
3349,690297,690297,3.836582,Dromomeron,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Snyder Quarry, NMMNH 3845-1",
3350,690298,690298,3.836582,Dromomeron,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Hayden Quarry, Ghost Ranch (site 3)",
3351,690300,690300,3.836582,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Hayden Quarry, Ghost Ranch (site 3)",
3352,690301,690301,3.836582,Rioarribasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Hayden Quarry, Ghost Ranch (site 3)",
3353,690302,690302,3.836582,Vivaron,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Hayden Quarry, Ghost Ranch (site 3)",
3354,705331,705331,1.353064,Desmatosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,McKinley,Bluewater Creek,,"NMMNH L-3251, Fort Wingate",
3355,705332,705332,1.353064,Desmatosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,McKinley,Bluewater Creek,,"NMMNH L-3251, Fort Wingate",
3356,705341,705341,1.353064,Stagonolepis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,McKinley,Bluewater Creek,,"NMMNH L-3251, Fort Wingate",
3357,705346,705346,1.353064,Tecovasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,McKinley,Bluewater Creek,,NMMNH L-3252,
3358,705367,705367,1.353064,Stagonolepis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,McKinley,Bluewater Creek,,NMMNH L-3312,
3359,705954,705954,34.47747,Plateosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",DE,Bayern,Weißenburg-Gunzenhausen,Trossingen,,"Ellingen, ""Am Tiergärtle""",
3360,735410,735410,3.837634,Tanytrachelos,227,208.5,Late Triassic,"(227.0, 208.5)",US,North Carolina,Rockingham,Cow Branch,,Solite Corporation Quarry (YPM coll),"Virginia Solite Quarry, CB1, Leaksville Junction"
3361,738863,738863,9.712786,Colobops,227,208.5,Late Triassic,"(227.0, 208.5)",US,Connecticut,New Haven,New Haven,,"I-91/Rte 6a/Rte 15, Meriden",
3362,745263,745263,-1.470099,Libognathus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,"Double U Ranch, SE of Post",
3363,755503,755503,-1.470099,Crosbysaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Crosby,Tecovas,,"NMMNH L-1430, Upper Kalgary",Dockum Formation
3364,755823,755823,3.836582,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Chinle,,"Cerro Blanco, NMMNH L-918","Typothorax type, Gallina, Wheeler Expedition"
3365,755824,755824,1.357201,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,"Coyote Amphitheater, NMMNH L-911",
3366,755825,755825,1.357201,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Rio Arriba,Petrified Forest,,"Coyote Amphitheater, NMMNH L-911",
3367,778905,778905,1.357201,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Quay,Bull Canyon,,"NMMNH Loc. 001, Revuelto Creek",
3368,778927,778927,1.357201,Coelophysis,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Guadalupe,Bull Canyon,,"NMMNH Loc. 110, Luciano Mesa","Lucianosaurus type; NMMNH L-00110, Bull Canyon, Luciana Mesa"
3369,778940,778940,1.357201,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Quay,Redonda,,"Shark Tooth Hill, NMMNH Loc. 487","NMMNH L-487, SMU Loc. #133, SMU Loc. #134"
3370,778944,778944,1.357201,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Quay,Redonda,,"Apache Canyon, NMMNH L-485","Gregory's Quarry 2, UCMP 6148, YPM 6649"
3371,778949,778949,1.357201,Redondasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Quay,Redonda,,"Apache Canyon, NMMNH L-485","Gregory's Quarry 2, UCMP 6148, YPM 6649"
3372,780614,780614,1.625439,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Coconino,Chinle,,"MNA 791, Ward Terrace",
3373,780615,780615,1.625439,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Coconino,Chinle,,"MNA 791, Ward Terrace",
3374,780616,780616,1.625439,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Coconino,Chinle,,"MNA 791, Ward Terrace",
3375,780672,780672,1.625439,Postosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Coconino,Chinle,,"Billingsley Bonebed, MNA 360",Ward Terrace
3376,780673,780673,1.625439,Shuvosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Coconino,Chinle,,"Billingsley Bonebed, MNA 360",Ward Terrace
3377,780674,780674,1.625439,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Coconino,Chinle,,"Billingsley Bonebed, MNA 360",Ward Terrace
3378,780675,780675,1.625439,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Coconino,Chinle,,"Billingsley Bonebed, MNA 360",Ward Terrace
3379,780675,780675,1.625439,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Coconino,Chinle,,"Billingsley Bonebed, MNA 360",Ward Terrace
3380,780676,780676,1.625439,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Coconino,Chinle,,"Billingsley Bonebed, MNA 360",Ward Terrace
3381,782162,782162,1.353064,Smilosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,"Crocodile Hill locality (SMU Loc. 230, PFV 124)","Petrified Forest, Crocodile Hill Quarry, Blue Mesa"
3382,782162,782162,1.353064,Smilosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,"Crocodile Hill locality (SMU Loc. 230, PFV 124)","Petrified Forest, Crocodile Hill Quarry, Blue Mesa"
3383,782162,782162,1.353064,Smilosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,"Crocodile Hill locality (SMU Loc. 230, PFV 124)","Petrified Forest, Crocodile Hill Quarry, Blue Mesa"
3384,782166,782166,1.353064,Calyptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,"Crocodile Hill locality (SMU Loc. 230, PFV 124)","Petrified Forest, Crocodile Hill Quarry, Blue Mesa"
3385,782168,782168,1.353064,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,Crystal Forest locality (SMU Loc. 233),"Petrified Forest, PEFO"
3386,782169,782169,1.353064,Paratypothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,Crystal Forest locality (SMU Loc. 233),"Petrified Forest, PEFO"
3387,782173,782173,1.353064,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,Flattops locality (SMU Loc. 231),"Petrified Forest, PEFO"
3388,782174,782174,1.353064,Typothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,Flattops locality (SMU Loc. 231),"Petrified Forest, PEFO"
3389,782175,782175,1.353064,Paratypothorax,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,Flattops locality (SMU Loc. 231),"Petrified Forest, PEFO"
3390,782179,782179,1.353064,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,Jasper Forest Locality (SMU Loc. 232),
3391,782180,782180,1.353064,Calyptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Navajo,Chinle,,Jasper Forest Locality (SMU Loc. 232),
3392,782187,782187,1.019337,Trilophosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Randall,Tecovas,,Lower Sunday Canyon,SMU Loc. 123
3393,782188,782188,1.019337,Rutiodon,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Randall,Tecovas,,Lower Sunday Canyon,SMU Loc. 123
3394,782208,782208,1.357201,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Quay,Redonda,,Red Peak locality (SMU Loc. 131),Saladito Creek
3395,782209,782209,1.357201,Redondasuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Quay,Redonda,,Red Peak locality (SMU Loc. 131),Saladito Creek
3396,785830,785830,1.357201,Proganochelys,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Mexico,Quay,Bull Canyon,,"NMMNH Loc. 001, Revuelto Creek",
3397,806718,806718,-1.470099,Trilophosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3398,806719,806719,-1.470099,Trilophosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3399,806720,806720,-1.470099,Trilophosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3400,806721,806721,-1.470099,Leptosuchus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Texas,Garza,Cooper Canyon,,Miller's Ranch Quarry,"Post Quarry, Dockum Group, ETE Locality 1583, MOTT VPL 3624"
3401,807815,807815,1.353064,Trilophosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,"Flag Canyon, 1 mile NNE Crystal Forest (PFV 191)",Trilophosaurus dornorum holotype site
3402,807923,807923,1.353064,Machaeroprosopus,227,208.5,Late Triassic,"(227.0, 208.5)",US,Arizona,Arizona,Chinle,,"PFV 295, near Mountain Lion Mesa, Petrified Forest National Park",Pseudopalatus jablonskiae holotype site
3403,811765,811765,6.739012,Stegomus,227,208.5,Late Triassic,"(227.0, 208.5)",US,New Jersey,Somerset,Passaic,,Neshanic Station,
3404,811785,811785,13.4263,Hypsognathus,227,208.5,Late Triassic,"(227.0, 208.5)",CA,Nova Scotia,Kings County,Blomidon,,"Paddy's Island, West Medford",
3405,811795,811795,-46.11636,Soturnia,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",
3406,811795,811795,-46.11636,Soturnia,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",
3407,811795,811795,-46.11636,Soturnia,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",
3408,811801,811801,-46.11636,Clevosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",
3409,811801,811801,-46.11636,Clevosaurus,227,208.5,Late Triassic,"(227.0, 208.5)",BR,Rio Grande do Sul,Faxinal do Soturno County,Caturrita,Ictidosauria,"Faxinal do Soturno, Linha São Luiz",
