id,occurrence_no,Taxon,MaxAge,MinAge,Locality,Area
9262,1418981,Olivierosuchus,251.902,246.7,Eastern Cape,1
9263,1418844,Moschorhinus,251.902,246.7,Eastern Cape,1
9265,1418842,Moschorhinus,251.902,246.7,Eastern Cape,1
9267,1418825,Moschorhinus,251.902,246.7,Eastern Cape,1
9270,1418636,Lystrosaurus,251.902,246.7,Eastern Cape,1
9275,1418592,Lystrosaurus,251.902,246.7,Eastern Cape,1
9276,1418591,Lystrosaurus,251.902,246.7,Eastern Cape,1
9284,1418349,Kannemeyeria,251.902,246.7,Eastern Cape,1
9285,1418155,Procynosuchus,251.902,246.7,Eastern Cape,1
9288,1418088,Thrinaxodon,251.902,246.7,Eastern Cape,1
9289,1418086,Thrinaxodon,251.902,246.7,Eastern Cape,1
9290,1418085,Galesaurus,251.902,246.7,Eastern Cape,1
9301,1343007,Thrinaxodon,251.902,246.7,Eastern Cape,1
9302,1343006,Galesaurus,251.902,246.7,Eastern Cape,1
9303,1343005,Lystrosaurus,251.902,246.7,Eastern Cape,1
9304,1343004,Lystrosaurus,251.902,246.7,Eastern Cape,1
9305,1343003,Lystrosaurus,251.902,246.7,Eastern Cape,1
9306,1343002,Lystrosaurus,251.902,246.7,Eastern Cape,1
9317,1320676,Thrinaxodon,251.902,246.7,Eastern Cape,1
9318,1320675,Scaloposaurus,251.902,246.7,Eastern Cape,1
8110,1332970,Moschorhinus,259.51,251.902,KwaZulu-Natal,1
9319,1320674,Lystrosaurus,251.902,246.7,Eastern Cape,1
9320,1320673,Lystrosaurus,251.902,246.7,Eastern Cape,1
9321,1320672,Lystrosaurus,251.902,246.7,Eastern Cape,1
9327,980063,Lystrosaurus,251.902,246.7,Eastern Cape,1
9328,980062,Lystrosaurus,251.902,246.7,Eastern Cape,1
9333,980038,Lystrosaurus,251.902,246.7,Eastern Cape,1
9334,980037,Lystrosaurus,251.902,246.7,Eastern Cape,1
9335,922729,Thrinaxodon,251.902,246.7,Eastern Cape,1
9336,922728,Galesaurus,251.902,246.7,Eastern Cape,1
9337,922727,Scaloposaurus,251.902,246.7,Eastern Cape,1
9338,922726,Olivierosuchus,251.902,246.7,Eastern Cape,1
9339,922725,Lystrosaurus,251.902,246.7,Eastern Cape,1
9340,922724,Lystrosaurus,251.902,246.7,Eastern Cape,1
9341,922723,Lystrosaurus,251.902,246.7,Eastern Cape,1
9342,922722,Lystrosaurus,251.902,246.7,Eastern Cape,1
9343,922720,Regisaurus,251.902,246.7,Eastern Cape,1
9344,922719,Lystrosaurus,251.902,246.7,Eastern Cape,1
9345,922718,Lystrosaurus,251.902,246.7,Eastern Cape,1
9346,922717,Lystrosaurus,251.902,246.7,Eastern Cape,1
9357,922700,Lystrosaurus,251.902,246.7,Eastern Cape,1
9358,922699,Lystrosaurus,251.902,246.7,Eastern Cape,1
9359,922698,Lystrosaurus,251.902,246.7,Eastern Cape,1
9473,1418820,Moschorhinus,251.902,251.2,Eastern Cape,1
9476,1413657,Lystrosaurus,251.902,251.2,Eastern Cape,1
9483,1325743,Lystrosaurus,251.902,251.2,Eastern Cape,1
9484,1325630,Lystrosaurus,251.902,251.2,Eastern Cape,1
9486,1318005,Lystrosaurus,251.902,251.2,Eastern Cape,1
9487,1315261,Lystrosaurus,251.902,251.2,Eastern Cape,1
9488,1315260,Lystrosaurus,251.902,251.2,Eastern Cape,1
9489,1315259,Lystrosaurus,251.902,251.2,Eastern Cape,1
9490,1315258,Lystrosaurus,251.902,251.2,Eastern Cape,1
9491,1304593,Galesaurus,251.902,251.2,Eastern Cape,1
9492,1304592,Lystrosaurus,251.902,251.2,Eastern Cape,1
9493,1304591,Lystrosaurus,251.902,251.2,Eastern Cape,1
9494,1304590,Lystrosaurus,251.902,251.2,Eastern Cape,1
9495,1304589,Lystrosaurus,251.902,251.2,Eastern Cape,1
9513,890996,Progalesaurus,251.902,251.2,Eastern Cape,1
9515,1418754,Bauria,249.9,242.0,Eastern Cape,1
9516,1432042,Lystrosaurus,249.9,246.7,Eastern Cape,1
9522,891100,Langbergia,249.9,246.7,Eastern Cape,1
9566,1607428,Impidens,246.7,242.0,Eastern Cape,1
9567,1569234,Ufudocyclops,246.7,242.0,Eastern Cape,1
9569,1463589,Cistecynodon,246.7,242.0,Eastern Cape,1
9570,1433562,Aelurosuchus,246.7,242.0,Eastern Cape,1
9571,1433362,Nythosaurus,246.7,242.0,Eastern Cape,1
9572,1420188,Kannemeyeria,246.7,242.0,Eastern Cape,1
9573,1420187,Diademodon,246.7,242.0,Eastern Cape,1
9580,1418703,Microhelodon,246.7,242.0,Eastern Cape,1
9581,1418702,Microgomphodon,246.7,242.0,Eastern Cape,1
9590,1333250,Microgomphodon,246.7,242.0,Eastern Cape,1
9591,1333249,Microgomphodon,246.7,242.0,Eastern Cape,1
9592,1333249,Microgomphodon,246.7,242.0,Eastern Cape,1
9593,1333237,Trirachodon,246.7,242.0,Eastern Cape,1
9594,1332999,Cynognathus,246.7,242.0,Eastern Cape,1
9595,1332745,Diademodon,246.7,242.0,Eastern Cape,1
9596,1332744,Cynognathus,246.7,242.0,Eastern Cape,1
9597,1332743,Bauria,246.7,242.0,Eastern Cape,1
9598,1332741,Sysphinctostoma,246.7,242.0,Eastern Cape,1
9599,1332740,Sesamondontoides,246.7,242.0,Eastern Cape,1
9600,1332739,Diademodon,246.7,242.0,Eastern Cape,1
9602,1318003,Cricodon,246.7,242.0,Eastern Cape,1
9603,1318002,Diademodon,246.7,242.0,Eastern Cape,1
9604,1318001,Trirachodon,246.7,242.0,Eastern Cape,1
9605,1318000,Diademodon,246.7,242.0,Eastern Cape,1
9606,1317999,Cynognathus,246.7,242.0,Eastern Cape,1
9607,1317998,Kannemeyeria,246.7,242.0,Eastern Cape,1
9608,1317995,Kannemeyeria,246.7,242.0,Eastern Cape,1
9617,1220773,Shansiodon,246.7,242.0,Eastern Cape,1
9618,1220772,Ufudocyclops,246.7,242.0,Eastern Cape,1
9619,1220771,Ufudocyclops,246.7,242.0,Eastern Cape,1
9620,1143578,Sysphinctostoma,246.7,242.0,Eastern Cape,1
9621,1134185,Kannemeyeria,246.7,242.0,Eastern Cape,1
9622,1134184,Diademodon,246.7,242.0,Eastern Cape,1
9623,1134183,Cynognathus,246.7,242.0,Eastern Cape,1
9624,1132298,Diademodon,246.7,242.0,Eastern Cape,1
9644,986762,Trirachodon,246.7,242.0,Eastern Cape,1
9645,986761,Diademodon,246.7,242.0,Eastern Cape,1
9646,986760,Cynognathus,246.7,242.0,Eastern Cape,1
9647,986759,Kannemeyeria,246.7,242.0,Eastern Cape,1
9648,986759,Kannemeyeria,246.7,242.0,Eastern Cape,1
9649,986757,Bauria,246.7,242.0,Eastern Cape,1
9650,923787,Cynognathus,246.7,242.0,Eastern Cape,1
9651,923786,Kannemeyeria,246.7,242.0,Eastern Cape,1
9652,923784,Diademodon,246.7,242.0,Eastern Cape,1
9653,923783,Cynognathus,246.7,242.0,Eastern Cape,1
9654,923782,Microgomphodon,246.7,242.0,Eastern Cape,1
9655,923781,Kannemeyeria,246.7,242.0,Eastern Cape,1
9656,923780,Kombuisia,246.7,242.0,Eastern Cape,1
9657,923780,Kombuisia,246.7,242.0,Eastern Cape,1
9658,923779,Trirachodon,246.7,242.0,Eastern Cape,1
9659,923778,Bauria,246.7,242.0,Eastern Cape,1
9660,923777,Kannemeyeria,246.7,242.0,Eastern Cape,1
9662,921172,Diademodon,246.7,242.0,Eastern Cape,1
9669,921154,Bolotridon,246.7,242.0,Eastern Cape,1
9670,921153,Cynognathus,246.7,242.0,Eastern Cape,1
9671,921152,Cynognathus,246.7,242.0,Eastern Cape,1
9672,921151,Cynognathus,246.7,242.0,Eastern Cape,1
9673,921150,Cynognathus,246.7,242.0,Eastern Cape,1
9674,921149,Cricodon,246.7,242.0,Eastern Cape,1
9675,921148,Diademodon,246.7,242.0,Eastern Cape,1
9676,921146,Cynognathus,246.7,242.0,Eastern Cape,1
9677,921145,Diademodon,246.7,242.0,Eastern Cape,1
9678,921144,Cricodon,246.7,242.0,Eastern Cape,1
9679,921144,Cricodon,246.7,242.0,Eastern Cape,1
9680,921144,Cricodon,246.7,242.0,Eastern Cape,1
9681,921144,Cricodon,246.7,242.0,Eastern Cape,1
9688,906810,Bauria,246.7,242.0,Eastern Cape,1
9689,906809,Diademodon,246.7,242.0,Eastern Cape,1
9690,906808,Bauria,246.7,242.0,Eastern Cape,1
9691,906802,Bauria,246.7,242.0,Eastern Cape,1
8223,1317926,Daptocephalus,259.51,251.902,KwaZulu-Natal,1
9692,906799,Bauria,246.7,242.0,Eastern Cape,1
9693,906797,Bauria,246.7,242.0,Eastern Cape,1
9712,897913,Bauria,246.7,242.0,Eastern Cape,1
9745,868563,Kannemeyeria,246.7,242.0,Eastern Cape,1
9749,645111,Lumkuia,246.7,242.0,Eastern Cape,1
8001,N410,Robertia,264.28,259.51,Eastern Cape,1
9562,N529,Ufudocyclops,246.7,237.0,Eastern Cape,1
9563,N530,Ufudocyclops,246.7,237.0,Eastern Cape,1
9564,N531,Ufudocyclops,246.7,237.0,Eastern Cape,1
8034,1419985,Theriognathus,259.51,251.902,Free State,1
8035,1419984,Theriognathus,259.51,251.902,Free State,1
8037,1419982,Theriognathus,259.51,251.902,Free State,1
8046,1418818,Moschorhinus,259.51,251.902,Free State,1
8059,1381429,Diictodon,259.51,251.902,Free State,1
8060,1380637,Promoschorhynchus,259.51,251.902,Free State,1
8071,1342678,Compsodon,259.51,251.902,Free State,1
8122,1332772,Moschorhinus,259.51,251.902,Free State,1
8123,1332771,Lycideops,259.51,251.902,Free State,1
8124,1332770,Daptocephalus,259.51,251.902,Free State,1
8125,1332766,Theriognathus,259.51,251.902,Free State,1
8138,1331649,Rhachiocephalus,259.51,251.902,Free State,1
8213,1320335,Daptocephalus,259.51,251.902,Free State,1
8214,1320334,Daptocephalus,259.51,251.902,Free State,1
9233,1413659,Lystrosaurus,254.14,251.902,Free State,1
9234,1413656,Lystrosaurus,254.14,251.902,Free State,1
9259,1419308,Scaloposaurus,251.902,246.7,Free State,1
9260,1419218,Regisaurus,251.902,246.7,Free State,1
9264,1418843,Moschorhinus,251.902,246.7,Free State,1
9266,1418826,Moschorhinus,251.902,246.7,Free State,1
9268,1418814,Moschorhinus,251.902,246.7,Free State,1
9269,1418637,Lystrosaurus,251.902,246.7,Free State,1
9271,1418634,Lystrosaurus,251.902,246.7,Free State,1
9272,1418633,Lystrosaurus,251.902,246.7,Free State,1
9273,1418632,Lystrosaurus,251.902,246.7,Free State,1
9274,1418593,Lystrosaurus,251.902,246.7,Free State,1
9277,1418590,Dinanomodon,251.902,246.7,Free State,1
9278,1418589,Dicynodontoides,251.902,246.7,Free State,1
9279,1418588,Lystrosaurus,251.902,246.7,Free State,1
9280,1418587,Lystrosaurus,251.902,246.7,Free State,1
8263,1314057,Moschorhinus,259.51,251.902,KwaZulu-Natal,1
8264,1314056,Daptocephalus,259.51,251.902,KwaZulu-Natal,1
8265,1314055,Kwazulusaurus,259.51,251.902,KwaZulu-Natal,1
9281,1418586,Lystrosaurus,251.902,246.7,Free State,1
9283,1418583,Lystrosaurus,251.902,246.7,Free State,1
9286,1418090,Galesaurus,251.902,246.7,Free State,1
9291,1418083,Galesaurus,251.902,246.7,Free State,1
9293,1413650,Lystrosaurus,251.902,246.7,Free State,1
9307,1342999,Lystrosaurus,251.902,246.7,Free State,1
9308,1342998,Lystrosaurus,251.902,246.7,Free State,1
9309,1342997,Lystrosaurus,251.902,246.7,Free State,1
9310,1342996,Thrinaxodon,251.902,246.7,Free State,1
9311,1342995,Thrinaxodon,251.902,246.7,Free State,1
9312,1342994,Thrinaxodon,251.902,246.7,Free State,1
9313,1342993,Lystrosaurus,251.902,246.7,Free State,1
9314,1342992,Thrinaxodon,251.902,246.7,Free State,1
9315,1325657,Platycraniellus,251.902,246.7,Free State,1
9316,1325656,Lystrosaurus,251.902,246.7,Free State,1
9322,1320338,Lystrosaurus,251.902,246.7,Free State,1
9323,1320337,Lystrosaurus,251.902,246.7,Free State,1
9325,1144139,Tetracynodon,251.902,246.7,Free State,1
9329,980059,Lystrosaurus,251.902,246.7,Free State,1
9330,980058,Lystrosaurus,251.902,246.7,Free State,1
9331,980057,Lystrosaurus,251.902,246.7,Free State,1
9332,980056,Lystrosaurus,251.902,246.7,Free State,1
9351,922704,Thrinaxodon,251.902,246.7,Free State,1
9352,922704,Thrinaxodon,251.902,246.7,Free State,1
9353,922704,Thrinaxodon,251.902,246.7,Free State,1
9354,922704,Thrinaxodon,251.902,246.7,Free State,1
9355,922703,Lystrosaurus,251.902,246.7,Free State,1
9356,922702,Lystrosaurus,251.902,246.7,Free State,1
9364,922680,Thrinaxodon,251.902,246.7,Free State,1
9365,922678,Lystrosaurus,251.902,246.7,Free State,1
9366,922677,Lystrosaurus,251.902,246.7,Free State,1
9367,922674,Moschorhinus,251.902,246.7,Free State,1
9368,922672,Galesaurus,251.902,246.7,Free State,1
9369,922671,Scaloposaurus,251.902,246.7,Free State,1
9370,922670,Ericiolacerta,251.902,246.7,Free State,1
9371,922669,Lystrosaurus,251.902,246.7,Free State,1
9372,922668,Lystrosaurus,251.902,246.7,Free State,1
9373,922667,Lystrosaurus,251.902,246.7,Free State,1
9374,922662,Platycraniellus,251.902,246.7,Free State,1
