,id,occurrence_no,genus,Locality,county_original,state,cc
40,4371,149285,Planocephalosaurus,Gloucestershire,Gloucestershire,England,UK
41,4370,149286,Clevosaurus,Gloucestershire,Gloucestershire,England,UK
42,4369,149289,Sigmala,Gloucestershire,Gloucestershire,England,UK
43,4368,149290,Planocephalosaurus,Gloucestershire,Gloucestershire,England,UK
44,4367,149293,Planocephalosaurus,Gloucestershire,Gloucestershire,England,UK
45,4366,149294,Clevosaurus,Gloucestershire,Gloucestershire,England,UK
46,4365,149295,Terrestrisuchus,Gloucestershire,Gloucestershire,England,UK
47,4364,149296,Diphydontosaurus,Gloucestershire,Gloucestershire,England,UK
48,4363,149845,Trilophosaurus,Crosby,Crosby,Texas,US
49,4362,149866,Lewisuchus,La Rioja,,La Rioja,AR
50,4361,149867,Lagerpeton,La Rioja,,La Rioja,AR
51,4359,149917,Postosuchus,Garza,Garza,Texas,US
52,4360,149917,Postosuchus,Garza,Garza,Texas,US
53,4358,149918,Desmatosuchus,Garza,Garza,Texas,US
54,4357,149919,Trilophosaurus,Garza,Garza,Texas,US
55,4356,149988,Efraasia,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
56,4355,150315,Neusticosaurus,,,,CH
57,4354,150316,Mixosaurus,,,,CH
58,4353,219963,Rhipaeosaurus,,,,RU
59,4352,220070,Plateosaurus,Aargau,,Aargau,CH
60,4351,220071,Aetosaurus,Aargau,,Aargau,CH
61,4350,220072,Saltoposuchus,Aargau,,Aargau,CH
62,4349,220073,Liliensternus,Aargau,,Aargau,CH
63,4347,220082,Plateosaurus,Freiburg,Freiburg,Baden-Wurttemberg,DE
64,4348,220082,Plateosaurus,Freiburg,Freiburg,Baden-Wurttemberg,DE
65,4344,220083,Proganochelys,Freiburg,Freiburg,Baden-Wurttemberg,DE
66,4345,220083,Proganochelys,Freiburg,Freiburg,Baden-Wurttemberg,DE
67,4346,220083,Proganochelys,Freiburg,Freiburg,Baden-Wurttemberg,DE
68,4343,220084,Liliensternus,Freiburg,Freiburg,Baden-Wurttemberg,DE
69,4342,220086,Proganochelys,Sachsen-Anhalt,,Sachsen-Anhalt,DE
70,4341,220087,Liliensternus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
71,4340,220088,Elachistosuchus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
72,4338,221283,Captorhinus,Baylor,Baylor,Texas,US
73,4339,221283,Captorhinus,Baylor,Baylor,Texas,US
74,4336,256434,Eoraptor,San Juan,,San Juan,AR
75,4337,256434,Eoraptor,San Juan,,San Juan,AR
76,4335,256435,Herrerasaurus,San Juan,,San Juan,AR
77,4334,256436,Saurosuchus,San Juan,,San Juan,AR
78,4333,256437,Aetosauroides,San Juan,,San Juan,AR
79,4332,256441,Herrerasaurus,San Juan,,San Juan,AR
80,4331,261808,Terrestrisuchus,Gloucestershire,Gloucestershire,England,UK
81,4330,261810,Agnosphitys,Gloucestershire,Gloucestershire,England,UK
82,4329,272321,Luperosuchus,La Rioja,,La Rioja,AR
83,4328,272322,Lagerpeton,La Rioja,,La Rioja,AR
84,4327,272323,Chanaresuchus,La Rioja,,La Rioja,AR
85,4326,272324,Gualosuchus,La Rioja,,La Rioja,AR
86,4325,272325,Gracilisuchus,La Rioja,,La Rioja,AR
87,4324,272327,Marasuchus,La Rioja,,La Rioja,AR
88,4323,272328,Lewisuchus,La Rioja,,La Rioja,AR
89,4322,272329,Tropidosuchus,La Rioja,,La Rioja,AR
90,4321,272330,Tarjadia,La Rioja,,La Rioja,AR
91,4320,277109,Pisanosaurus,General Lavalle,General Lavalle,La Rioja,AR
92,4319,279623,Bradysaurus,Beaufort West,Beaufort West,Western Cape,ZA
93,4318,283819,Arcticodactylus,East Greenland,,East Greenland,GL
94,4317,283825,Proganochelys,,,,GL
95,4315,283826,Aetosaurus,,,,GL
96,4316,283826,Aetosaurus,,,,GL
97,4314,283828,Plateosaurus,,,,GL
98,4313,283860,Issi,,,,GL
99,4312,284027,Pantydraco,Swansea,Swansea,Wales,UK
100,4311,285740,Eumetabolodon,Zhuengeerqi,Zhuengeerqi,Nei Mongol,CN
101,4310,285752,Eumetabolodon,Fugu,Fugu,Shaanxi,CN
102,4309,285753,Youngetta,Nei Mongol,,Nei Mongol,CN
103,4308,286782,Belebey,Belebei,Belebei,Bashkortostan,RU
104,4307,287287,Rothianiscus,Blaine,Blaine,Oklahoma,US
105,4304,287715,Rothianiscus,Blaine,Blaine,Oklahoma,US
106,4305,287715,Rothianiscus,Blaine,Blaine,Oklahoma,US
107,4306,287715,Rothianiscus,Blaine,Blaine,Oklahoma,US
108,4303,287747,Rothianiscus,Blaine,Blaine,Oklahoma,US
109,4302,287764,Rothianiscus,Blaine,Blaine,Oklahoma,US
110,4301,287827,Rothianiscus,Kingfisher,Kingfisher,Oklahoma,US
111,4300,287904,Rothianiscus,Kingfisher,Kingfisher,Oklahoma,US
112,4299,287929,Rothianiscus,Canadian,Canadian,Oklahoma,US
113,4298,289331,Rothianiscus,Kingfisher,Kingfisher,Oklahoma,US
114,4297,289337,Rothianiscus,Kingfisher,Kingfisher,Oklahoma,US
115,4296,290383,Captorhinoides,Knox,Knox,Texas,US
116,4289,295924,Bolosaurus,Wichita,Wichita,Texas,US
117,4290,295924,Bolosaurus,Wichita,Wichita,Texas,US
118,4291,295924,Bolosaurus,Wichita,Wichita,Texas,US
119,4292,295924,Bolosaurus,Wichita,Wichita,Texas,US
120,4293,295924,Bolosaurus,Wichita,Wichita,Texas,US
121,4294,295924,Bolosaurus,Wichita,Wichita,Texas,US
122,4295,295924,Bolosaurus,Wichita,Wichita,Texas,US
123,4288,295925,Bolosaurus,Wichita,Wichita,Texas,US
124,4287,295928,Bolosaurus,Archer,Archer,Texas,US
125,4286,296008,Labidosaurus,Baylor/Wilbarger,Baylor/Wilbarger,Texas,US
126,4285,296038,Captorhinus,Baylor/Willbarger,Baylor/Willbarger,Texas,US
127,4284,296039,Captorhinus,Baylor/Willbarger,Baylor/Willbarger,Texas,US
128,4283,296040,Captorhinus,Baylor/Willbarger,Baylor/Willbarger,Texas,US
129,4281,296041,Captorhinus,Baylor/Willbarger,Baylor/Willbarger,Texas,US
130,4282,296041,Captorhinus,Baylor/Willbarger,Baylor/Willbarger,Texas,US
131,4280,296042,Labidosaurus,Baylor/Willbarger,Baylor/Willbarger,Texas,US
132,4279,296043,Labidosaurus,Baylor/Willbarger,Baylor/Willbarger,Texas,US
133,4278,296060,Captorhinus,Baylor,Baylor,Texas,US
134,4277,296063,Captorhinus,Baylor,Baylor,Texas,US
135,4276,296064,Labidosaurus,Baylor,Baylor,Texas,US
136,4275,296073,Captorhinus,Baylor,Baylor,Texas,US
137,4274,296074,Labidosaurus,Baylor,Baylor,Texas,US
138,4273,296099,Bolosaurus,Baylor,Baylor,Texas,US
139,4268,296100,Araeoscelis,Baylor,Baylor,Texas,US
140,4269,296100,Araeoscelis,Baylor,Baylor,Texas,US
141,4270,296100,Araeoscelis,Baylor,Baylor,Texas,US
142,4271,296100,Araeoscelis,Baylor,Baylor,Texas,US
143,4272,296100,Araeoscelis,Baylor,Baylor,Texas,US
144,4267,296107,Captorhinus,Baylor,Baylor,Texas,US
145,4266,296108,Labidosaurus,Baylor,Baylor,Texas,US
146,4265,296109,Labidosaurus,Baylor,Baylor,Texas,US
147,4264,296117,Captorhinus,Baylor,Baylor,Texas,US
148,4263,297328,Mesosaurus,Erongo,,Erongo,
149,4262,297329,Mesosaurus,Erongo,,Erongo,
150,4261,297330,Mesosaurus,Erongo,,Erongo,
151,4260,297331,Mesosaurus,Erongo,,Erongo,
152,4259,297867,Grallator,Queensland,,Queensland,AU
153,4258,299715,Deltavjatia,Kotelnich,Kotelnich,Kirov,RU
154,4257,299716,Scutosaurus,Tetyushi,Tetyushi,Tatarstan,RU
155,4256,337694,Neusticosaurus,Var Departement,Var Departement,Provence-Alpes-Cote d'Azur Region,FR
156,4255,337705,Cymatosaurus,Var Departement,Var Departement,Provence-Alpes-Cote d'Azur Region,FR
157,4254,337723,Termatosaurus,Var Departement,Var Departement,Provence-Alpes-Cote d'Azur Region,FR
158,4253,337737,Ichthyosaurus,Var Departement,Var Departement,Provence-Alpes-Cote d'Azur Region,FR
159,4252,337745,Termatosaurus,Var Departement,Var Departement,Provence-Alpes-Cote d'Azur Region,FR
160,4251,337746,Ichthyosaurus,Var Departement,Var Departement,Provence-Alpes-Cote d'Azur Region,FR
161,4250,346294,Bolosaurus,Archer,Archer,Texas,US
162,4249,360364,Zupaysaurus,La Rioja,,La Rioja,AR
163,4247,361674,Omphalosaurus,Pershing,Pershing,Nevada,US
164,4248,361674,Omphalosaurus,Pershing,Pershing,Nevada,US
165,4246,363117,Grippia,Spitzberger,,Spitzberger,NO
166,4245,363120,Coelurosaurichnus,Franken,,Franken,DE
167,4244,367506,Rutiodon,Montgomery,Montgomery,Pennsylvania,US
168,4243,367508,Captorhinus,Baylor,Baylor,Texas,US
169,4242,368043,Pareiasuchus,Northern Cape,,Northern Cape,ZA
170,4241,368798,Arizonasaurus,Navajo,Navajo,Arizona,US
171,4240,368799,Anisodontosaurus,Navajo,Navajo,Arizona,US
172,4239,382568,Placochelys,Udine,Udine,Friuli-Venezia Giulia,IT
173,4236,382582,Psephoderma,Lombardia,,Lombardia,IT
174,4237,382582,Psephoderma,Lombardia,,Lombardia,IT
175,4238,382582,Psephoderma,Lombardia,,Lombardia,IT
176,4235,384378,Vonhuenia,Vetluga,Vetluga,Nizhegorod,RU
177,4234,385301,Melanorosaurus,Herschel,Herschel,Eastern Cape,ZA
178,4230,385607,Plateosauravus,Herschel,Herschel,Eastern Cape,ZA
179,4231,385607,Plateosauravus,Herschel,Herschel,Eastern Cape,ZA
180,4232,385607,Plateosauravus,Herschel,Herschel,Eastern Cape,ZA
181,4233,385607,Plateosauravus,Herschel,Herschel,Eastern Cape,ZA
182,4229,387512,Chasmatosuchus,Luza/Pre-Luza,Luza/Pre-Luza,Komi,RU
183,4228,387513,Chasmatosuchus,Belyaevka,Belyaevka,Orenburg,RU
184,4227,387517,Chasmatosuchus,Belyaevka,Belyaevka,Orenburg,RU
185,4226,387518,Chasmatosuchus,Sorochinsk,Sorochinsk,Orenburg,RU
186,4225,388713,Chaohusaurus,Chao,Chao,Anhui,CN
187,4224,388714,Chaohusaurus,Anhui,,Anhui,CN
188,4223,389769,Placochelys,Lombardia,,Lombardia,IT
189,4222,389770,Psephoderma,Lombardia,,Lombardia,IT
190,4221,389771,Psephoderma,Lombardia,,Lombardia,IT
191,4220,389772,Paraplacodus,Lombardia,,Lombardia,IT
192,4219,391980,Barracudasaurus,Guizhou,,Guizhou,CN
193,4218,393085,Sarcosaurus,Warwickshire,Warwickshire,England,UK
194,4217,401595,Czatkowiella,Krakowski,Krakowski,Malopolskie,PL
195,4216,401596,Sophineta,Krakowski,Krakowski,Malopolskie,PL
196,4215,401597,Osmolskina,Krakowski,Krakowski,Malopolskie,PL
197,4214,401599,Pamelina,Krakowski,Krakowski,Malopolskie,PL
198,4213,401600,Procolina,Krakowski,Krakowski,Malopolskie,PL
199,4212,404182,Placochelys,Niederosterreich,,Niederosterreich,AT
200,4211,406854,Euscolosuchus,Chesterfield,Chesterfield,Virginia,US
201,4210,406855,Uatchitodon,Chesterfield,Chesterfield,Virginia,US
202,4209,406858,Gomphiosauridion,Chesterfield,Chesterfield,Virginia,US
203,4208,406859,Xenodiphyodon,Chesterfield,Chesterfield,Virginia,US
204,4207,406864,Desmatosuchus,Apache,Apache,Arizona,US
205,4206,406867,Smilosuchus,Apache,Apache,Arizona,US
206,4205,406869,Postosuchus,Apache,Apache,Arizona,US
207,4204,406872,Camposaurus,Apache,Apache,Arizona,US
208,4203,406876,Calyptosuchus,Apache,Apache,Arizona,US
209,4202,407766,Tanytrachelos,Apache,Apache,Arizona,US
210,4201,407767,Smilosuchus,Apache,Apache,Arizona,US
211,4200,407768,Parasuchus,Apache,Apache,Arizona,US
212,4199,407776,Acaenasuchus,Apache,Apache,Arizona,US
213,4198,411325,Cyamodus,Baden-Wurttemberg,,Baden-Wurttemberg,DE
214,4197,411697,Timanophon,Komi,,Komi,RU
215,4196,423245,Poposaurus,Apache,Apache,Arizona,US
216,4195,423280,Shuvosaurus,Apache,Apache,Arizona,US
217,4194,423281,Poposaurus,Apache,Apache,Arizona,US
218,4193,423285,Trilophosaurus,Apache,Apache,Arizona,US
219,4192,423286,Trilophosaurus,Apache,Apache,Arizona,US
220,4191,423288,Tanytrachelos,Apache,Apache,Arizona,US
221,4190,451787,Nothosaurus,Hessen,,Hessen,DE
222,4189,460787,Parasuchus,Randall,Randall,Texas,US
223,4188,461293,Unaysaurus,Rio Grande do Sul,,Rio Grande do Sul,BR
224,4187,465571,Terrestrisuchus,Swansea,Swansea,Wales,UK
225,4186,465572,Kuehneosaurus,Swansea,Swansea,Wales,UK
226,4185,465573,Clevosaurus,Swansea,Swansea,Wales,UK
227,4184,465575,Tricuspisaurus,Glamorgan,Glamorgan,Wales,UK
228,4183,465579,Planocephalosaurus,Glamorgan,Glamorgan,Wales,UK
229,4182,465580,Haligonia,Glamorgan,Glamorgan,Wales,UK
230,4181,465685,Variodens,Somerset,Somerset,England,UK
231,4180,467069,Cymbospondylus,Pershing,Pershing,Nevada,US
232,4179,467070,Cymbospondylus,Pershing,Pershing,Nevada,US
233,4178,467071,Cymbospondylus,Pershing,Pershing,Nevada,US
234,4177,467073,Phalarodon,Pershing,Pershing,Nevada,US
235,4176,467312,Protosuchus,Coconino,Coconino,Arizona,US
236,4175,468647,Lucasuchus,Chatham,Chatham,North Carolina,US
237,4174,471885,Diphydontosaurus,Avon,Avon,England,UK
238,4173,472008,Jingshanosaurus,Lufeng,Lufeng,Yunnan,CN
239,4172,474116,Herrerasaurus,San Juan,,San Juan,AR
240,4171,474117,Hyperodapedon,San Juan,,San Juan,AR
241,4170,474119,Hyperodapedon,San Juan,,San Juan,AR
242,4169,475078,Machaeroprosopus,Rio Arriba,Rio Arriba,New Mexico,US
243,4168,475079,Machaeroprosopus,Rio Arriba,Rio Arriba,New Mexico,US
244,4167,475081,Typothorax,Rio Arriba,Rio Arriba,New Mexico,US
245,4166,477082,Coelophysis,New Haven,New Haven,Connecticut,US
246,4165,479381,Teratosaurus,Stuttgart,Stuttgart,Baden-Wurttemberg,DE
247,4164,479548,Efraasia,Baden-Wurttemberg,,Baden-Wurttemberg,DE
248,4162,479551,Gresslyosaurus,Liestal,Liestal,Basel-Landschaft,CH
249,4163,479551,Gresslyosaurus,Liestal,Liestal,Basel-Landschaft,CH
250,4161,479563,Plateosaurus,Schaffhausen,,Schaffhausen,CH
251,4160,483859,Typothorax,Apache,Apache,Arizona,US
252,4159,483867,Coelophysis,Rio Arriba,Rio Arriba,New Mexico,US
253,4158,483868,Machaeroprosopus,Rio Arriba,Rio Arriba,New Mexico,US
254,4157,483884,Trilophosaurus,Crosby,Crosby,Texas,US
255,4156,484408,Hyperodapedon,Mashonaland Central,,Mashonaland Central,ZW
256,4155,484409,Saturnalia,Mashonaland Central,,Mashonaland Central,ZW
257,4154,484673,Revueltosaurus,Quay,Quay,New Mexico,US
258,4152,484986,Chindesaurus,Apache,Apache,Arizona,US
259,4153,484986,Chindesaurus,Apache,Apache,Arizona,US
260,4151,484987,Shuvosaurus,Apache,Apache,Arizona,US
261,4150,486103,Plateosaurus,Franche-Comte,Franche-Comte,Jura,FR
262,4149,486104,Plateosaurus,Franche-Comte,Franche-Comte,Jura,FR
263,4148,486128,Plateosaurus,Meuthe-et-Moselle,Meuthe-et-Moselle,Lorraine,FR
264,4147,486145,Plateosaurus,Franche-Comte,Franche-Comte,Jura,FR
265,4146,486146,Gresslyosaurus,Franche-Comte,Franche-Comte,Jura,FR
266,4145,486165,Camelotia,Somerset,Somerset,England,UK
267,4144,486188,Staurikosaurus,Rio Grande do Sul,,Rio Grande do Sul,BR
268,4143,486189,Spondylosoma,Rio Grande do Sul,,Rio Grande do Sul,BR
269,4142,486393,Plateosaurus,Bayern,,Bayern,DE
270,4141,486395,Liliensternus,Bayern,,Bayern,DE
271,4140,486398,Zanclodon,Baden-Wurttemberg,,Baden-Wurttemberg,DE
272,4139,486402,Plateosaurus,Baden-Wurttemberg,,Baden-Wurttemberg,DE
273,4138,486405,Plateosaurus,Baden-Wurttemberg,,Baden-Wurttemberg,DE
274,4136,486407,Plateosaurus,Baden-Wurttemberg,,Baden-Wurttemberg,DE
275,4137,486407,Plateosaurus,Baden-Wurttemberg,,Baden-Wurttemberg,DE
276,4135,486408,Gresslyosaurus,Baden-Wurttemberg,,Baden-Wurttemberg,DE
277,4110,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
278,4111,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
279,4112,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
280,4113,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
281,4114,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
282,4115,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
283,4116,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
284,4117,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
285,4118,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
286,4119,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
287,4120,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
288,4121,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
289,4122,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
290,4123,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
291,4124,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
292,4125,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
293,4126,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
294,4127,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
295,4128,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
296,4129,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
297,4130,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
298,4131,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
299,4132,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
300,4133,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
301,4134,486411,Plateosaurus,Sachsen-Anhalt,,Sachsen-Anhalt,DE
302,4108,486412,Ruehleia,Thuringia,,Thuringia,DE
303,4109,486412,Ruehleia,Thuringia,,Thuringia,DE
304,4106,486413,Liliensternus,Thuringia,,Thuringia,DE
305,4107,486413,Liliensternus,Thuringia,,Thuringia,DE
306,4105,490747,Gojirasaurus,Quay,Quay,New Mexico,US
307,4104,490749,Machaeroprosopus,Quay,Quay,New Mexico,US
308,4103,490750,Rutiodon,Quay,Quay,New Mexico,US
309,4102,490751,Rioarribasuchus,Quay,Quay,New Mexico,US
310,4101,490752,Shuvosaurus,Quay,Quay,New Mexico,US
311,4100,490754,Shuvosaurus,Quay,Quay,New Mexico,US
312,4099,490757,Typothorax,Apache,Apache,Arizona,US
313,4098,490758,Hesperosuchus,Apache,Apache,Arizona,US
314,4097,490763,Machaeroprosopus,Apache,Apache,Arizona,US
315,4096,490769,Revueltosaurus,Apache,Apache,Arizona,US
316,4095,490781,Lufengosaurus,Lufeng,Lufeng,Yunnan,CN
317,4094,490782,Lufengosaurus,Lufeng,Lufeng,Yunnan,CN
318,4093,490785,Lufengosaurus,Lufeng,Lufeng,Yunnan,CN
319,4092,490786,Gyposaurus,Lufeng,Lufeng,Yunnan,CN
320,4091,490787,Lufengosaurus,Lufeng,Lufeng,Yunnan,CN
321,4090,490788,Lukousaurus,Lufeng,Lufeng,Yunnan,CN
322,4089,490789,Sinosaurus,Lufeng,Lufeng,Yunnan,CN
323,4088,491743,Lophostropheus,Manche,Manche,Basse-Normandie,FR
324,4087,492832,Chinshakiangosaurus,Yungyin,Yungyin,Yunnan,CN
325,4086,493537,Ammorhynchus,Navajo,Navajo,Arizona,US
326,4085,493538,Ammorhynchus,Navajo,Navajo,Arizona,US
327,4084,493539,Ammorhynchus,Navajo,Navajo,Arizona,US
328,4083,493540,Ammorhynchus,Navajo,Navajo,Arizona,US
329,4082,497884,Grallator,Baden-Wurttemberg,,Baden-Wurttemberg,DE
330,4081,497885,Grallator,Baden-Wurttemberg,,Baden-Wurttemberg,DE
331,4080,504257,Eudimorphodon,Schaffhausen,,Schaffhausen,CH
332,4079,504266,Eudimorphodon,Schaffhausen,,Schaffhausen,CH
333,4078,504276,Variodens,Schaffhausen,,Schaffhausen,CH
334,4077,504392,Grallator,New Haven,New Haven,Connecticut,US
335,4076,504393,Eubrontes,New Haven,New Haven,Connecticut,US
336,4075,504394,Grallator,New Haven,New Haven,Connecticut,US
337,4074,504395,Eubrontes,New Haven,New Haven,Connecticut,US
338,4073,504396,Batrachopus,New Haven,New Haven,Connecticut,US
339,4072,504397,Grallator,New Haven,New Haven,Connecticut,US
340,4071,504398,Eubrontes,New Haven,New Haven,Connecticut,US
341,4070,504399,Batrachopus,New Haven,New Haven,Connecticut,US
342,4069,504401,Grallator,New Haven,New Haven,Connecticut,US
343,4068,504402,Grallator,New Haven,New Haven,Connecticut,US
344,4067,504403,Eubrontes,New Haven,New Haven,Connecticut,US
345,4066,504404,Eubrontes,New Haven,New Haven,Connecticut,US
346,4065,504405,Grallator,New Haven,New Haven,Connecticut,US
347,4064,504406,Grallator,New Haven,New Haven,Connecticut,US
348,4063,504407,Grallator,New Haven,New Haven,Connecticut,US
349,4062,504408,Grallator,New Haven,New Haven,Connecticut,US
350,4061,504409,Grallator,New Haven,New Haven,Connecticut,US
351,4060,504410,Eubrontes,New Haven,New Haven,Connecticut,US
352,4059,504412,Grallator,New Haven,New Haven,Connecticut,US
353,4058,504413,Eubrontes,New Haven,New Haven,Connecticut,US
354,4057,513242,Eshanosaurus,Eshan,Eshan,Yunnan,CN
355,4046,513479,Thecodontosaurus,England,,England,UK
356,4047,513479,Thecodontosaurus,England,,England,UK
357,4048,513479,Thecodontosaurus,England,,England,UK
358,4049,513479,Thecodontosaurus,England,,England,UK
359,4050,513479,Thecodontosaurus,England,,England,UK
360,4051,513479,Thecodontosaurus,England,,England,UK
361,4052,513479,Thecodontosaurus,England,,England,UK
362,4053,513479,Thecodontosaurus,England,,England,UK
363,4054,513479,Thecodontosaurus,England,,England,UK
364,4055,513479,Thecodontosaurus,England,,England,UK
365,4056,513479,Thecodontosaurus,England,,England,UK
366,4045,513481,Diphydontosaurus,England,,England,UK
367,4044,513482,Diphydontosaurus,England,,England,UK
368,4043,513496,Eubrontes,Kristianstads,,Kristianstads,SE
369,4042,513572,Coloradisaurus,General Lavalle,General Lavalle,La Rioja,AR
370,4041,513603,Riojasaurus,General Lavalle,General Lavalle,La Rioja,AR
371,4040,513907,Syntarsus,Coconino,Coconino,Arizona,US
372,4039,515173,Grallator,Quay,Quay,New Mexico,US
373,4038,517573,Coelophysis,Rio Arriba,Rio Arriba,New Mexico,US
374,4037,517577,Revueltosaurus,Apache,Apache,Arizona,US
375,4036,517578,Typothorax,Apache,Apache,Arizona,US
376,4035,517585,Smilosuchus,Apache,Apache,Arizona,US
377,4034,517592,Krzyzanowskisaurus,Apache,Apache,Arizona,US
378,4033,517595,Calyptosuchus,Apache,Apache,Arizona,US
379,4032,517597,Leptosuchus,Apache,Apache,Arizona,US
380,4031,517601,Scutarx,Apache,Apache,Arizona,US
381,4030,517603,Leptosuchus,Apache,Apache,Arizona,US
382,4029,517609,Acaenasuchus,Navajo,Navajo,Arizona,US
383,4028,517610,Leptosuchus,Navajo,Navajo,Arizona,US
384,4027,517611,Revueltosaurus,Navajo,Navajo,Arizona,US
385,4026,517612,Typothorax,Santa Fe,Santa Fe,New Mexico,US
386,4025,517613,Paratypothorax,Santa Fe,Santa Fe,New Mexico,US
387,4024,517621,Coelophysis,Rio Arriba,Rio Arriba,New Mexico,US
388,4023,517622,Coelophysis,Rio Arriba,Rio Arriba,New Mexico,US
389,4021,518725,Herrerasaurus,Valle Fertil,Valle Fertil,San Juan,AR
390,4022,518725,Herrerasaurus,Valle Fertil,Valle Fertil,San Juan,AR
391,4020,518726,Herrerasaurus,Valle Fertil,Valle Fertil,San Juan,AR
392,4019,518727,Herrerasaurus,Valle Fertil,Valle Fertil,San Juan,AR
